key,prompt_id,domain,pair_words,source_words,rewrite_words,length_ratio,content_recall,entity_recall,number_recall,quality_rank_score,reason
sid:27602|doc:13269,frontier_consolidation_fwcompact_medium_027602,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:35905|doc:1337,frontier_consolidation_fwcompact_medium_035905,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:8611|doc:13939,frontier_consolidation_fwcompact_medium_008611,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:26685|doc:14311,frontier_consolidation_fwcompact_medium_026685,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:1738|doc:14364,frontier_consolidation_fwcompact_medium_001738,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:7647|doc:15974,frontier_consolidation_fwcompact_medium_007647,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:27440|doc:3048,frontier_consolidation_fwcompact_medium_027440,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:37421|doc:3353,frontier_consolidation_fwcompact_medium_037421,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:40911|doc:4650,frontier_consolidation_fwcompact_medium_040911,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:34851|doc:6008,frontier_consolidation_fwcompact_medium_034851,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:211|doc:9076,frontier_consolidation_fwcompact_medium_000211,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
sid:49370|doc:8177,frontier_consolidation_fwcompact_medium_049370,no_domain,40,21,19,0.9047619047619048,1.0,1.0,1.0,1.151457142857143,same_domain:no_domain
sid:2590|doc:8427,frontier_consolidation_fwcompact_medium_002590,no_domain,40,21,19,0.9047619047619048,1.0,1.0,1.0,1.151457142857143,same_domain:no_domain
sid:50520|doc:116,frontier_consolidation_fwcompact_medium_050520,no_domain,21,11,10,0.9090909090909091,1.0,1.0,1.0,1.151327272727273,same_domain:no_domain
sid:42774|doc:10012,frontier_consolidation_fwcompact_medium_042774,no_domain,23,12,11,0.9166666666666666,1.0,1.0,1.0,1.1511000000000002,same_domain:no_domain
sid:4714|doc:1651,frontier_consolidation_fwcompact_medium_004714,no_domain,23,12,11,0.9166666666666666,1.0,1.0,1.0,1.1511000000000002,same_domain:no_domain
sid:43033|doc:15525,frontier_consolidation_fwcompact_medium_043033,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:25269|doc:4571,frontier_consolidation_fwcompact_medium_025269,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:42014|doc:330,frontier_consolidation_fwcompact_medium_042014,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:57456|doc:5270,frontier_consolidation_fwcompact_medium_057456,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:29564|doc:5638,frontier_consolidation_fwcompact_medium_029564,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:34927|doc:7287,frontier_consolidation_fwcompact_medium_034927,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:21582|doc:7533,frontier_consolidation_fwcompact_medium_021582,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:46057|doc:8413,frontier_consolidation_fwcompact_medium_046057,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:178|doc:9024,frontier_consolidation_fwcompact_medium_000178,no_domain,25,13,12,0.9230769230769231,1.0,1.0,1.0,1.1509076923076924,same_domain:no_domain
sid:59750|doc:10392,frontier_consolidation_fwcompact_medium_059750,no_domain,27,14,13,0.9285714285714286,1.0,1.0,1.0,1.1507428571428573,same_domain:no_domain
sid:29690|doc:1165,frontier_consolidation_fwcompact_medium_029690,no_domain,27,14,13,0.9285714285714286,1.0,1.0,1.0,1.1507428571428573,same_domain:no_domain
