label,uid,domain,idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,selection_pattern,selection_DiD_item,margin_430,margin_431,delta_431_minus_430,correct_430,correct_431,pattern
oldtok_50M,physical-interactions_127,physical-interactions,127,drop,lift,direct,antonym,concept swap,0100,-1,0.7021560668945312,1.1190071105957031,0.4168510437011719,1,1,11
oldtok_50M,physical-interactions_128,physical-interactions,128,drop,lift,direct,antonym,concept swap,0010,-1,0.05606651306152344,0.5564670562744141,0.5004005432128906,1,1,11
oldtok_50M,physical-interactions_130,physical-interactions,130,drop,lift,direct,antonym,concept swap,0010,-1,-0.32123565673828125,-0.04778099060058594,0.2734546661376953,0,0,00
oldtok_50M,physical-interactions_132,physical-interactions,132,drop,lift,direct,antonym,concept swap,0010,-1,-0.07428169250488281,0.09507369995117188,0.1693553924560547,0,1,01
oldtok_50M,physical-interactions_133,physical-interactions,133,drop,lift,direct,antonym,concept swap,0100,-1,0.5018672943115234,-0.25240325927734375,-0.7542705535888672,1,0,10
oldtok_50M,physical-interactions_134,physical-interactions,134,drop,lift,direct,antonym,concept swap,0010,-1,-0.2772216796875,-0.5069313049316406,-0.22970962524414062,0,0,00
oldtok_50M,physical-interactions_135,physical-interactions,135,drop,lift,direct,antonym,concept swap,0100,-1,-0.35205078125,0.5102119445800781,0.8622627258300781,0,1,01
oldtok_50M,physical-interactions_269,physical-interactions,269,kick,drop,direct,antonym,concept swap,0111,-1,-0.5573911666870117,-0.3113861083984375,0.24600505828857422,0,0,00
oldtok_50M,physical-interactions_270,physical-interactions,270,kick,drop,direct,antonym,concept swap,1110,-1,0.9034595489501953,-1.6809749603271484,-2.5844345092773438,1,0,10
oldtok_50M,physical-interactions_309,physical-interactions,309,kick,touch,direct,antonym,concept swap,0111,-1,-0.8977994918823242,-1.3208799362182617,-0.4230804443359375,0,0,00
oldtok_50M,physical-interactions_310,physical-interactions,310,kick,touch,direct,antonym,concept swap,1110,-1,0.9034595489501953,-1.6809749603271484,-2.5844345092773438,1,0,10
oldtok_50M,physical-interactions_0,physical-interactions,0,attract,repel,direct,antonym,concept swap,1111,0,3.8663578033447266,1.7625350952148438,-2.103822708129883,1,1,11
oldtok_50M,physical-interactions_10,physical-interactions,10,attract,repel,direct,antonym,concept swap,1111,0,3.6623878479003906,-0.20505905151367188,-3.8674468994140625,1,0,10
oldtok_50M,physical-interactions_17,physical-interactions,17,attract,repel,direct,antonym,concept swap,1111,0,-0.997833251953125,0.5327415466308594,1.5305747985839844,0,1,01
oldtok_50M,physical-interactions_28,physical-interactions,28,break,fix,direct,antonym,concept swap,1111,0,0.8552169799804688,1.5828189849853516,0.7276020050048828,1,1,11
oldtok_50M,physical-interactions_30,physical-interactions,30,break,fix,direct,antonym,concept swap,1111,0,-0.5711822509765625,-0.0775604248046875,0.493621826171875,0,0,00
oldtok_50M,physical-interactions_34,physical-interactions,34,break,fix,direct,antonym,concept swap,1111,0,-0.7019214630126953,0.1348094940185547,0.83673095703125,0,1,01
oldtok_50M,physical-interactions_50,physical-interactions,50,break,fix,indirect,antonym,concept swap,1111,0,0.8271865844726562,2.0787057876586914,1.2515192031860352,1,1,11
oldtok_50M,physical-interactions_52,physical-interactions,52,break,fix,indirect,antonym,concept swap,1111,0,3.4509334564208984,4.826957702636719,1.3760242462158203,1,1,11
oldtok_50M,physical-interactions_54,physical-interactions,54,break,fix,indirect,antonym,concept swap,1111,0,6.741117477416992,1.9039745330810547,-4.8371429443359375,1,1,11
oldtok_50M,physical-interactions_68,physical-interactions,68,catch,throw,indirect,antonym,concept swap,1111,0,0.8923835754394531,-1.822824478149414,-2.715208053588867,1,0,10
oldtok_50M,physical-interactions_29,physical-interactions,29,break,fix,direct,antonym,concept swap,0000,0,-0.7780017852783203,-0.5711784362792969,0.20682334899902344,0,0,00
oldtok_50M,physical-interactions_69,physical-interactions,69,catch,throw,indirect,antonym,concept swap,0000,0,-0.4139404296875,0.8560810089111328,1.2700214385986328,0,1,01
oldtok_50M,physical-interactions_71,physical-interactions,71,catch,throw,indirect,antonym,concept swap,0000,0,-1.6242713928222656,-0.2547874450683594,1.3694839477539062,0,0,00
oldtok_50M,physical-interactions_73,physical-interactions,73,catch,throw,indirect,antonym,concept swap,0000,0,-1.8864498138427734,-0.05532646179199219,1.8311233520507812,0,0,00
oldtok_50M,physical-interactions_80,physical-interactions,80,catch,throw,indirect,antonym,concept swap,0000,0,-3.526651382446289,-2.76007080078125,0.7665805816650391,0,0,00
oldtok_50M,physical-interactions_88,physical-interactions,88,collide with,-,direct,antonym,variable swap,0000,0,-0.5564937591552734,-3.8665218353271484,-3.310028076171875,0,0,00
oldtok_50M,physical-interactions_94,physical-interactions,94,collide with,-,direct,antonym,variable swap,0000,0,0.3026142120361328,-1.905843734741211,-2.2084579467773438,1,0,10
oldtok_50M,physical-interactions_96,physical-interactions,96,collide with,-,direct,variable swap,variable swap,0000,0,-15.354564666748047,-12.502986907958984,2.8515777587890625,0,0,00
oldtok_50M,physical-interactions_97,physical-interactions,97,collide with,-,direct,variable swap,variable swap,0000,0,-11.72988510131836,-15.516702651977539,-3.7868175506591797,0,0,00
oldtok_50M,physical-interactions_98,physical-interactions,98,collide with,-,direct,variable swap,variable swap,0000,0,-12.981739044189453,-21.707860946655273,-8.72612190246582,0,0,00
oldtok_50M,social-relations_6,social-relations,6,boss,subordinate,direct,antonym,concept swap,0110,-2,0.4614715576171875,-1.5933971405029297,-2.054868698120117,1,0,10
oldtok_50M,social-relations_18,social-relations,18,boss,subordinate,direct,antonym,concept swap,0110,-2,0.9397106170654297,-1.4912796020507812,-2.430990219116211,1,0,10
oldtok_50M,social-relations_460,social-relations,460,friend,enemy,direct,antonym,concept swap,0110,-2,0.161468505859375,2.402708053588867,2.241239547729492,1,1,11
oldtok_50M,social-relations_462,social-relations,462,friend,enemy,direct,antonym,concept swap,0110,-2,0.8339443206787109,1.1968536376953125,0.36290931701660156,1,1,11
oldtok_50M,social-relations_466,social-relations,466,friend,enemy,direct,antonym,concept swap,0110,-2,0.3812885284423828,0.6560401916503906,0.2747516632080078,1,1,11
oldtok_50M,social-relations_470,social-relations,470,friend,enemy,direct,antonym,concept swap,0110,-2,0.5970535278320312,1.4655017852783203,0.8684482574462891,1,1,11
oldtok_50M,social-relations_476,social-relations,476,friend,enemy,direct,antonym,concept swap,0110,-2,0.06257247924804688,5.118375778198242,5.055803298950195,1,1,11
oldtok_50M,social-relations_478,social-relations,478,friend,enemy,direct,antonym,concept swap,0110,-2,1.1735515594482422,0.8469944000244141,-0.3265571594238281,1,1,11
oldtok_50M,social-relations_1282,social-relations,1282,teacher,student,direct,antonym,concept swap,0110,-2,1.5041465759277344,-2.575672149658203,-4.0798187255859375,1,0,10
oldtok_50M,social-relations_32,social-relations,32,boss,subordinate,direct,antonym,variable swap,0110,-2,0.4614715576171875,-1.5933971405029297,-2.054868698120117,1,0,10
oldtok_50M,social-relations_58,social-relations,58,boss,subordinate,direct,antonym,variable swap,0110,-2,0.9397106170654297,-1.4912796020507812,-2.430990219116211,1,0,10
oldtok_50M,social-relations_1297,social-relations,1297,teacher,student,direct,antonym,variable swap,0110,-2,-0.3463592529296875,0.10445785522460938,0.4508171081542969,0,1,01
oldtok_50M,social-relations_1316,social-relations,1316,teacher,student,direct,antonym,variable swap,0110,-2,1.5041465759277344,-2.575672149658203,-4.0798187255859375,1,0,10
oldtok_50M,social-relations_549,social-relations,549,friend,stranger,direct,negation,concept swap,0110,-2,1.0500774383544922,1.2911968231201172,0.241119384765625,1,1,11
oldtok_50M,social-relations_580,social-relations,580,landlord,roommate,direct,other,concept swap,0110,-2,1.9847488403320312,-5.039520263671875,-7.024269104003906,1,0,10
oldtok_50M,social-relations_1216,social-relations,1216,sibling,child,direct,other,concept swap,0110,-2,-0.6271247863769531,-5.839012145996094,-5.211887359619141,0,0,00
oldtok_50M,social-relations_72,social-relations,72,boss,subordinate,direct,variable swap,concept swap,0110,-2,4.898479461669922,2.4548492431640625,-2.4436302185058594,1,1,11
oldtok_50M,social-relations_670,social-relations,670,landlord,tenant,direct,variable swap,concept swap,0110,-2,-0.3154449462890625,0.5847320556640625,0.900177001953125,0,1,01
oldtok_50M,social-relations_697,social-relations,697,landlord,tenant,direct,variable swap,concept swap,0110,-2,-2.2100563049316406,0.333648681640625,2.5437049865722656,0,1,01
oldtok_50M,social-relations_1355,social-relations,1355,teacher,student,direct,variable swap,concept swap,0110,-2,2.4146804809570312,5.374706268310547,2.9600257873535156,1,1,11
oldtok_50M,social-relations_1367,social-relations,1367,teacher,student,direct,variable swap,concept swap,0110,-2,3.9971694946289062,2.8251914978027344,-1.1719779968261719,1,1,11
oldtok_50M,social-relations_124,social-relations,124,boss,subordinate,direct,variable swap,variable swap,0110,-2,4.898479461669922,2.4548492431640625,-2.4436302185058594,1,1,11
oldtok_50M,social-relations_150,social-relations,150,boss,subordinate,direct,variable swap,variable swap,0110,-2,-2.3040313720703125,-1.6921348571777344,0.6118965148925781,0,0,00
oldtok_50M,social-relations_159,social-relations,159,boss,subordinate,direct,variable swap,variable swap,0110,-2,0.5705585479736328,1.4677925109863281,0.8972339630126953,1,1,11
oldtok_50M,social-relations_173,social-relations,173,boss,subordinate,direct,variable swap,variable swap,0110,-2,-2.997377395629883,-2.4063796997070312,0.5909976959228516,0,0,00
oldtok_50M,social-relations_722,social-relations,722,landlord,tenant,direct,variable swap,variable swap,0110,-2,-0.3154449462890625,0.5847320556640625,0.900177001953125,0,1,01
oldtok_50M,social-relations_775,social-relations,775,landlord,tenant,direct,variable swap,variable swap,0110,-2,-2.2100563049316406,0.333648681640625,2.5437049865722656,0,1,01
oldtok_50M,social-relations_957,social-relations,957,parent,child,direct,variable swap,variable swap,0110,-2,-1.6362113952636719,-2.8698883056640625,-1.2336769104003906,0,0,00
oldtok_50M,social-relations_1423,social-relations,1423,teacher,student,direct,variable swap,variable swap,0110,-2,2.4146804809570312,5.374706268310547,2.9600257873535156,1,1,11
oldtok_50M,social-relations_1441,social-relations,1441,teacher,student,direct,variable swap,variable swap,0110,-2,-0.3300285339355469,-6.529354095458984,-6.1993255615234375,0,0,00
oldtok_50M,social-relations_1445,social-relations,1445,teacher,student,direct,variable swap,variable swap,0110,-2,-4.2290496826171875,4.094150543212891,8.323200225830078,0,1,01
oldtok_50M,social-relations_1447,social-relations,1447,teacher,student,direct,variable swap,variable swap,0110,-2,3.9971694946289062,2.8251914978027344,-1.1719779968261719,1,1,11
oldtok_50M,social-relations_189,social-relations,189,boss,subordinate,indirect,antonym,concept swap,0110,-2,2.5587539672851562,-2.5339584350585938,-5.09271240234375,1,0,10
oldtok_50M,social-relations_402,social-relations,402,colleague,boss,indirect,antonym,concept swap,0110,-2,-1.4169845581054688,0.0631866455078125,1.4801712036132812,0,1,01
oldtok_50M,social-relations_494,social-relations,494,friend,enemy,indirect,antonym,concept swap,0110,-2,1.5536079406738281,-0.6539306640625,-2.207538604736328,1,0,10
oldtok_50M,social-relations_500,social-relations,500,friend,enemy,indirect,antonym,concept swap,0110,-2,-0.6248989105224609,-1.3481006622314453,-0.7232017517089844,0,0,00
oldtok_50M,social-relations_511,social-relations,511,friend,enemy,indirect,antonym,concept swap,0110,-2,2.860645294189453,-1.7383384704589844,-4.5989837646484375,1,0,10
oldtok_50M,social-relations_566,social-relations,566,friend,stranger,indirect,antonym,concept swap,0110,-2,0.5582485198974609,-0.34057044982910156,-0.8988189697265625,1,0,10
oldtok_50M,social-relations_960,social-relations,960,parent,child,indirect,antonym,concept swap,0110,-2,0.6476097106933594,-4.0847320556640625,-4.732341766357422,1,0,10
oldtok_50M,social-relations_972,social-relations,972,parent,child,indirect,antonym,concept swap,0110,-2,2.584392547607422,-2.0575103759765625,-4.641902923583984,1,0,10
oldtok_50M,social-relations_1255,social-relations,1255,stranger,romantic partner,indirect,antonym,concept swap,0110,-2,0.10743522644042969,-0.6176948547363281,-0.7251300811767578,1,0,10
oldtok_50M,social-relations_229,social-relations,229,boss,subordinate,indirect,antonym,variable swap,0110,-2,2.5587539672851562,-2.5339584350585938,-5.09271240234375,1,0,10
oldtok_50M,social-relations_990,social-relations,990,parent,child,indirect,antonym,variable swap,0110,-2,0.6476097106933594,-4.0847320556640625,-4.732341766357422,1,0,10
oldtok_50M,social-relations_995,social-relations,995,parent,child,indirect,antonym,variable swap,0110,-2,0.000934600830078125,-0.6762924194335938,-0.6772270202636719,1,0,10
oldtok_50M,social-relations_1016,social-relations,1016,parent,child,indirect,antonym,variable swap,0110,-2,2.584392547607422,-2.0575103759765625,-4.641902923583984,1,0,10
oldtok_50M,social-relations_521,social-relations,521,friend,romantic partner,indirect,other,concept swap,0110,-2,2.56072998046875,-5.873968124389648,-8.434698104858398,1,0,10
oldtok_50M,social-relations_529,social-relations,529,friend,romantic partner,indirect,other,concept swap,0110,-2,2.7087459564208984,-5.42719841003418,-8.135944366455078,1,0,10
oldtok_50M,social-relations_533,social-relations,533,friend,romantic partner,indirect,other,concept swap,0110,-2,2.0441036224365234,-5.786472320556641,-7.830575942993164,1,0,10
oldtok_50M,social-relations_539,social-relations,539,friend,romantic partner,indirect,other,concept swap,0110,-2,-0.7254104614257812,-1.1209335327148438,-0.3955230712890625,0,0,00
oldtok_50M,social-relations_284,social-relations,284,boss,subordinate,indirect,variable swap,concept swap,0110,-2,1.3856353759765625,2.584949493408203,1.1993141174316406,1,1,11
oldtok_50M,social-relations_816,social-relations,816,landlord,tenant,indirect,variable swap,concept swap,0110,-2,8.918071746826172,-0.5994110107421875,-9.51748275756836,1,0,10
oldtok_50M,social-relations_829,social-relations,829,landlord,tenant,indirect,variable swap,concept swap,0110,-2,-0.23828506469726562,-0.3681983947753906,-0.129913330078125,0,0,00
oldtok_50M,social-relations_1087,social-relations,1087,parent,child,indirect,variable swap,concept swap,0110,-2,2.7906951904296875,7.673065185546875,4.8823699951171875,1,1,11
oldtok_50M,social-relations_338,social-relations,338,boss,subordinate,indirect,variable swap,variable swap,0110,-2,1.3856353759765625,2.584949493408203,1.1993141174316406,1,1,11
oldtok_50M,social-relations_387,social-relations,387,boss,subordinate,indirect,variable swap,variable swap,0110,-2,-1.7906112670898438,-3.102691650390625,-1.3120803833007812,0,0,00
oldtok_50M,social-relations_842,social-relations,842,landlord,tenant,indirect,variable swap,variable swap,0110,-2,8.918071746826172,-0.5994110107421875,-9.51748275756836,1,0,10
oldtok_50M,social-relations_844,social-relations,844,landlord,tenant,indirect,variable swap,variable swap,0110,-2,-3.1926193237304688,0.394866943359375,3.5874862670898438,0,1,01
oldtok_50M,social-relations_869,social-relations,869,landlord,tenant,indirect,variable swap,variable swap,0110,-2,-0.23828506469726562,-0.3681983947753906,-0.129913330078125,0,0,00
oldtok_50M,social-relations_1165,social-relations,1165,parent,child,indirect,variable swap,variable swap,0110,-2,2.7906951904296875,7.673065185546875,4.8823699951171875,1,1,11
oldtok_50M,social-relations_1167,social-relations,1167,parent,child,indirect,variable swap,variable swap,0110,-2,-0.6612777709960938,-14.179203033447266,-13.517925262451172,0,0,00
oldtok_50M,social-relations_1519,social-relations,1519,teacher,student,indirect,variable swap,variable swap,0110,-2,-3.1576900482177734,-6.412025451660156,-3.254335403442383,0,0,00
oldtok_50M,social-relations_875,social-relations,875,parent,child,direct,active-passive,concept swap,1110,-1,-1.7281379699707031,-1.5678977966308594,0.16024017333984375,0,0,00
oldtok_50M,social-relations_876,social-relations,876,parent,child,direct,active-passive,concept swap,0100,-1,-2.9696807861328125,-3.4695167541503906,-0.4998359680175781,0,0,00
oldtok_50M,social-relations_882,social-relations,882,parent,child,direct,active-passive,variable swap,0010,-1,-0.8382606506347656,0.4435462951660156,1.2818069458007812,0,1,01
oldtok_50M,social-relations_886,social-relations,886,parent,child,direct,active-passive,variable swap,0010,-1,-2.973979949951172,-5.462680816650391,-2.4887008666992188,0,0,00
oldtok_50M,social-relations_889,social-relations,889,parent,child,direct,active-passive,variable swap,1110,-1,-1.7281379699707031,-1.5678977966308594,0.16024017333984375,0,0,00
oldtok_50M,social-relations_892,social-relations,892,parent,child,direct,active-passive,variable swap,0100,-1,-2.9696807861328125,-3.4695167541503906,-0.4998359680175781,0,0,00
oldtok_50M,social-relations_2,social-relations,2,boss,subordinate,direct,antonym,concept swap,0010,-1,1.3455352783203125,-2.743891716003418,-4.0894269943237305,1,0,10
oldtok_50M,social-relations_4,social-relations,4,boss,subordinate,direct,antonym,concept swap,0010,-1,2.328531265258789,-1.4860038757324219,-3.814535140991211,1,0,10
oldtok_50M,social-relations_7,social-relations,7,boss,subordinate,direct,antonym,concept swap,0111,-1,2.3158302307128906,3.9397926330566406,1.62396240234375,1,1,11
oldtok_50M,social-relations_9,social-relations,9,boss,subordinate,direct,antonym,concept swap,1110,-1,1.7539100646972656,-1.9732818603515625,-3.727191925048828,1,0,10
oldtok_50M,social-relations_10,social-relations,10,boss,subordinate,direct,antonym,concept swap,0010,-1,1.1178607940673828,-1.5481739044189453,-2.666034698486328,1,0,10
oldtok_50M,social-relations_13,social-relations,13,boss,subordinate,direct,antonym,concept swap,1110,-1,1.8442764282226562,-3.47265625,-5.316932678222656,1,0,10
oldtok_50M,social-relations_14,social-relations,14,boss,subordinate,direct,antonym,concept swap,0010,-1,0.9048185348510742,-2.148954391479492,-3.0537729263305664,1,0,10
oldtok_50M,social-relations_464,social-relations,464,friend,enemy,direct,antonym,concept swap,1110,-1,0.7617893218994141,-0.2965126037597656,-1.0583019256591797,1,0,10
oldtok_50M,social-relations_473,social-relations,473,friend,enemy,direct,antonym,concept swap,0010,-1,-2.603504180908203,-1.7136116027832031,0.889892578125,0,0,00
oldtok_50M,social-relations_605,social-relations,605,landlord,tenant,direct,antonym,concept swap,0010,-1,4.071445465087891,1.8571319580078125,-2.214313507080078,1,1,11
oldtok_50M,social-relations_607,social-relations,607,landlord,tenant,direct,antonym,concept swap,0111,-1,0.151336669921875,3.1604766845703125,3.0091400146484375,1,1,11
oldtok_50M,social-relations_608,social-relations,608,landlord,tenant,direct,antonym,concept swap,0010,-1,-1.1597309112548828,-4.2586822509765625,-3.0989513397216797,0,0,00
oldtok_50M,social-relations_615,social-relations,615,landlord,tenant,direct,antonym,concept swap,1110,-1,-1.4823112487792969,2.0370140075683594,3.5193252563476562,0,1,01
oldtok_50M,social-relations_617,social-relations,617,landlord,tenant,direct,antonym,concept swap,0010,-1,2.564220428466797,4.800529479980469,2.236309051513672,1,1,11
oldtok_50M,social-relations_619,social-relations,619,landlord,tenant,direct,antonym,concept swap,0100,-1,1.6834564208984375,1.1436767578125,-0.5397796630859375,1,1,11
oldtok_50M,social-relations_1269,social-relations,1269,teacher,student,direct,antonym,concept swap,1110,-1,4.578346252441406,-0.9539146423339844,-5.532260894775391,1,0,10
oldtok_50M,social-relations_1273,social-relations,1273,teacher,student,direct,antonym,concept swap,0111,-1,0.7955856323242188,0.6474037170410156,-0.14818191528320312,1,1,11
oldtok_50M,social-relations_1275,social-relations,1275,teacher,student,direct,antonym,concept swap,0111,-1,4.729709625244141,0.8913612365722656,-3.838348388671875,1,1,11
oldtok_50M,social-relations_1278,social-relations,1278,teacher,student,direct,antonym,concept swap,0010,-1,2.3378429412841797,-3.3357505798339844,-5.673593521118164,1,0,10
oldtok_50M,social-relations_1285,social-relations,1285,teacher,student,direct,antonym,concept swap,1110,-1,2.5553627014160156,0.12499237060546875,-2.430370330810547,1,1,11
oldtok_50M,social-relations_21,social-relations,21,boss,subordinate,direct,antonym,variable swap,0100,-1,-2.2753982543945312,-1.062570571899414,1.2128276824951172,0,0,00
oldtok_50M,social-relations_24,social-relations,24,boss,subordinate,direct,antonym,variable swap,0010,-1,1.3455352783203125,-2.743891716003418,-4.0894269943237305,1,0,10
oldtok_50M,social-relations_28,social-relations,28,boss,subordinate,direct,antonym,variable swap,0010,-1,2.328531265258789,-1.4860038757324219,-3.814535140991211,1,0,10
oldtok_50M,social-relations_30,social-relations,30,boss,subordinate,direct,antonym,variable swap,0010,-1,-2.2488975524902344,1.1494293212890625,3.398326873779297,0,1,01
oldtok_50M,social-relations_3,social-relations,3,boss,subordinate,direct,antonym,concept swap,1111,0,2.3488807678222656,5.120756149291992,2.7718753814697266,1,1,11
oldtok_50M,social-relations_11,social-relations,11,boss,subordinate,direct,antonym,concept swap,1111,0,0.9107227325439453,3.9488372802734375,3.038114547729492,1,1,11
oldtok_50M,social-relations_19,social-relations,19,boss,subordinate,direct,antonym,concept swap,1111,0,1.0336837768554688,4.849388122558594,3.815704345703125,1,1,11
oldtok_50M,social-relations_27,social-relations,27,boss,subordinate,direct,antonym,variable swap,1111,0,2.3488807678222656,5.120756149291992,2.7718753814697266,1,1,11
oldtok_50M,social-relations_41,social-relations,41,boss,subordinate,direct,antonym,variable swap,1111,0,0.9107227325439453,3.9488372802734375,3.038114547729492,1,1,11
oldtok_50M,social-relations_57,social-relations,57,boss,subordinate,direct,antonym,variable swap,1111,0,1.0336837768554688,4.849388122558594,3.815704345703125,1,1,11
oldtok_50M,social-relations_63,social-relations,63,boss,subordinate,direct,variable swap,concept swap,1111,0,11.797155380249023,17.34363555908203,5.546480178833008,1,1,11
oldtok_50M,social-relations_64,social-relations,64,boss,subordinate,direct,variable swap,concept swap,1111,0,4.367177963256836,7.37078857421875,3.003610610961914,1,1,11
oldtok_50M,social-relations_66,social-relations,66,boss,subordinate,direct,variable swap,concept swap,1111,0,10.924018859863281,9.898275375366211,-1.0257434844970703,1,1,11
oldtok_50M,social-relations_71,social-relations,71,boss,subordinate,direct,variable swap,concept swap,1111,0,10.74844741821289,14.144966125488281,3.3965187072753906,1,1,11
oldtok_50M,social-relations_46,social-relations,46,boss,subordinate,direct,antonym,variable swap,0000,0,-3.44482421875,2.1367225646972656,5.581546783447266,0,1,01
oldtok_50M,social-relations_62,social-relations,62,boss,subordinate,direct,variable swap,concept swap,0000,0,-10.975970268249512,-14.88143539428711,-3.9054651260375977,0,0,00
oldtok_50M,social-relations_65,social-relations,65,boss,subordinate,direct,variable swap,concept swap,0000,0,-1.9724998474121094,-9.267448425292969,-7.294948577880859,0,0,00
oldtok_50M,social-relations_67,social-relations,67,boss,subordinate,direct,variable swap,concept swap,0000,0,-9.510150909423828,-11.429542541503906,-1.9193916320800781,0,0,00
oldtok_50M,social-relations_68,social-relations,68,boss,subordinate,direct,variable swap,concept swap,0000,0,-2.724668502807617,-0.2410125732421875,2.4836559295654297,0,0,00
oldtok_50M,social-relations_70,social-relations,70,boss,subordinate,direct,variable swap,concept swap,0000,0,-8.228195190429688,-11.153428077697754,-2.9252328872680664,0,0,00
oldtok_50M,social-relations_75,social-relations,75,boss,subordinate,direct,variable swap,concept swap,0000,0,-13.303817749023438,-15.378231048583984,-2.074413299560547,0,0,00
oldtok_50M,social-relations_79,social-relations,79,boss,subordinate,direct,variable swap,concept swap,0000,0,-11.335979461669922,-13.550724029541016,-2.2147445678710938,0,0,00
oldtok_50M,social-relations_83,social-relations,83,boss,subordinate,direct,variable swap,concept swap,0000,0,-22.88143539428711,-17.59708023071289,5.284355163574219,0,0,00
oldtok_50M,social-relations_86,social-relations,86,boss,subordinate,direct,variable swap,concept swap,0000,0,-20.473864555358887,-17.442753791809082,3.0311107635498047,0,0,00
oldtok_50M,agent-properties_4,agent-properties,4,believe,doubt,direct,antonym,concept swap,1111,0,1.920602798461914,-1.6483211517333984,-3.5689239501953125,1,0,10
oldtok_50M,agent-properties_12,agent-properties,12,believe,doubt,indirect,antonym,concept swap,1111,0,4.725866317749023,2.281879425048828,-2.4439868927001953,1,1,11
oldtok_50M,agent-properties_18,agent-properties,18,believe,doubt,indirect,antonym,concept swap,1111,0,4.117246627807617,1.9336414337158203,-2.183605194091797,1,1,11
oldtok_50M,agent-properties_21,agent-properties,21,believe,doubt,indirect,antonym,concept swap,1111,0,3.8665695190429688,2.7513160705566406,-1.1152534484863281,1,1,11
oldtok_50M,agent-properties_30,agent-properties,30,believe,doubt,indirect,antonym,concept swap,1111,0,3.8456497192382812,1.0803470611572266,-2.7653026580810547,1,1,11
oldtok_50M,agent-properties_33,agent-properties,33,believe,doubt,indirect,antonym,concept swap,1111,0,3.532299041748047,0.7207565307617188,-2.811542510986328,1,1,11
oldtok_50M,agent-properties_34,agent-properties,34,believe,doubt,indirect,antonym,concept swap,1111,0,4.066007614135742,1.832021713256836,-2.2339859008789062,1,1,11
oldtok_50M,agent-properties_39,agent-properties,39,believe,doubt,indirect,antonym,concept swap,1111,0,0.31182098388671875,-0.04906654357910156,-0.3608875274658203,1,0,10
oldtok_50M,agent-properties_44,agent-properties,44,believe,doubt,indirect,antonym,concept swap,1111,0,3.535909652709961,1.6298885345458984,-1.9060211181640625,1,1,11
oldtok_50M,agent-properties_50,agent-properties,50,believe,doubt,indirect,antonym,concept swap,1111,0,3.4261341094970703,1.6633472442626953,-1.762786865234375,1,1,11
oldtok_50M,agent-properties_54,agent-properties,54,believe,doubt,indirect,antonym,concept swap,1111,0,3.20855712890625,2.5512447357177734,-0.6573123931884766,1,1,11
oldtok_50M,agent-properties_56,agent-properties,56,believe,doubt,indirect,antonym,concept swap,1111,0,4.453178405761719,1.7121868133544922,-2.7409915924072266,1,1,11
oldtok_50M,agent-properties_65,agent-properties,65,believe,doubt,indirect,antonym,concept swap,1111,0,4.0965423583984375,2.3356666564941406,-1.7608757019042969,1,1,11
oldtok_50M,agent-properties_66,agent-properties,66,believe,doubt,indirect,antonym,concept swap,1111,0,4.615167617797852,2.7552146911621094,-1.8599529266357422,1,1,11
oldtok_50M,agent-properties_71,agent-properties,71,believe,doubt,indirect,negation,concept swap,1111,0,-0.5497970581054688,2.308826446533203,2.858623504638672,0,1,01
oldtok_50M,agent-properties_3,agent-properties,3,believe,doubt,direct,antonym,concept swap,0000,0,0.7926216125488281,2.3839073181152344,1.5912857055664062,1,1,11
oldtok_50M,agent-properties_13,agent-properties,13,believe,doubt,indirect,antonym,concept swap,0000,0,-4.2974395751953125,-2.703460693359375,1.5939788818359375,0,0,00
oldtok_50M,agent-properties_19,agent-properties,19,believe,doubt,indirect,antonym,concept swap,0000,0,-3.6849098205566406,-2.367504119873047,1.3174057006835938,0,0,00
oldtok_50M,agent-properties_20,agent-properties,20,believe,doubt,indirect,antonym,concept swap,0000,0,-4.634275436401367,-2.3492164611816406,2.2850589752197266,0,0,00
oldtok_50M,agent-properties_25,agent-properties,25,believe,doubt,indirect,antonym,concept swap,0000,0,-4.170297622680664,-1.0175113677978516,3.1527862548828125,0,0,00
oldtok_50M,agent-properties_31,agent-properties,31,believe,doubt,indirect,antonym,concept swap,0000,0,-3.284177780151367,-0.522918701171875,2.761259078979492,0,0,00
oldtok_50M,agent-properties_32,agent-properties,32,believe,doubt,indirect,antonym,concept swap,0000,0,-4.422478675842285,-1.727996826171875,2.69448184967041,0,0,00
oldtok_50M,agent-properties_35,agent-properties,35,believe,doubt,indirect,antonym,concept swap,0000,0,-3.775615692138672,-2.8317031860351562,0.9439125061035156,0,0,00
oldtok_50M,agent-properties_41,agent-properties,41,believe,doubt,indirect,antonym,concept swap,0000,0,-3.2751846313476562,-2.0888214111328125,1.1863632202148438,0,0,00
oldtok_50M,agent-properties_42,agent-properties,42,believe,doubt,indirect,antonym,concept swap,0000,0,-4.191486358642578,-1.9602985382080078,2.2311878204345703,0,0,00
oldtok_50M,agent-properties_45,agent-properties,45,believe,doubt,indirect,antonym,concept swap,0000,0,-3.451648712158203,-1.3863983154296875,2.0652503967285156,0,0,00
oldtok_50M,agent-properties_52,agent-properties,52,believe,doubt,indirect,antonym,concept swap,0000,0,-4.277040481567383,-2.0270462036132812,2.2499942779541016,0,0,00
