binary_delta,checkpoint,domain,dose_name,family,interaction_delta_view_minus_repeat,margin_delta_view_minus_repeat,numops,repeat_correct,repeat_interaction,repeat_margin,split,uid,view_correct,view_interaction,view_margin,words,source_csv
0.0,chck_80M,,dose1,Entity,,-2.4569690749049187,4,True,,6.090478874742985,regular,regular_4_ops_143,True,,3.633509799838066,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-5.961632343940437,4,True,,6.3615379352122545,regular,regular_4_ops_16,True,,0.3999055912718177,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-4.064532841090113,4,True,,5.231318882200867,regular,regular_4_ops_300,True,,1.166786041110754,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-0.9774494040757418,5,False,,-1.960895812138915,regular,regular_5_ops_18,False,,-2.938345216214657,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,2.25913754850626,5,False,,-7.682003535330296,regular,regular_5_ops_75,False,,-5.422865986824036,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-1.4975658602779731,5,False,,-4.497601089649834,regular,regular_5_ops_82,False,,-5.995166949927807,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-0.9431283250451088,5,False,,-3.5712691843509674,regular,regular_5_ops_86,False,,-4.514397509396076,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
1.0,chck_80M,,dose1,Entity,,2.831746466457844,5,False,,-1.052190162241459,regular,regular_5_ops_93,True,,1.7795563042163849,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,-4.303803154733032,0,False,,-3.317713907454163,ambiref,ambiref_0_ops_101,False,,-7.621517062187195,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,3.7968781027011573,0,False,,-18.99983281409368,ambiref,ambiref_0_ops_11,False,,-15.202954711392522,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,-3.888053893111646,0,False,,-11.649428731761873,ambiref,ambiref_0_ops_175,False,,-15.537482624873519,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,3.2614763462916017,0,True,,0.39162193424999714,ambiref,ambiref_0_ops_227,True,,3.653098280541599,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,-0.18447710759937763,0,False,,-2.3110344214364886,ambiref,ambiref_0_ops_491,False,,-2.4955115290358663,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,9.882316610775888,1,False,,-30.191834931261837,ambiref,ambiref_1_ops_18,False,,-20.30951832048595,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,-8.018589098239318,1,False,,-20.988824451807886,ambiref,ambiref_1_ops_240,False,,-29.007413550047204,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
-1.0,chck_80M,,dose1p82,Entity,,-1.2687705419957638,1,True,,0.9380229972302914,ambiref,ambiref_1_ops_283,False,,-0.3307475447654724,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,-4.597083763452247,1,True,,8.491255291970447,ambiref,ambiref_1_ops_5,True,,3.8941715285182,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,6.709958358784206,1,False,,-14.413148664985783,ambiref,ambiref_1_ops_52,False,,-7.703190306201577,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,0.013623553328216076,2,False,,-5.950403603725135,ambiref,ambiref_2_ops_0,False,,-5.936780050396919,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,3.224327208008617,2,False,,-8.610541698522866,ambiref,ambiref_2_ops_118,False,,-5.386214490514249,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
1.0,chck_80M,,dose1p82,Entity,,5.317267524078488,2,False,,-3.728043721988797,ambiref,ambiref_2_ops_298,True,,1.5892238020896912,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,-0.49594645760953426,2,False,,-6.195545883849263,ambiref,ambiref_2_ops_312,False,,-6.6914923414587975,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1p82,Entity,,6.638654148206115,2,False,,-27.979804618284106,ambiref,ambiref_2_ops_321,False,,-21.34115047007799,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
