family,dose_name,rho,window,subgroup,n,margin_mean,margin_median,margin_stdev,frac_margin_positive,binary_delta_mean,frac_binary_positive,checkpoint_count,mean_of_checkpoint_means,checkpoints
EWoK,dose2p64,0.111872,common10_80,domain_social-relations,40,0.6772761481057387,0.1916447877883911,1.9546073472597651,0.6,0.2,0.225,8,0.6772761481057387,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
EWoK,dose2p64,0.111872,common10_80,domain_spatial-relations,40,0.572321641016606,-0.12171621108427644,4.4869578268301655,0.425,0.175,0.25,8,0.572321641016606,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
EWoK,dose2p64,0.111872,early10_40,all,220,0.09864591984977861,-0.0011873580515384674,2.9444074490976817,0.5,0.022727272727272728,0.2,4,0.09864591984977861,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_agent-properties,20,-0.4376816370408051,-0.007902670418843627,5.059059451484937,0.5,-0.1,0.1,4,-0.43768163704080515,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_material-dynamics,20,0.19644277533516288,-0.4342457056045532,2.5573363894427326,0.35,0.2,0.25,4,0.19644277533516286,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_material-properties,20,0.24717877821531148,0.08533699996769428,1.0900140469069834,0.6,0.05,0.2,4,0.24717877821531145,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_physical-dynamics,20,0.8410324121126905,0.7417541570030153,1.3233184657172385,0.75,0.25,0.4,4,0.8410324121126904,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_physical-interactions,20,-0.9449965944048018,0.08344469964504242,3.9597533008826327,0.5,-0.1,0.05,4,-0.9449965944048017,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_physical-relations,20,1.0613332081178668,0.08096367120742798,4.1462254778341086,0.5,0.1,0.3,4,1.0613332081178668,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_quantitative-properties,20,-0.12181739276275039,0.047343358397483826,1.4762511075661346,0.55,0.0,0.2,4,-0.12181739276275039,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_social-interactions,20,-0.023448549129534514,-0.25070852041244507,2.006645153583052,0.2,-0.4,0.05,4,-0.023448549129534514,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_social-properties,20,0.12161294026300311,-0.22736990451812744,1.8657406316356893,0.45,-0.05,0.25,4,0.12161294026300312,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_social-relations,20,0.9232817927841097,0.13353148847818375,2.251992230428084,0.6,0.1,0.15,4,0.9232817927841097,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,early10_40,domain_spatial-relations,20,-0.7778326151426882,-0.017850216943770647,2.8746576787331017,0.5,0.2,0.25,4,-0.7778326151426882,chck_10M;chck_20M;chck_30M;chck_40M
EWoK,dose2p64,0.111872,endpoint80,all,55,-0.29596345308289695,0.1289599807932973,3.2283599468964583,0.5272727272727272,0.07272727272727272,0.18181818181818182,1,-0.29596345308289695,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_agent-properties,5,-1.0075965341180564,-0.42374290246516466,3.6180249718358284,0.4,0.0,0.0,1,-1.0075965341180564,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_material-dynamics,5,0.4101461751386523,0.3192710876464844,0.7517839066927825,0.8,0.0,0.0,1,0.4101461751386523,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_material-properties,5,-0.5356748607009649,-0.26247891783714294,1.3280753707984103,0.4,0.0,0.2,1,-0.5356748607009649,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_physical-dynamics,5,-1.0954415838699787,1.6521188688930124,4.78673547926589,0.6,0.0,0.2,1,-1.0954415838699787,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_physical-interactions,5,-0.011439011059701442,0.21308919042348862,1.757410410484292,0.8,0.4,0.4,1,-0.011439011059701442,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_physical-relations,5,-1.873471922520548,0.9815254905261099,4.945627875535763,0.6,0.4,0.4,1,-1.873471922520548,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_quantitative-properties,5,-0.8128385024145246,-0.35500373132526875,3.031186706191611,0.4,-0.2,0.4,1,-0.8128385024145246,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_social-interactions,5,-0.48706364664249124,0.3668060938362032,1.608263689058549,0.6,0.0,0.0,1,-0.48706364664249124,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_social-properties,5,-0.6355690941214561,-0.8230853080749512,2.4681471920541815,0.2,0.0,0.0,1,-0.6355690941214561,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_social-relations,5,0.670863747317344,0.4895048141479492,1.1713390975127917,0.6,0.2,0.2,1,0.670863747317344,chck_80M
EWoK,dose2p64,0.111872,endpoint80,domain_spatial-relations,5,2.122487249079859,-0.22679130561300553,4.248949231534635,0.4,0.0,0.2,1,2.122487249079859,chck_80M
EWoK,dose2p64,0.111872,late70_80,all,110,-0.32086939506407364,0.15555787133052945,3.1980827378054655,0.5454545454545454,0.045454545454545456,0.16363636363636364,2,-0.32086939506407364,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_agent-properties,10,-1.2464453088119627,-1.1180185666307807,3.5396247956364038,0.4,0.0,0.0,2,-1.2464453088119627,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_material-dynamics,10,0.5194149712799117,0.3226890563964844,1.4689105126655257,0.7,0.0,0.1,2,0.5194149712799117,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_material-properties,10,-0.46268736366182567,-0.040161577984690666,1.1897095894347327,0.5,-0.1,0.1,2,-0.46268736366182567,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_physical-dynamics,10,-1.2926967263338156,1.0572111358051188,4.61595930729136,0.6,0.0,0.2,2,-1.2926967263338156,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_physical-interactions,10,-0.02459542048163712,0.17102458560839295,1.744552374839352,0.7,0.3,0.3,2,-0.024595420481637122,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_physical-relations,10,-1.6331494359415957,0.3718937613302842,4.3317682435916485,0.6,0.2,0.2,2,-1.6331494359415957,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_quantitative-properties,10,-1.069703517947346,-0.4289749274030328,2.905772952679375,0.4,-0.3,0.2,2,-1.069703517947346,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_social-interactions,10,-0.14706979561597108,0.5264240727992728,1.8056980324533445,0.6,0.0,0.2,2,-0.1470697956159711,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_social-properties,10,-0.9784737308975309,-0.8740523755550385,3.641711587169809,0.3,0.0,0.0,2,-0.9784737308975309,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_social-relations,10,0.8190114259952679,0.6728449976071715,0.920965338051209,0.8,0.2,0.2,2,0.8190114259952679,chck_70M;chck_80M
EWoK,dose2p64,0.111872,late70_80,domain_spatial-relations,10,1.9868315567116952,-0.17604037998535205,3.9355497759161824,0.4,0.2,0.3,2,1.9868315567116952,chck_70M;chck_80M
EWoK,dose2p64,0.111872,mid50_60,all,110,0.1597029440189627,-0.10905836476013064,3.3155263119534846,0.5,0.05454545454545454,0.19090909090909092,2,0.1597029440189627,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_agent-properties,10,1.3419995293719693,1.5679625407792628,3.5664042586729643,0.8,0.1,0.1,2,1.3419995293719693,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_material-dynamics,10,-0.524776304885745,0.19295406341552734,2.426867047248524,0.6,0.1,0.2,2,-0.524776304885745,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_material-properties,10,0.04691288769245148,0.23235909268260002,0.8084606734436913,0.6,0.2,0.3,2,0.04691288769245147,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_physical-dynamics,10,-0.9462606378830969,-0.15509243123233318,2.297019662051224,0.5,-0.3,0.0,2,-0.9462606378830969,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_physical-interactions,10,-0.25916510582901536,-1.123822537716478,3.457302179626511,0.3,-0.2,0.1,2,-0.25916510582901536,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_physical-relations,10,-0.477672630129382,0.22397618391551077,3.695341462944597,0.6,0.1,0.1,2,-0.47767263012938205,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_quantitative-properties,10,-0.9020951104350388,-1.309352032840252,1.4316595877101974,0.3,-0.1,0.3,2,-0.9020951104350388,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_social-interactions,10,0.13229500744491815,-0.4200074216350913,2.6324646760579937,0.5,0.1,0.3,2,0.13229500744491818,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_social-properties,10,1.4438449303619563,0.3753674328327179,2.733199144989088,0.6,0.1,0.1,2,1.4438449303619563,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_social-relations,10,0.043529580859467384,-0.38156924000941217,1.935996696075857,0.4,0.4,0.4,2,0.0435295808594674,chck_50M;chck_60M
EWoK,dose2p64,0.111872,mid50_60,domain_spatial-relations,10,1.8581202376401051,-0.4545038649812341,6.419918007028504,0.3,0.1,0.2,2,1.8581202376401054,chck_50M;chck_60M
Entity,dose1,0.042352,common10_80,all,720,0.41970409638605716,-0.04017227387521416,4.543712293813702,0.49583333333333335,-0.030555555555555555,0.08194444444444444,8,0.41970409638605716,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,nonzero_ops,600,0.5905511553377922,0.03669625148177147,4.612657080114688,0.5066666666666667,-0.02,0.09,8,0.5905511553377922,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,numops_1,120,0.6125988552890097,0.22851089388132095,5.097580212043188,0.55,-0.125,0.05,8,0.6125988552890097,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,numops_2,120,0.5748003320477437,0.7293296947609633,3.8948352108668876,0.575,0.025,0.06666666666666667,8,0.5748003320477437,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,numops_3,120,0.9002207988494775,-0.19105282425880432,4.664930589194413,0.48333333333333334,-0.008333333333333333,0.10833333333333334,8,0.9002207988494774,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,numops_4,120,-0.07696580816603577,-0.5753201805055141,4.128517603530928,0.4,-0.008333333333333333,0.09166666666666666,8,-0.07696580816603574,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,numops_5,120,0.9421015986687659,0.13952621817588806,5.075030075041905,0.525,0.016666666666666666,0.13333333333333333,8,0.942101598668766,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_ambiref,240,0.36824414785660337,0.19583703577518463,4.315377775081577,0.5333333333333333,-0.0375,0.07083333333333333,8,0.3682441478566034,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_ambiref_nonzero_ops,200,0.28096786300768145,0.08775975182652473,4.391737105353387,0.525,-0.05,0.075,8,0.28096786300768145,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_ambiref_zero_ops,40,0.804625572101213,1.4538404047489166,3.88196130073556,0.575,0.025,0.05,8,0.804625572101213,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_move_contents,240,1.2484805680180822,0.2660412397235632,5.4141566710287465,0.5375,0.004166666666666667,0.10416666666666667,8,1.2484805680180822,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_move_contents_nonzero_ops,200,1.8009825972246472,0.6927952766418457,5.452621840515736,0.575,0.025,0.11,8,1.8009825972246472,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_move_contents_zero_ops,40,-1.5140295780147426,-1.5615931581705809,4.2503382575982425,0.35,-0.1,0.075,8,-1.5140295780147426,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_regular,240,-0.35761242671651416,-0.36431096494197845,3.564638394483578,0.4166666666666667,-0.058333333333333334,0.07083333333333333,8,-0.35761242671651416,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_regular_nonzero_ops,200,-0.310296994218952,-0.3138040555641055,3.5268772021480244,0.42,-0.035,0.085,8,-0.310296994218952,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,split_regular_zero_ops,40,-0.5941895892043249,-0.7646681282785721,3.7387704932007333,0.4,-0.175,0.0,8,-0.5941895892043249,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,common10_80,zero_ops,120,-0.43453119837261817,-0.627185732126236,4.0759342773759375,0.44166666666666665,-0.08333333333333333,0.041666666666666664,8,-0.4345311983726181,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1,0.042352,early10_40,all,360,-0.16329320748077913,-0.1878680121153593,3.6013940803206053,0.46944444444444444,-0.05555555555555555,0.058333333333333334,4,-0.1632932074807791,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,nonzero_ops,300,-0.05653087650580953,-0.11544078309088945,3.6123347128358883,0.48,-0.056666666666666664,0.06666666666666667,4,-0.056530876505809485,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,numops_1,60,-0.4665220871257285,0.17973066121339798,4.018815773104083,0.5333333333333333,-0.18333333333333332,0.016666666666666666,4,-0.46652208712572857,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,numops_2,60,-0.26007005193581184,-0.07206041365861893,3.321236801927583,0.48333333333333334,0.016666666666666666,0.06666666666666667,4,-0.26007005193581184,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,numops_3,60,-0.2610462297607834,-0.43232904374599457,2.9772700891724115,0.4166666666666667,-0.06666666666666667,0.06666666666666667,4,-0.2610462297607834,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,numops_4,60,-0.02174052990352114,-0.14661888498812914,3.8099967924044638,0.43333333333333335,-0.016666666666666666,0.1,4,-0.021740529903521155,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,numops_5,60,0.7267245161967973,0.038099586963653564,3.7171301613344983,0.5333333333333333,-0.03333333333333333,0.08333333333333333,4,0.7267245161967973,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_ambiref,120,-0.3469428056307758,-0.25882579386234283,3.988440088752324,0.49166666666666664,-0.058333333333333334,0.05,4,-0.3469428056307758,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_ambiref_nonzero_ops,100,-0.345688539580442,-0.31314297020435333,4.04041196778335,0.49,-0.08,0.05,4,-0.34568853958044204,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_ambiref_zero_ops,20,-0.35321413588244466,0.11914364993572235,3.717692094144634,0.5,0.05,0.05,4,-0.3532141358824447,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_move_contents,120,0.12805633544145772,0.036323389038443565,3.6517591150343836,0.5083333333333333,-0.05,0.05,4,0.1280563354414577,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_move_contents_nonzero_ops,100,0.455732527365908,0.0665554329752922,3.6242103282355806,0.54,-0.05,0.06,4,0.45573252736590797,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_move_contents_zero_ops,20,-1.5103246241807937,-0.6113397181034088,3.334128774710072,0.35,-0.05,0.0,4,-1.5103246241807937,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_regular,120,-0.2709931522530193,-0.26368632912635803,3.08818846256765,0.4083333333333333,-0.058333333333333334,0.075,4,-0.27099315225301934,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_regular_nonzero_ops,100,-0.2796366173028946,-0.20838181860744953,3.048155957188445,0.41,-0.04,0.09,4,-0.2796366173028946,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,split_regular_zero_ops,20,-0.2277758270036429,-0.7292074039578438,3.280690918184248,0.4,-0.15,0.0,4,-0.22777582700364293,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,early10_40,zero_ops,60,-0.6971048623556271,-0.509157121181488,3.497639158540775,0.4166666666666667,-0.05,0.016666666666666666,4,-0.6971048623556271,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1,0.042352,endpoint80,all,90,0.867337383302058,0.36170252662850544,5.007295395007036,0.5111111111111111,-0.022222222222222223,0.1111111111111111,1,0.867337383302058,chck_80M
Entity,dose1,0.042352,endpoint80,nonzero_ops,75,1.0753829702874647,0.062245676293969154,5.016704387355141,0.5066666666666667,0.0,0.12,1,1.0753829702874647,chck_80M
Entity,dose1,0.042352,endpoint80,numops_1,15,1.457987224194221,1.0947266817092896,5.805556240852276,0.5333333333333333,-0.06666666666666667,0.13333333333333333,1,1.457987224194221,chck_80M
Entity,dose1,0.042352,endpoint80,numops_2,15,2.0645815832229952,2.6680998262017965,3.742479397349633,0.7333333333333333,0.06666666666666667,0.06666666666666667,1,2.0645815832229952,chck_80M
Entity,dose1,0.042352,endpoint80,numops_3,15,1.8744589606765658,-0.3553821612149477,5.65096104198861,0.4666666666666667,-0.06666666666666667,0.13333333333333333,1,1.8744589606765658,chck_80M
Entity,dose1,0.042352,endpoint80,numops_4,15,-1.3016056496339539,-2.4569690749049187,4.7062935828112336,0.3333333333333333,-0.13333333333333333,0.06666666666666667,1,-1.3016056496339539,chck_80M
Entity,dose1,0.042352,endpoint80,numops_5,15,1.2814927329774946,-0.9431283250451088,4.0727681957979875,0.4666666666666667,0.2,0.2,1,1.2814927329774946,chck_80M
Entity,dose1,0.042352,endpoint80,split_ambiref,30,1.7117746141855605,1.9847587902331725,4.718474186348378,0.6,0.06666666666666667,0.16666666666666666,1,1.7117746141855605,chck_80M
Entity,dose1,0.042352,endpoint80,split_ambiref_nonzero_ops,25,1.262917629913427,0.8433736637234688,4.814248623203342,0.56,0.04,0.16,1,1.262917629913427,chck_80M
Entity,dose1,0.042352,endpoint80,split_ambiref_zero_ops,5,3.9560595355462285,3.2086001560091972,3.4139222433212133,0.8,0.2,0.2,1,3.9560595355462285,chck_80M
Entity,dose1,0.042352,endpoint80,split_move_contents,30,1.5393189285416156,1.2443514661863446,6.321829782164382,0.5666666666666667,0.0,0.13333333333333333,1,1.5393189285416156,chck_80M
Entity,dose1,0.042352,endpoint80,split_move_contents_nonzero_ops,25,2.6222755605122074,2.6680998262017965,6.0597332715440695,0.6,0.08,0.16,1,2.6222755605122074,chck_80M
Entity,dose1,0.042352,endpoint80,split_move_contents_zero_ops,5,-3.8754642313113434,-7.20380693837069,4.583394174059195,0.4,-0.4,0.0,1,-3.8754642313113434,chck_80M
Entity,dose1,0.042352,endpoint80,split_regular,30,-0.6490813928210021,-1.0000830003991723,3.0863136162833715,0.36666666666666664,-0.13333333333333333,0.03333333333333333,1,-0.6490813928210021,chck_80M
Entity,dose1,0.042352,endpoint80,split_regular_nonzero_ops,25,-0.6590442795632407,-1.0227165967226028,3.1887815514352136,0.36,-0.12,0.04,1,-0.6590442795632407,chck_80M
Entity,dose1,0.042352,endpoint80,split_regular_zero_ops,5,-0.5992669591098092,-0.7180413134628907,2.511448534432244,0.4,-0.2,0.0,1,-0.5992669591098092,chck_80M
Entity,dose1,0.042352,endpoint80,zero_ops,15,-0.17289055162497485,0.6611593769630417,4.827311829443726,0.5333333333333333,-0.13333333333333333,0.06666666666666667,1,-0.17289055162497485,chck_80M
Entity,dose1,0.042352,late70_80,all,180,0.7982352649033095,0.36170252662850544,4.910525465841595,0.5111111111111111,-0.016666666666666666,0.1,2,0.7982352649033095,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,nonzero_ops,150,1.127268591428486,0.8653213551442605,4.869347064150573,0.5333333333333333,0.013333333333333334,0.10666666666666667,2,1.1272685914284861,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,numops_1,30,1.3999867049550327,-0.5276290798792616,5.615696669993902,0.4666666666666667,-0.06666666666666667,0.1,2,1.3999867049550327,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,numops_2,30,2.035000307733814,2.4143404744099826,3.429450127684452,0.7666666666666667,0.06666666666666667,0.06666666666666667,2,2.0350003077338137,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,numops_3,30,1.6565386982595858,0.7016910156235099,5.144461573239706,0.5,0.0,0.13333333333333333,2,1.656538698259586,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,numops_4,30,-0.6541420327189068,-1.2044114705640823,4.310996626471041,0.4,-0.03333333333333333,0.06666666666666667,2,-0.6541420327189067,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,numops_5,30,1.1989592789129044,1.0483730605337769,5.084123114697813,0.5333333333333333,0.1,0.16666666666666666,2,1.1989592789129042,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_ambiref,60,0.9548690144651725,0.3961049464996904,4.274006654729983,0.5333333333333333,0.0,0.1,2,0.9548690144651725,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_ambiref_nonzero_ops,50,0.6582300083129666,0.04320279788225889,4.266964265667051,0.52,-0.02,0.1,2,0.6582300083129667,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_ambiref_zero_ops,10,2.4380640452262012,2.764472527196631,3.990994373151916,0.6,0.1,0.1,2,2.4380640452262017,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_move_contents,60,1.7555052923737093,1.2443514661863446,6.1765148554685965,0.55,0.03333333333333333,0.15,2,1.7555052923737093,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_move_contents_nonzero_ops,50,2.6833380116475745,2.9199737841263413,5.97803920077843,0.58,0.1,0.16,2,2.6833380116475745,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_move_contents_zero_ops,10,-2.8836583039956167,-4.830043294583447,4.938121553796896,0.4,-0.3,0.1,2,-2.8836583039956167,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_regular,60,-0.3156685121289532,-0.8305848192539997,3.706970561800334,0.45,-0.08333333333333333,0.05,2,-0.3156685121289532,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_regular_nonzero_ops,50,0.04023775432491675,0.22763230372220278,3.6557763182566556,0.5,-0.04,0.06,2,0.04023775432491672,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,split_regular_zero_ops,10,-2.095199844398303,-1.2399475913261995,3.4389248197162985,0.2,-0.3,0.0,2,-2.095199844398303,chck_70M;chck_80M
Entity,dose1,0.042352,late70_80,zero_ops,30,-0.8469313677225727,-1.1344637919100933,4.783196635032598,0.4,-0.16666666666666666,0.06666666666666667,2,-0.8469313677225727,chck_70M;chck_80M
Entity,dose1,0.042352,mid50_60,all,180,1.2071675356024774,0.5718533433973789,5.5753735673339495,0.5333333333333333,0.005555555555555556,0.1111111111111111,2,1.2071675356024771,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,nonzero_ops,150,1.347997782934302,0.5718533433973789,5.796441585742737,0.5333333333333333,0.02,0.12,2,1.3479977829343017,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,numops_1,30,1.983452890452463,0.8389582610689104,5.939298116691433,0.6666666666666666,-0.06666666666666667,0.06666666666666667,2,1.983452890452463,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,numops_2,30,0.7843411243287847,1.1518516391515732,4.825608861405342,0.5666666666666667,0.0,0.06666666666666667,2,0.7843411243287848,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,numops_3,30,2.4664369566598907,2.288756518624723,6.093473420002458,0.6,0.1,0.16666666666666666,2,2.4664369566598907,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,numops_4,30,0.38975985986180606,-0.8514590320410207,4.4726639125745,0.3333333333333333,0.03333333333333333,0.1,2,0.3897598598618061,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,numops_5,30,1.1159980833685645,0.10044774319976568,7.025119892337063,0.5,0.03333333333333333,0.2,2,1.1159980833685648,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_ambiref,60,1.2119931882227926,1.3385341125540435,4.725301457552008,0.6166666666666667,-0.03333333333333333,0.08333333333333333,2,1.2119931882227926,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_ambiref_nonzero_ops,50,1.1570185228786432,0.7821819968521595,4.959575531041696,0.6,-0.02,0.1,2,1.1570185228786432,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_ambiref_zero_ops,10,1.48686651494354,2.4978118781000376,3.3004892869134053,0.7,-0.1,0.0,2,1.48686651494354,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_move_contents,60,2.982304308815704,2.112713364418596,6.830697259308997,0.5833333333333334,0.08333333333333333,0.16666666666666666,2,2.9823043088157037,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_move_contents_nonzero_ops,50,3.609127322519198,2.5036569060757756,7.017852386889629,0.64,0.1,0.16,2,3.609127322519198,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_move_contents_zero_ops,10,-0.15181075970176608,-2.0749592384090647,4.681033748423139,0.3,0.0,0.2,2,-0.15181075970176608,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_regular,60,-0.5727948902310648,-0.9781843880191445,4.236516522449474,0.4,-0.03333333333333333,0.08333333333333333,2,-0.5727948902310649,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,split_regular_nonzero_ops,50,-0.7221524965949356,-1.0754494098946452,4.184956576371318,0.36,-0.02,0.1,2,-0.7221524965949356,chck_50M;chck_60M
