model,global_index,domain,local_index,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,legal40_depth_both_wrong_flag,all_legal_wrong_flag,legal40_correct_flag,depth_correct_flag,s11_sum,s21_sum,s12_sum,s22_sum,s11_mean,s21_mean,s12_mean,s22_mean,p1_sum,p2_sum,p1_mean,p2_mean,t1_tokens,t2_tokens,official_margin_t1_sum,official_margin_t2_sum,within_context_margin_c1_sum,within_context_margin_c2_sum,interaction_sum,official_margin_t1_mean,official_margin_t2_mean,within_context_margin_c1_mean,within_context_margin_c2_mean,interaction_mean,pmi_official_margin_t1_sum,pmi_official_margin_t2_sum,pmi_within_context_margin_c1_sum,pmi_within_context_margin_c2_sum,pmi_interaction_sum,saved_depth_correct_flag,official_t1_sign_matches_saved,saved_legal40_correct_flag
legal40_depth_12x384_43022,3162,physical-dynamics,12,indirect,antonym,concept swap,accelerate,slow down,False,False,True,True,-14.107979642227292,-14.44081454910338,-14.163768269121647,-14.592414671555161,-2.8215959284454586,-2.888162909820676,-2.3606280448536077,-2.4320691119258604,-72.53023099899292,-73.50667750835419,-10.361461571284703,-9.188334688544273,5,6,0.3328349068760872,-0.4286464024335146,0.05578862689435482,-0.15160012245178223,-0.0958114955574274,0.06656698137521744,-0.07144106707225273,-0.4609678835918509,0.45609379789481563,-0.004874085697034403,0.3328349068760872,-0.4286464024335146,-0.9206578824669123,0.8248463869094849,-0.0958114955574274,True,True,
legal40_depth_12x384_43022,3164,physical-dynamics,14,indirect,antonym,concept swap,accelerate,slow down,False,False,True,True,-13.212956266477704,-13.56243878789246,-14.745623165741563,-15.348484326153994,-2.642591253295541,-2.7124877575784923,-2.4576038609569273,-2.5580807210256657,-68.76050263643265,-69.97624439001083,-9.822928948061806,-8.747030548751354,5,6,0.3494825214147568,-0.6028611604124308,1.5326668992638588,-1.7860455382615328,-0.253378638997674,0.06989650428295135,-0.10047686006873846,-0.1849873923386136,0.1544070365528265,-0.030580355785787106,0.3494825214147568,-0.6028611604124308,0.31692514568567276,-0.5703037846833467,-0.253378638997674,True,True,
legal40_depth_12x384_43022,3160,physical-dynamics,10,indirect,antonym,concept swap,accelerate,slow down,False,False,True,False,-13.12146781384945,-13.03169022873044,-14.551892640069127,-14.998747248202562,-2.62429356276989,-2.606338045746088,-2.4253154400115213,-2.4997912080337605,-65.1336567401886,-72.17097854614258,-9.304808105741229,-9.021372318267822,5,6,-0.08977758511900902,-0.44685460813343525,1.430424826219678,-1.9670570194721222,-0.5366321932524443,-0.01795551702380216,-0.07447576802223921,-0.19897812275836868,0.10654683771232731,-0.09243128504604137,-0.08977758511900902,-0.44685460813343525,-5.606896979734302,5.070264786481857,-0.5366321932524443,False,True,
legal40_depth_12x384_43022,3168,physical-dynamics,18,indirect,antonym,concept swap,accelerate,slow down,False,False,True,False,-13.131177959032357,-13.06774653121829,-13.861866679508239,-13.970887734554708,-2.6262355918064713,-2.613549306243658,-2.310311113251373,-2.3284812890924513,-61.41910243034363,-66.46829009056091,-8.77415749004909,-8.308536261320114,5,6,-0.06343142781406641,-0.10902105504646897,0.7306887204758823,-0.9031412033364177,-0.17245248286053538,-0.01268628556281337,-0.018170175841078162,-0.3159244785550981,0.28506801715120655,-0.030856461403891977,-0.06343142781406641,-0.10902105504646897,-4.318498939741403,4.1460464568808675,-0.17245248286053538,False,True,
legal40_depth_12x384_43022,3151,physical-dynamics,1,direct,antonym,concept swap,accelerate,slow down,False,False,False,True,-15.465537816286087,-15.79975539073348,-11.734874237328768,-13.945742342621088,-2.5775896360476813,-2.6332925651222467,-2.3469748474657535,-2.7891484685242176,-72.17097854614258,-65.1336567401886,-9.021372318267822,-9.304808105741229,6,5,0.3342175744473934,-2.2108681052923203,-3.7306635789573193,1.8540130481123924,-1.8766505308449268,0.05570292907456542,-0.44217362105846414,-0.23061478858192785,-0.15585590340197086,-0.3864706919838987,0.3342175744473934,-2.2108681052923203,3.3066582269966602,-5.183308757841587,-1.8766505308449268,True,True,
legal40_depth_12x384_43022,3153,physical-dynamics,3,direct,antonym,concept swap,accelerate,slow down,False,False,False,True,-16.146568780764937,-16.239513156935573,-12.823624579235911,-15.886811725795269,-2.691094796794156,-2.7065855261559286,-2.564724915847182,-3.177362345159054,-73.50667750835419,-72.53023099899292,-9.188334688544273,-10.361461571284703,6,5,0.09294437617063522,-3.0631871465593576,-3.322944201529026,0.3527014311403036,-2.9702427703887224,0.015490729361772537,-0.6126374293118717,-0.126369880946974,-0.4707768190031252,-0.5971466999500983,0.09294437617063522,-3.0631871465593576,-2.346497692167759,-0.6237450782209635,-2.9702427703887224,True,True,
legal40_depth_12x384_43022,3289,physical-interactions,19,indirect,antonym,concept swap,attract,repel,True,False,False,False,-33.777449099346995,-32.59184465371072,-25.796392280608416,-27.905735109001398,-4.222181137418374,-4.07398058171384,-3.685198897229774,-3.9865335870001997,-75.90934219956398,-72.0642206966877,-7.590934219956398,-8.0071356329653,8,7,-1.1856044456362724,-2.1093428283929825,-7.98105681873858,4.686109544709325,-3.294947274029255,-0.14820055570453405,-0.3013346897704259,-0.5369822401886006,0.0874469947136407,-0.4495352454749595,-1.1856044456362724,-2.1093428283929825,-4.135935315862298,0.8409880418330431,-3.294947274029255,False,True,
legal40_depth_12x384_43022,3291,physical-interactions,21,indirect,antonym,concept swap,attract,repel,True,False,False,False,-34.86091564130038,-30.09653157927096,-25.73610920086503,-26.216109458357096,-4.3576144551625475,-3.76206644740887,-3.676587028695004,-3.745158494051014,-79.72393968701363,-75.09235037118196,-7.972393968701363,-8.343594485686886,8,7,-4.764384062029421,-0.48000025749206543,-9.12480644043535,3.880422120913863,-5.244384319521487,-0.5955480077536777,-0.06857146535600966,-0.6810274264675433,0.016907953357855998,-0.6641194731096869,-4.764384062029421,-0.48000025749206543,-4.493217124603689,-0.751167194917798,-5.244384319521487,False,True,
legal40_depth_12x384_43022,3293,physical-interactions,23,indirect,antonym,concept swap,attract,repel,True,False,False,False,-35.71087528206408,-32.12203252874315,-26.768050434067845,-27.31906328909099,-4.46385941025801,-4.0152540660928935,-3.824007204866835,-3.902723327012999,-82.71113353967667,-77.11082190275192,-8.271113353967667,-8.567869100305769,8,7,-3.5888427533209324,-0.5510128550231457,-8.942824847996235,4.802969239652157,-4.139855608344078,-0.44860534416511655,-0.07871612214616386,-0.639852205391175,0.11253073907989464,-0.5273214663112817,-3.5888427533209324,-0.5510128550231457,-3.3425132110714912,-0.7973423972725868,-4.139855608344078,False,True,
legal40_depth_12x384_43022,3295,physical-interactions,25,indirect,antonym,concept swap,attract,repel,True,True,False,False,-33.245384788140655,-30.18564523383975,-26.673377389088273,-27.97334410995245,-4.155673098517582,-3.773205654229969,-3.8104824841554676,-3.996192015707493,-81.20006513595581,-75.56364430487156,-8.12000651359558,-8.395960478319061,8,7,-3.0597395543009043,-1.2999667208641768,-6.5720073990523815,2.2123011238873005,-4.359706275165081,-0.38246744428761303,-0.1857095315520252,-0.3451906143621142,-0.22298636147752404,-0.5681769758396378,-3.0597395543009043,-1.2999667208641768,-0.9355865679681301,-3.424119707196951,-4.359706275165081,False,True,
legal40_depth_12x384_43022,3299,physical-interactions,29,direct,antonym,concept swap,break,fix,True,False,False,False,-35.10846804082394,-34.263398595154285,-32.35279182344675,-30.689045518636703,-5.8514113401373224,-5.710566432525714,-5.392131970574458,-5.114840919772784,-74.1440355181694,-77.12964624166489,-9.268004439771175,-9.64120578020811,6,6,-0.845069445669651,1.6637463048100471,-2.755676217377186,3.574353076517582,0.8186768591403961,-0.1408449076116085,0.27729105080167393,-0.4592793695628643,0.5957255127529297,0.13644614319006543,-0.845069445669651,1.6637463048100471,-5.741286940872669,6.559963800013065,0.8186768591403961,False,True,
legal40_depth_12x384_43022,3304,physical-interactions,34,direct,antonym,concept swap,break,fix,True,False,False,False,-21.084000952541828,-20.680468529462814,-22.198400117456913,-20.501033823937178,-3.5140001587569714,-3.446744754910469,-3.6997333529094854,-3.416838970656196,-68.49734497070312,-67.02880418300629,-8.56216812133789,-8.378600522875786,6,6,-0.4035324230790138,1.6973662935197353,1.1143991649150848,0.17943470552563667,1.2938338704407215,-0.0672554038465023,0.2828943822532892,0.185733194152514,0.029905784254272927,0.21563897840678692,-0.4035324230790138,1.6973662935197353,2.582939952611923,-1.2891060821712017,1.2938338704407215,False,True,
legal40_depth_12x384_43022,3270,physical-interactions,0,direct,antonym,concept swap,attract,repel,False,False,True,True,-28.394617412239313,-28.814734989777207,-36.22549670562148,-35.45936901494861,-4.056373916034188,-4.116390712825315,-4.528187088202685,-4.432421126868576,-79.10917636752129,-82.74808448553085,-8.789908485280144,-8.274808448553085,7,8,0.42011757753789425,0.7661276906728745,7.830879293382168,-6.644634025171399,1.1862452682107687,0.06001679679112737,0.0957659613341093,0.4718131721684973,-0.3160304140432606,0.1557827581252358,0.42011757753789425,0.7661276906728745,4.1919711753726006,-3.005725907161832,1.1862452682107687,True,True,
legal40_depth_12x384_43022,3272,physical-interactions,2,direct,antonym,concept swap,attract,repel,False,False,True,True,-16.439554119482636,-17.00665920972824,-25.694759123027325,-23.784928100183606,-1.8266171243869596,-1.8896288010809157,-2.5694759123027326,-2.3784928100183604,-90.11758214235306,-92.57749563455582,-8.192507467486642,-7.714791302879651,9,10,0.5671050902456045,1.9098310228437185,9.255205003544688,-6.778268890455365,2.476936113089323,0.06301167669395613,0.1909831022843722,0.7428587879157731,-0.48886400893744475,0.25399477897832856,0.5671050902456045,1.9098310228437185,6.795291511341929,-4.318355398252606,2.476936113089323,True,True,
legal40_depth_12x384_43022,3288,physical-interactions,18,indirect,antonym,concept swap,attract,repel,False,False,True,False,-27.905735109001398,-25.796392280608416,-32.59184465371072,-33.777449099346995,-3.9865335870001997,-3.685198897229774,-4.07398058171384,-4.222181137418374,-72.0642206966877,-75.90934219956398,-8.0071356329653,-7.590934219956398,7,8,-2.1093428283929825,-1.1856044456362724,4.686109544709325,-7.98105681873858,-3.294947274029255,-0.3013346897704259,-0.14820055570453405,0.0874469947136407,-0.5369822401886006,-0.4495352454749595,-2.1093428283929825,-1.1856044456362724,0.8409880418330431,-4.135935315862298,-3.294947274029255,False,True,
legal40_depth_12x384_43022,3290,physical-interactions,20,indirect,antonym,concept swap,attract,repel,False,False,True,False,-26.216109458357096,-25.73610920086503,-30.09653157927096,-34.86091564130038,-3.745158494051014,-3.676587028695004,-3.76206644740887,-4.3576144551625475,-75.09235037118196,-79.72393968701363,-8.343594485686886,-7.972393968701363,7,8,-0.48000025749206543,-4.764384062029421,3.880422120913863,-9.12480644043535,-5.244384319521487,-0.06857146535600966,-0.5955480077536777,0.016907953357855998,-0.6810274264675433,-0.6641194731096869,-0.48000025749206543,-4.764384062029421,-0.751167194917798,-4.493217124603689,-5.244384319521487,False,True,
legal40_depth_12x384_43022,3271,physical-interactions,1,direct,antonym,concept swap,attract,repel,False,False,False,True,-35.45936901494861,-36.22549670562148,-28.814734989777207,-28.394617412239313,-4.432421126868576,-4.528187088202685,-4.116390712825315,-4.056373916034188,-82.74808448553085,-79.10917636752129,-8.274808448553085,-8.789908485280144,8,7,0.7661276906728745,0.42011757753789425,-6.644634025171399,7.830879293382168,1.1862452682107687,0.0957659613341093,0.06001679679112737,-0.3160304140432606,0.4718131721684973,0.1557827581252358,0.7661276906728745,0.42011757753789425,-3.005725907161832,4.1919711753726006,1.1862452682107687,True,True,
legal40_depth_12x384_43022,3273,physical-interactions,3,direct,antonym,concept swap,attract,repel,False,False,False,True,-23.784928100183606,-25.694759123027325,-17.00665920972824,-16.439554119482636,-2.3784928100183604,-2.5694759123027326,-1.8896288010809157,-1.8266171243869596,-92.57749563455582,-90.11758214235306,-7.714791302879651,-8.192507467486642,10,9,1.9098310228437185,0.5671050902456045,-6.778268890455365,9.255205003544688,2.476936113089323,0.1909831022843722,0.06301167669395613,-0.48886400893744475,0.7428587879157731,0.25399477897832856,1.9098310228437185,0.5671050902456045,-4.318355398252606,6.795291511341929,2.476936113089323,True,True,
legal40_depth_12x384_43022,3826,physical-relations,0,direct,antonym,concept swap,attached,connected,True,True,False,False,-13.489276158157736,-10.62183698778972,-15.066637798212469,-14.79130586469546,-1.686159519769717,-1.327729623473715,-1.8833297247765586,-1.8489132330869325,-71.40404680371284,-73.7280835956335,-7.140404680371285,-7.372808359563351,8,8,-2.8674391703680158,0.275331933517009,1.5773616400547326,-4.169468876905739,-2.5921072368510067,-0.35842989629600197,0.03441649168962613,0.19717020500684157,-0.5211836096132174,-0.32401340460637584,-2.8674391703680158,0.275331933517009,-0.7466751518659294,-1.8454320849850774,-2.5921072368510067,False,True,
legal40_depth_12x384_43022,3828,physical-relations,2,direct,antonym,concept swap,attached,connected,True,True,False,False,-14.140564306406304,-10.658566828118637,-16.21886872011237,-14.779183811042458,-1.767570538300788,-1.3323208535148297,-2.027358590014046,-1.8473979763803072,-67.99561899900436,-71.23982488363981,-6.799561899900437,-7.123982488363981,8,8,-3.481997478287667,1.4396849090699106,2.0783044137060642,-4.120616982923821,-2.0423125692177564,-0.4352496847859584,0.17996061363373883,0.25978805171325803,-0.5150771228654776,-0.25528907115221955,-3.481997478287667,1.4396849090699106,-1.1659014709293842,-0.8764110982883722,-2.0423125692177564,False,True,
legal40_depth_12x384_43022,3830,physical-relations,4,direct,antonym,concept swap,attached,connected,True,True,False,False,-13.819564163684845,-10.498290826566517,-15.036951041780412,-13.227650868706405,-1.7274455204606056,-1.3122863533208147,-1.8796188802225515,-1.6534563585883006,-75.24045594781637,-76.62736780941486,-7.524045594781637,-7.662736780941486,8,8,-3.3212733371183276,1.809300173074007,1.2173868780955672,-2.729360042139888,-1.5119731640443206,-0.41515916713979095,0.22616252163425088,0.1521733597619459,-0.341170005267486,-0.18899664550554007,-3.3212733371183276,1.809300173074007,-0.16952498350292444,-1.3424481805413961,-1.5119731640443206,False,True,
legal40_depth_12x384_43022,3832,physical-relations,6,direct,antonym,concept swap,attached,connected,True,True,False,False,-14.185858997283503,-10.784944613929838,-16.419184603262693,-14.63696775957942,-1.773232374660438,-1.3481180767412297,-2.0523980754078366,-1.8296209699474275,-69.90457201749086,-73.5947462618351,-6.990457201749086,-7.35947462618351,8,8,-3.4009143833536655,1.7822168436832726,2.2333256059791893,-3.852023145649582,-1.6186975396703929,-0.4251142979192082,0.22277710546040908,0.27916570074739866,-0.48150289320619777,-0.2023371924587991,-3.4009143833536655,1.7822168436832726,-1.4568486383650452,-0.16184890130534768,-1.6186975396703929,False,True,
legal40_depth_12x384_43022,3834,physical-relations,8,direct,antonym,concept swap,attached,connected,True,False,False,False,-14.356493978528306,-10.524516755715013,-16.589979834854603,-14.57575497077778,-1.7945617473160382,-1.3155645944643766,-2.0737474793568254,-1.8219693713472225,-68.16202037781477,-71.30367776751518,-6.816202037781477,-7.130367776751518,8,8,-3.8319772228132933,2.014224864076823,2.233485856326297,-4.051238215062767,-1.8177523587364703,-0.47899715285166167,0.2517781080096029,0.2791857320407871,-0.5064047768828459,-0.2272190448420588,-3.8319772228132933,2.014224864076823,-0.9081715333741158,-0.9095808253623545,-1.8177523587364703,False,True,
legal40_depth_12x384_43022,3839,physical-relations,13,indirect,antonym,concept swap,attached,connected,True,True,False,False,-16.5784635450691,-15.563360108062625,-12.01342819351703,-10.950791618786752,-2.0723079431336373,-1.9454200135078281,-1.5016785241896287,-1.368848952348344,-71.23982488363981,-67.99561899900436,-7.123982488363981,-6.799561899900437,8,8,-1.0151034370064735,1.062636574730277,-4.565035351552069,4.612568489275873,0.04753313772380352,-0.1268879296258092,0.13282957184128463,-0.5706294189440086,0.5765710611594841,0.00594164221547544,-1.0151034370064735,1.062636574730277,-1.3208294669166207,1.3683626046404243,0.04753313772380352,False,True,
legal40_depth_12x384_43022,3827,physical-relations,1,direct,antonym,concept swap,attached,connected,False,False,True,True,-14.79130586469546,-15.066637798212469,-10.62183698778972,-13.489276158157736,-1.8489132330869325,-1.8833297247765586,-1.327729623473715,-1.686159519769717,-73.7280835956335,-71.40404680371284,-7.372808359563351,-7.140404680371285,8,8,0.275331933517009,-2.8674391703680158,-4.169468876905739,1.5773616400547326,-2.5921072368510067,0.03441649168962613,-0.35842989629600197,-0.5211836096132174,0.19717020500684157,-0.32401340460637584,0.275331933517009,-2.8674391703680158,-1.8454320849850774,-0.7466751518659294,-2.5921072368510067,True,True,
legal40_depth_12x384_43022,3829,physical-relations,3,direct,antonym,concept swap,attached,connected,False,False,True,True,-14.779183811042458,-16.21886872011237,-10.658566828118637,-14.140564306406304,-1.8473979763803072,-2.027358590014046,-1.3323208535148297,-1.767570538300788,-71.23982488363981,-67.99561899900436,-7.123982488363981,-6.799561899900437,8,8,1.4396849090699106,-3.481997478287667,-4.120616982923821,2.0783044137060642,-2.0423125692177564,0.17996061363373883,-0.4352496847859584,-0.5150771228654776,0.25978805171325803,-0.25528907115221955,1.4396849090699106,-3.481997478287667,-0.8764110982883722,-1.1659014709293842,-2.0423125692177564,True,True,
legal40_depth_12x384_43022,3847,physical-relations,21,direct,antonym,concept swap,bigger,smaller,False,False,True,False,-9.660929496400058,-9.076055610086769,-8.75863573863171,-8.308612799970433,-1.2076161870500073,-1.134506951260846,-1.0948294673289638,-1.0385765999963041,-72.98737932741642,-72.76886519044638,-7.298737932741642,-7.276886519044638,8,8,-0.5848738863132894,0.4500229386612773,-0.9022937577683479,0.7674428101163357,-0.1348509476520121,-0.07310923578916118,0.05625286733265966,-0.11278671972104348,0.09593035126454197,-0.016856368456501514,-0.5848738863132894,0.4500229386612773,-0.6837796207983047,0.5489286731462926,-0.1348509476520121,False,True,
legal40_depth_12x384_43022,3849,physical-relations,23,direct,antonym,concept swap,bigger,smaller,False,False,True,False,-8.396407383261248,-8.018885619938374,-7.707358969375491,-7.5671705030836165,-1.049550922907656,-1.0023607024922967,-0.9634198711719364,-0.9458963128854521,-69.6321856379509,-70.32491463422775,-6.96321856379509,-7.032491463422775,8,8,-0.3775217633228749,0.14018846629187465,-0.6890484138857573,0.45171511685475707,-0.23733329703100026,-0.04719022041535936,0.01752355828648433,-0.08613105173571967,0.056464389606844634,-0.029666662128875032,-0.3775217633228749,0.14018846629187465,-1.3817774101626128,1.1444441131316125,-0.23733329703100026,False,True,
legal40_depth_12x384_43022,3836,physical-relations,10,indirect,antonym,concept swap,attached,connected,False,False,False,True,-12.639903038274497,-13.183610243722796,-19.448219244368374,-19.433676663786173,-1.579987879784312,-1.6479512804653496,-2.431027405546047,-2.4292095829732716,-71.40404680371284,-73.7280835956335,-7.140404680371285,-7.372808359563351,8,8,0.5437072054482996,0.01454258058220148,6.8083162060938776,-6.250066420063376,0.5582497860305011,0.06796340068103746,0.001817822572775185,0.8510395257617347,-0.781258302507922,0.06978122325381264,0.5437072054482996,0.01454258058220148,4.484279414173216,-3.9260296281427145,0.5582497860305011,True,True,
legal40_depth_12x384_43022,3837,physical-relations,11,indirect,antonym,concept swap,attached,connected,False,False,False,True,-19.433676663786173,-19.448219244368374,-13.183610243722796,-12.639903038274497,-2.4292095829732716,-2.431027405546047,-1.6479512804653496,-1.579987879784312,-73.7280835956335,-71.40404680371284,-7.372808359563351,-7.140404680371285,8,8,0.01454258058220148,0.5437072054482996,-6.250066420063376,6.8083162060938776,0.5582497860305011,0.001817822572775185,0.06796340068103746,-0.781258302507922,0.8510395257617347,0.06978122325381264,0.01454258058220148,0.5437072054482996,-3.9260296281427145,4.484279414173216,0.5582497860305011,True,True,
legal40_depth_12x384_43022,4647,quantitative-properties,3,direct,antonym,concept swap,a lot of,a little,True,False,False,False,-18.322646379470825,-17.477449893951416,-19.179055273532867,-13.19742578594014,-3.0537743965784707,-2.9129083156585693,-2.739865039076124,-1.8853465408485914,-59.63484928011894,-58.96381200570613,-7.454356160014868,-6.551534667300682,6,7,-0.8451964855194092,5.981629487592727,0.8564088940620422,4.2800241080112755,5.136433002073318,-0.14086608091990138,0.8545184982275327,-0.3139093575023466,1.027561774809978,0.7136524173076308,-0.8451964855194092,5.981629487592727,1.527446168474853,3.6089868335984647,5.136433002073318,False,True,
legal40_depth_12x384_43022,4655,quantitative-properties,11,direct,antonym,concept swap,a lot of,a little,True,False,False,False,-21.67513644695282,-19.91099387407303,-20.485189751023427,-13.818527800962329,-3.6125227411588035,-3.3184989790121713,-2.9264556787176326,-1.9740754001374756,-65.49739825725555,-64.05266814306378,-8.187174782156944,-7.116963127007087,6,7,-1.7641425728797913,6.666661950061098,-1.1899466959293932,6.0924660731107,4.9025193771813065,-0.2940237621466322,0.952380278580157,-0.6860670624411709,1.3444235788746957,0.6583565164335248,-1.7641425728797913,6.666661950061098,0.2547834182623774,4.647735958918929,4.9025193771813065,False,True,
legal40_depth_12x384_43022,4663,quantitative-properties,19,direct,antonym,concept swap,a lot of,a little,True,False,False,False,-17.309635192155838,-15.853204727172852,-17.721833389950916,-11.06002495251596,-2.88493919869264,-2.642200787862142,-2.5316904842787022,-1.5800035646451371,-59.94916635751724,-59.79025414492935,-7.493645794689655,-6.643361571658817,6,7,-1.4564304649829865,6.661808437434956,0.41219819779507816,4.793179774656892,5.20537797245197,-0.24273841083049774,0.9516869196335651,-0.35324871441393757,1.062197223217005,0.7089485088030676,-1.4564304649829865,6.661808437434956,0.5711104103829712,4.634267562068999,5.20537797245197,False,True,
legal40_depth_12x384_43022,4669,quantitative-properties,25,indirect,antonym,concept swap,a lot of,a little,True,False,False,False,-14.426311746239662,-14.092696286737919,-11.114889245480299,-10.937567907385528,-2.4043852910399437,-2.34878271445632,-1.5878413207828999,-1.5625097010550755,-65.49739825725555,-64.05266814306378,-8.187174782156944,-7.116963127007087,6,7,-0.3336154595017433,0.1773213380947709,-3.311422500759363,3.1551283793523908,-0.1562941214069724,-0.055602576583623886,0.025331619727824384,-0.8165439702570438,0.7862730134012443,-0.030270956855799724,-0.3336154595017433,0.1773213380947709,-1.8666923865675926,1.7103982651606202,-0.1562941214069724,False,True,
legal40_depth_12x384_43022,4675,quantitative-properties,31,direct,antonym,concept swap,a lot of,no,True,False,False,False,-13.770877122879028,-12.530710637569427,-19.001024981960654,-16.015979626681656,-2.7541754245758057,-2.5061421275138853,-2.7144321402800933,-2.287997089525951,-60.74973386526108,-58.96381200570613,-8.67853340932301,-6.551534667300682,5,7,-1.2401664853096008,2.9850453552789986,5.230147859081626,-3.485268989112228,1.7448788699693978,-0.24803329706192034,0.42643505075414234,-0.03974328429571239,0.2181450379879344,0.17840175369222155,-1.2401664853096008,2.9850453552789986,7.016069718636572,-5.271190848667175,1.7448788699693978,False,True,
legal40_depth_12x384_43022,4676,quantitative-properties,32,direct,antonym,concept swap,a lot of,no,True,False,False,False,-15.69044074229896,-14.508827567100525,-11.79825735092163,-9.429780304431915,-2.2414915346141373,-2.072689652442932,-2.359651470184326,-1.885956060886383,-58.96381200570613,-60.74973386526108,-6.551534667300682,-8.67853340932301,7,5,-1.1816131751984358,2.3684770464897156,-3.89218339137733,5.07904726266861,1.1868638712912798,-0.16880188217120518,0.47369540929794307,0.11815993557018878,0.18673359155654912,0.30489352712673856,-1.1816131751984358,2.3684770464897156,-5.678105250932276,6.864969122223556,1.1868638712912798,False,True,
legal40_depth_12x384_43022,4644,quantitative-properties,0,direct,antonym,concept swap,a lot of,a little,False,False,True,True,-13.800813069101423,-13.914447424933314,-15.028967678546906,-13.628926932811737,-1.971544724157346,-1.987778203561902,-2.5048279464244843,-2.2714878221352897,-58.96381200570613,-59.63484928011894,-6.551534667300682,-7.454356160014868,7,6,0.1136343558318913,1.4000407457351685,1.2281546094454825,0.28552049212157726,1.5136751015670598,0.016233479404555995,0.2333401242891946,0.5332832222671382,-0.2837096185733876,0.2495736036937508,0.1136343558318913,1.4000407457351685,0.5571173350326717,0.9565577665343881,1.5136751015670598,True,True,
legal40_depth_12x384_43022,4645,quantitative-properties,1,direct,antonym,concept swap,a lot of,a little,False,False,True,True,-13.628926932811737,-15.028967678546906,-13.914447424933314,-13.800813069101423,-2.2714878221352897,-2.5048279464244843,-1.987778203561902,-1.971544724157346,-59.63484928011894,-58.96381200570613,-7.454356160014868,-6.551534667300682,6,7,1.4000407457351685,0.1136343558318913,0.28552049212157726,1.2281546094454825,1.5136751015670598,0.2333401242891946,0.016233479404555995,-0.2837096185733876,0.5332832222671382,0.2495736036937508,1.4000407457351685,0.1136343558318913,0.9565577665343881,0.5571173350326717,1.5136751015670598,True,True,
legal40_depth_12x384_43022,4665,quantitative-properties,21,indirect,antonym,concept swap,a lot of,a little,False,False,True,False,-14.120628535747528,-13.555579245090485,-11.02273840084672,-10.412323509342968,-2.3534380892912545,-2.259263207515081,-1.5746769144066743,-1.4874747870489955,-61.35575169324875,-61.016846674494445,-7.669468961656094,-6.7796496304993825,6,7,-0.5650492906570435,0.6104148915037513,-3.0978901349008083,3.143255735747516,0.04536560084670782,-0.09417488177617361,0.08720212735767885,-0.7787611748845802,0.7717884204660854,-0.006972754418494542,-0.5650492906570435,0.6104148915037513,-2.758985116146505,2.8043507169932127,0.04536560084670782,False,True,
legal40_depth_12x384_43022,4667,quantitative-properties,23,indirect,antonym,concept swap,a lot of,a little,False,False,True,False,-15.358429312705994,-14.749340906739235,-9.930710733868182,-9.04000932443887,-2.5597382187843323,-2.458223484456539,-1.4186729619811689,-1.291429903491267,-59.63484928011894,-58.96381200570613,-7.454356160014868,-6.551534667300682,6,7,-0.6090884059667587,0.8907014094293118,-5.427718578837812,5.709331582300365,0.281613003462553,-0.10151473432779312,0.1272430584899018,-1.1410652568031634,1.166793580965272,0.025728324162108684,-0.6090884059667587,0.8907014094293118,-4.756681304425001,5.038294307887554,0.281613003462553,False,True,
legal40_depth_12x384_43022,4693,quantitative-properties,49,direct,antonym,concept swap,a lot of,no,False,False,False,True,-8.469658881425858,-8.904787749052048,-12.078495029360056,-13.512634126003832,-1.6939317762851716,-1.7809575498104095,-1.7254992899085795,-1.9303763037148332,-55.59386733174324,-59.79025414492935,-7.9419810473918915,-6.643361571658817,5,7,0.4351288676261902,-1.4341390966437757,3.6088361479341984,-4.607846376951784,-0.9990102290175855,0.08702577352523799,-0.20487701380625367,0.03156751362340793,-0.1494187539044236,-0.1178512402810159,0.4351288676261902,-1.4341390966437757,-0.5875506652519107,-0.41145956376567483,-0.9990102290175855,True,True,
legal40_depth_12x384_43022,4699,quantitative-properties,55,direct,antonym,concept swap,enough,not enough,False,False,False,True,-12.877322360873222,-13.163642629981041,-15.34118902683258,-17.17946547269821,-2.1462203934788704,-2.1939404383301735,-3.068237805366516,-3.4358930945396424,-67.889573097229,-66.74035960435867,-8.486196637153625,-9.534337086336953,6,5,0.2863202691078186,-1.838276445865631,2.463866665959358,-4.015822842717171,-1.5519561767578125,0.0477200448513031,-0.3676552891731264,0.9220174118876456,-1.241952656209469,-0.3199352443218224,0.2863202691078186,-1.838276445865631,3.613080158829689,-5.1650363355875015,-1.5519561767578125,True,True,
legal40_depth_12x384_43022,4959,social-interactions,1,direct,antonym,concept swap,cooperate,compete,True,False,False,False,-32.486682772636414,-30.723600298166275,-22.878632605075836,-20.9465714097023,-5.414447128772736,-5.120600049694379,-3.813105434179306,-3.4910952349503837,-76.96217012405396,-72.18778431415558,-9.620271265506744,-9.023473039269447,6,6,-1.7630824744701385,1.9320611953735352,-9.608050167560577,9.777028888463974,0.1689787209033966,-0.2938470790783567,0.3220101992289224,-1.6013416945934296,1.6295048147439952,0.028163120150564325,-1.7630824744701385,1.9320611953735352,-4.833664357662201,5.0026430785655975,0.1689787209033966,False,True,
