endpoint,word,child_aoa,model_aoa_word_count,model_aoa_log10_word_count,n_subword_tokens,n_model_points,n_child_points,first_word_count,last_word_count,threshold,best_perf,ceiling
clean_pres_seed62065,dish,4.5798223084920755,46176432.02230041,7.664420372650221,1,18,16,1000000.0,89685369.0,-8.965295184016462,-8.226529840193688,-9.704060527839234
clean_pres_seed62065,doctor,5.1227049227443215,5675938.886464611,6.754037710708256,1,18,16,1000000.0,89685369.0,-8.353161476630952,-7.002262425422669,-9.704060527839234
clean_pres_seed62065,doll,0.44414717045312235,33706904.478806384,7.527718870304951,1,18,16,1000000.0,89685369.0,-8.89603169648516,-8.088002865131084,-9.704060527839234
clean_pres_seed62065,door,0.24424158049055486,4869188.27651838,6.687456567700985,1,18,16,1000000.0,89685369.0,-8.153658674735809,-6.603256821632385,-9.704060527839234
clean_pres_seed62065,drawer,0.3528260357141504,18308838.245589446,7.262660787800498,1,18,16,1000000.0,89685369.0,-8.643655748170676,-7.583250968502118,-9.704060527839234
clean_pres_seed62065,drive,0.377412279285146,54408758.745537244,7.735668818239799,1,18,16,1000000.0,89685369.0,-9.17558750965097,-8.647114491462707,-9.704060527839234
clean_pres_seed62065,dryer,0.9073866453101971,37167688.558294944,7.570165553358533,2,18,16,1000000.0,89685369.0,-17.132234209094662,-14.85634736251086,-19.408121055678468
clean_pres_seed62065,ear,0.7245971764145684,10589400.375947932,7.0248713689092,1,18,16,1000000.0,89685369.0,-9.047155444402481,-8.390250360965728,-9.704060527839234
clean_pres_seed62065,eat,0.4197617643442412,8758074.729441082,6.942408646547524,1,18,16,1000000.0,89685369.0,-7.782125075239922,-5.860189622640609,-9.704060527839234
clean_pres_seed62065,egg,0.9621359727547616,11618730.039689597,7.0651586610236565,1,18,16,1000000.0,89685369.0,-9.235989080447936,-8.76791763305664,-9.704060527839234
clean_pres_seed62065,empty,0.8566228732319117,11099021.57152702,7.045284695469921,1,18,16,1000000.0,89685369.0,-8.932016412992265,-8.159972298145295,-9.704060527839234
clean_pres_seed62065,eye,0.4381171966555905,11090145.960390242,7.04493726205312,1,18,16,1000000.0,89685369.0,-8.101639495868469,-6.499218463897705,-9.704060527839234
clean_pres_seed62065,fall,0.17018745792330844,20206830.981577612,7.30549820885775,1,18,16,1000000.0,89685369.0,-8.39311058976152,-7.082160651683807,-9.704060527839234
clean_pres_seed62065,farm,1.117351828981672,10488328.253425702,7.020706271018088,1,18,16,1000000.0,89685369.0,-9.012386868972566,-8.320713210105897,-9.704060527839234
clean_pres_seed62065,fast,1.0438643753448973,12116873.483490475,7.083390573292902,1,18,16,1000000.0,89685369.0,-8.96637908079126,-8.228697633743286,-9.704060527839234
clean_pres_seed62065,feed,1.0605108615778658,30141839.482878234,7.479169752719367,1,18,16,1000000.0,89685369.0,-8.77865060519823,-7.853240682557225,-9.704060527839234
clean_pres_seed62065,find,2.4920747281982973,2791382.9721996873,6.445819424916776,1,18,16,1000000.0,89685369.0,-7.763328789253022,-5.822597050666809,-9.704060527839234
clean_pres_seed62065,fine,1.3896940195585392,47258583.71697428,7.6744807022070685,1,18,16,1000000.0,89685369.0,-8.784679482955719,-7.865298438072204,-9.704060527839234
clean_pres_seed62065,finger,0.3943080177691439,6423136.444054588,6.807747147651748,1,18,16,1000000.0,89685369.0,-8.856514166373994,-8.008967804908753,-9.704060527839234
clean_pres_seed62065,finish,0.6036949837208583,24939245.96002853,7.396883318414805,1,18,16,1000000.0,89685369.0,-8.869088755626464,-8.034116983413696,-9.704060527839234
clean_pres_seed62065,fireman,0.956313987636558,1184569.7012350033,6.073560620120956,1,18,16,1000000.0,89685369.0,-9.571835027713561,-9.43960952758789,-9.704060527839234
