pattern,n,frac,inherited16_non_submission_43022,inherited16_non_submission_43122,legal16_8x480_43022,legal16_8x480_43122,legal40_8x480_43022,legal40_8x480_43122,legal40_12x384_depth_43022,domains_top,ContextDiff_top,coverage
1111010,50,0.006563402467839328,1,1,1,1,0,1,0,"{""agent-properties"": 4, ""material-dynamics"": 19, ""quantitative-properties"": 5, ""social-relations"": 5, ""spatial-relations"": 5}","{""antonym"": 22, ""material"": 19, ""number"": 1, ""other"": 1, ""variable swap"": 7}","{""all_content_mean_count_mean"": 2357.230738095238, ""all_content_mean_count_median"": 1501.3333333333333, ""concept_min_count_mean"": 283.42857142857144, ""concept_min_count_median"": 68.0, ""context_diff_min_count_mean"": 460.2325581395349, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.64, ""contrast_term_in_context_diff_frac"": 0.46, ""legal16_context_frac_lt50_mean"": 0.00015625, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08046260344402759, ""legal40_context_frac_lt50_median"": 0.08823529411764706, ""n"": 50, ""target_diff_min_count_mean"": 191.48648648648648, ""target_diff_min_count_median"": 9.0}"
1100101,49,0.006432134418482541,1,1,0,0,1,0,1,"{""agent-properties"": 25, ""material-dynamics"": 6, ""social-properties"": 4, ""social-relations"": 5, ""spatial-relations"": 6}","{""antonym"": 27, ""material"": 6, ""negation"": 4, ""other"": 1, ""variable swap"": 11}","{""all_content_mean_count_mean"": 2895.633309037901, ""all_content_mean_count_median"": 2619.6666666666665, ""concept_min_count_mean"": 1011.3673469387755, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 1258.59375, ""context_diff_min_count_median"": 1540.0, ""contrast_term_anywhere_frac"": 0.6122448979591837, ""contrast_term_in_context_diff_frac"": 0.4489795918367347, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0703456979475808, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 49, ""target_diff_min_count_mean"": 476.1714285714286, ""target_diff_min_count_median"": 133.0}"
1000100,48,0.006300866369125755,1,0,0,0,1,0,0,"{""agent-properties"": 4, ""material-dynamics"": 23, ""physical-interactions"": 7, ""social-properties"": 4, ""social-relations"": 4}","{""active-passive"": 2, ""antonym"": 16, ""material"": 23, ""negation"": 2, ""variable_swap"": 4}","{""all_content_mean_count_mean"": 1678.165128968254, ""all_content_mean_count_median"": 1300.2857142857142, ""concept_min_count_mean"": 1157.7291666666667, ""concept_min_count_median"": 88.0, ""context_diff_min_count_mean"": 1267.0487804878048, ""context_diff_min_count_median"": 44.0, ""contrast_term_anywhere_frac"": 0.7083333333333334, ""contrast_term_in_context_diff_frac"": 0.16666666666666666, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.03422510385068434, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 48, ""target_diff_min_count_mean"": 171.69565217391303, ""target_diff_min_count_median"": 24.0}"
1000111,48,0.006300866369125755,1,0,0,0,1,1,1,"{""agent-properties"": 12, ""material-dynamics"": 8, ""physical-relations"": 3, ""social-interactions"": 3, ""social-relations"": 14}","{""antonym"": 20, ""material"": 8, ""negation"": 1, ""other"": 5, ""variable swap"": 14}","{""all_content_mean_count_mean"": 1756.0054803992305, ""all_content_mean_count_median"": 1504.1666666666667, ""concept_min_count_mean"": 914.7173913043479, ""concept_min_count_median"": 146.0, ""context_diff_min_count_mean"": 484.030303030303, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.4583333333333333, ""contrast_term_in_context_diff_frac"": 0.2708333333333333, ""legal16_context_frac_lt50_mean"": 8.138020833333333e-05, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10673577016098722, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 48, ""target_diff_min_count_mean"": 332.1666666666667, ""target_diff_min_count_median"": 24.0}"
1011101,48,0.006300866369125755,1,0,1,1,1,0,1,"{""agent-properties"": 8, ""physical-interactions"": 4, ""quantitative-properties"": 3, ""social-properties"": 7, ""social-relations"": 18}","{""antonym"": 23, ""material"": 2, ""number"": 2, ""other"": 9, ""variable swap"": 12}","{""all_content_mean_count_mean"": 1904.8220493626743, ""all_content_mean_count_median"": 839.5714285714286, ""concept_min_count_mean"": 589.2708333333334, ""concept_min_count_median"": 160.0, ""context_diff_min_count_mean"": 869.8529411764706, ""context_diff_min_count_median"": 445.0, ""contrast_term_anywhere_frac"": 0.4791666666666667, ""contrast_term_in_context_diff_frac"": 0.25, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09637202734629206, ""legal40_context_frac_lt50_median"": 0.05555555555555555, ""n"": 48, ""target_diff_min_count_mean"": 347.8292682926829, ""target_diff_min_count_median"": 10.0}"
0100001,47,0.006169598319768968,0,1,0,0,0,0,1,"{""agent-properties"": 9, ""material-dynamics"": 11, ""physical-dynamics"": 2, ""physical-interactions"": 5, ""social-relations"": 12}","{""antonym"": 30, ""material"": 11, ""negation"": 1, ""other"": 2, ""variable swap"": 2}","{""all_content_mean_count_mean"": 2156.0775920297197, ""all_content_mean_count_median"": 1585.8333333333333, ""concept_min_count_mean"": 827.1276595744681, ""concept_min_count_median"": 146.0, ""context_diff_min_count_mean"": 833.9024390243902, ""context_diff_min_count_median"": 100.0, ""contrast_term_anywhere_frac"": 0.48936170212765956, ""contrast_term_in_context_diff_frac"": 0.23404255319148937, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.052884052164402603, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 47, ""target_diff_min_count_mean"": 379.2682926829268, ""target_diff_min_count_median"": 24.0}"
0111000,46,0.006038330270412182,0,1,1,1,0,0,0,"{""agent-properties"": 14, ""material-dynamics"": 9, ""material-properties"": 2, ""quantitative-properties"": 2, ""social-relations"": 15}","{""antonym"": 19, ""material"": 9, ""negation"": 1, ""other"": 1, ""variable swap"": 16}","{""all_content_mean_count_mean"": 1896.1498274672188, ""all_content_mean_count_median"": 1511.1666666666667, ""concept_min_count_mean"": 362.2826086956522, ""concept_min_count_median"": 149.0, ""context_diff_min_count_mean"": 1088.4074074074074, ""context_diff_min_count_median"": 265.0, ""contrast_term_anywhere_frac"": 0.391304347826087, ""contrast_term_in_context_diff_frac"": 0.17391304347826086, ""legal16_context_frac_lt50_mean"": 0.00016983695652173913, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.1104174175684473, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 46, ""target_diff_min_count_mean"": 286.30555555555554, ""target_diff_min_count_median"": 24.0}"
0010100,45,0.005907062221055395,0,0,1,0,1,0,0,"{""agent-properties"": 8, ""material-dynamics"": 7, ""physical-interactions"": 5, ""physical-relations"": 5, ""social-relations"": 7}","{""antonym"": 27, ""material"": 7, ""negation"": 2, ""other"": 5, ""variable swap"": 4}","{""all_content_mean_count_mean"": 1974.6732098765433, ""all_content_mean_count_median"": 1466.4285714285713, ""concept_min_count_mean"": 746.1555555555556, ""concept_min_count_median"": 160.0, ""context_diff_min_count_mean"": 910.25, ""context_diff_min_count_median"": 468.0, ""contrast_term_anywhere_frac"": 0.35555555555555557, ""contrast_term_in_context_diff_frac"": 0.2222222222222222, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06224112307445641, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 45, ""target_diff_min_count_mean"": 408.62857142857143, ""target_diff_min_count_median"": 70.0}"
1111001,45,0.005907062221055395,1,1,1,1,0,0,1,"{""agent-properties"": 7, ""material-dynamics"": 8, ""physical-interactions"": 6, ""social-properties"": 5, ""social-relations"": 11}","{""antonym"": 22, ""material"": 9, ""number"": 2, ""other"": 7, ""variable swap"": 5}","{""all_content_mean_count_mean"": 1640.4022358505692, ""all_content_mean_count_median"": 934.625, ""concept_min_count_mean"": 659.5555555555555, ""concept_min_count_median"": 149.0, ""context_diff_min_count_mean"": 518.525, ""context_diff_min_count_median"": 96.0, ""contrast_term_anywhere_frac"": 0.4444444444444444, ""contrast_term_in_context_diff_frac"": 0.28888888888888886, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08888655114380874, ""legal40_context_frac_lt50_median"": 0.08695652173913043, ""n"": 45, ""target_diff_min_count_mean"": 585.3243243243244, ""target_diff_min_count_median"": 31.0}"
0110111,44,0.005775794171698608,0,1,1,0,1,1,1,"{""agent-properties"": 10, ""material-dynamics"": 6, ""material-properties"": 3, ""physical-relations"": 10, ""social-relations"": 8}","{""antonym"": 22, ""material"": 6, ""negation"": 2, ""variable swap"": 11, ""variable_swap"": 2}","{""all_content_mean_count_mean"": 1691.5589375901875, ""all_content_mean_count_median"": 1046.0, ""concept_min_count_mean"": 898.25, ""concept_min_count_median"": 236.0, ""context_diff_min_count_mean"": 594.4516129032259, ""context_diff_min_count_median"": 619.0, ""contrast_term_anywhere_frac"": 0.5, ""contrast_term_in_context_diff_frac"": 0.3409090909090909, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.048001848629839056, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 44, ""target_diff_min_count_mean"": 223.24, ""target_diff_min_count_median"": 24.0}"
0111110,44,0.005775794171698608,0,1,1,1,1,1,0,"{""agent-properties"": 19, ""material-dynamics"": 4, ""physical-interactions"": 6, ""physical-relations"": 3, ""social-relations"": 8}","{""antonym"": 21, ""material"": 4, ""negation"": 2, ""other"": 3, ""variable swap"": 14}","{""all_content_mean_count_mean"": 2055.9663788862654, ""all_content_mean_count_median"": 996.2, ""concept_min_count_mean"": 1493.2380952380952, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 534.3142857142857, ""context_diff_min_count_median"": 20.0, ""contrast_term_anywhere_frac"": 0.4090909090909091, ""contrast_term_in_context_diff_frac"": 0.20454545454545456, ""legal16_context_frac_lt50_mean"": 0.0009765625, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09372412903495791, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 44, ""target_diff_min_count_mean"": 322.6666666666667, ""target_diff_min_count_median"": 73.0}"
1010000,43,0.005644526122341822,1,0,1,0,0,0,0,"{""agent-properties"": 5, ""physical-interactions"": 7, ""social-properties"": 5, ""social-relations"": 7, ""spatial-relations"": 7}","{""antonym"": 26, ""material"": 4, ""negation"": 1, ""variable swap"": 10, ""variable_swap"": 2}","{""all_content_mean_count_mean"": 1608.225812107789, ""all_content_mean_count_median"": 1123.857142857143, ""concept_min_count_mean"": 682.2790697674419, ""concept_min_count_median"": 416.0, ""context_diff_min_count_mean"": 1779.2592592592594, ""context_diff_min_count_median"": 436.0, ""contrast_term_anywhere_frac"": 0.4186046511627907, ""contrast_term_in_context_diff_frac"": 0.06976744186046512, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10129079253746257, ""legal40_context_frac_lt50_median"": 0.07894736842105263, ""n"": 43, ""target_diff_min_count_mean"": 607.9032258064516, ""target_diff_min_count_median"": 136.0}"
0000110,42,0.005513258072985036,0,0,0,0,1,1,0,"{""agent-properties"": 9, ""material-dynamics"": 5, ""physical-relations"": 4, ""social-properties"": 5, ""social-relations"": 12}","{""antonym"": 26, ""material"": 5, ""negation"": 1, ""other"": 4, ""variable swap"": 5}","{""all_content_mean_count_mean"": 1809.3754148629148, ""all_content_mean_count_median"": 1300.375, ""concept_min_count_mean"": 311.6190476190476, ""concept_min_count_median"": 127.0, ""context_diff_min_count_mean"": 750.8333333333334, ""context_diff_min_count_median"": 97.0, ""contrast_term_anywhere_frac"": 0.14285714285714285, ""contrast_term_in_context_diff_frac"": 0.047619047619047616, ""legal16_context_frac_lt50_mean"": 9.300595238095238e-05, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06531032668250714, ""legal40_context_frac_lt50_median"": 0.07142857142857142, ""n"": 42, ""target_diff_min_count_mean"": 47.57142857142857, ""target_diff_min_count_median"": 22.0}"
0011010,42,0.005513258072985036,0,0,1,1,0,1,0,"{""agent-properties"": 20, ""physical-interactions"": 2, ""social-properties"": 7, ""social-relations"": 5, ""spatial-relations"": 4}","{""antonym"": 29, ""material"": 1, ""other"": 2, ""variable swap"": 10}","{""all_content_mean_count_mean"": 3401.686054421769, ""all_content_mean_count_median"": 2901.4, ""concept_min_count_mean"": 362.7073170731707, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 943.34375, ""context_diff_min_count_median"": 1540.0, ""contrast_term_anywhere_frac"": 0.7619047619047619, ""contrast_term_in_context_diff_frac"": 0.47619047619047616, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.071816725372626, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 42, ""target_diff_min_count_mean"": 441.7931034482759, ""target_diff_min_count_median"": 35.0}"
1101110,42,0.005513258072985036,1,1,0,1,1,1,0,"{""agent-properties"": 5, ""material-dynamics"": 10, ""physical-relations"": 6, ""quantitative-properties"": 3, ""social-relations"": 7}","{""antonym"": 18, ""material"": 11, ""negation"": 3, ""other"": 3, ""variable swap"": 6}","{""all_content_mean_count_mean"": 1553.088164811379, ""all_content_mean_count_median"": 1264.25, ""concept_min_count_mean"": 413.0975609756098, ""concept_min_count_median"": 160.0, ""context_diff_min_count_mean"": 588.6969696969697, ""context_diff_min_count_median"": 199.0, ""contrast_term_anywhere_frac"": 0.5, ""contrast_term_in_context_diff_frac"": 0.30952380952380953, ""legal16_context_frac_lt50_mean"": 9.300595238095238e-05, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10470758935671216, ""legal40_context_frac_lt50_median"": 0.125, ""n"": 42, ""target_diff_min_count_mean"": 377.1764705882353, ""target_diff_min_count_median"": 31.0}"
0000111,41,0.005381990023628249,0,0,0,0,1,1,1,"{""agent-properties"": 9, ""material-dynamics"": 10, ""physical-relations"": 6, ""social-properties"": 4, ""social-relations"": 4}","{""antonym"": 17, ""material"": 11, ""negation"": 3, ""other"": 3, ""variable swap"": 7}","{""all_content_mean_count_mean"": 2128.418157181572, ""all_content_mean_count_median"": 1296.857142857143, ""concept_min_count_mean"": 359.8536585365854, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 1226.875, ""context_diff_min_count_median"": 74.0, ""contrast_term_anywhere_frac"": 0.6341463414634146, ""contrast_term_in_context_diff_frac"": 0.3170731707317073, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08025903010213835, ""legal40_context_frac_lt50_median"": 0.08333333333333333, ""n"": 41, ""target_diff_min_count_mean"": 135.03571428571428, ""target_diff_min_count_median"": 24.0}"
0010001,41,0.005381990023628249,0,0,1,0,0,0,1,"{""agent-properties"": 14, ""material-dynamics"": 7, ""physical-interactions"": 6, ""physical-relations"": 4, ""social-relations"": 4}","{""antonym"": 24, ""material"": 7, ""negation"": 2, ""other"": 2, ""variable swap"": 6}","{""all_content_mean_count_mean"": 1629.2816237285751, ""all_content_mean_count_median"": 1367.7142857142858, ""concept_min_count_mean"": 1041.1951219512196, ""concept_min_count_median"": 261.0, ""context_diff_min_count_mean"": 435.77142857142854, ""context_diff_min_count_median"": 252.0, ""contrast_term_anywhere_frac"": 0.2926829268292683, ""contrast_term_in_context_diff_frac"": 0.0975609756097561, ""legal16_context_frac_lt50_mean"": 0.00019054878048780488, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10027783471112021, ""legal40_context_frac_lt50_median"": 0.058823529411764705, ""n"": 41, ""target_diff_min_count_mean"": 368.84375, ""target_diff_min_count_median"": 120.0}"
1101000,40,0.005250721974271462,1,1,0,1,0,0,0,"{""agent-properties"": 10, ""material-dynamics"": 11, ""physical-interactions"": 4, ""physical-relations"": 7, ""social-interactions"": 2}","{""antonym"": 13, ""material"": 11, ""negation"": 4, ""other"": 1, ""variable swap"": 11}","{""all_content_mean_count_mean"": 1641.5070833333334, ""all_content_mean_count_median"": 1254.142857142857, ""concept_min_count_mean"": 373.5263157894737, ""concept_min_count_median"": 226.0, ""context_diff_min_count_mean"": 1149.44, ""context_diff_min_count_median"": 92.0, ""contrast_term_anywhere_frac"": 0.525, ""contrast_term_in_context_diff_frac"": 0.15, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07536967418546366, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 40, ""target_diff_min_count_mean"": 247.6206896551724, ""target_diff_min_count_median"": 35.0}"
1101101,40,0.005250721974271462,1,1,0,1,1,0,1,"{""agent-properties"": 9, ""material-dynamics"": 2, ""physical-interactions"": 4, ""social-properties"": 3, ""social-relations"": 19}","{""antonym"": 19, ""material"": 2, ""negation"": 2, ""other"": 3, ""variable swap"": 14}","{""all_content_mean_count_mean"": 1029.6478472222223, ""all_content_mean_count_median"": 695.25, ""concept_min_count_mean"": 197.02631578947367, ""concept_min_count_median"": 22.0, ""context_diff_min_count_mean"": 525.4545454545455, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.375, ""contrast_term_in_context_diff_frac"": 0.225, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.1271203007518797, ""legal40_context_frac_lt50_median"": 0.14285714285714285, ""n"": 40, ""target_diff_min_count_mean"": 110.21212121212122, ""target_diff_min_count_median"": 6.0}"
0001010,39,0.005119453924914676,0,0,0,1,0,1,0,"{""agent-properties"": 10, ""material-dynamics"": 1, ""quantitative-properties"": 2, ""social-properties"": 6, ""social-relations"": 16}","{""antonym"": 13, ""material"": 1, ""number"": 1, ""other"": 2, ""variable swap"": 21}","{""all_content_mean_count_mean"": 2010.1221815221816, ""all_content_mean_count_median"": 876.6666666666666, ""concept_min_count_mean"": 564.0512820512821, ""concept_min_count_median"": 261.0, ""context_diff_min_count_mean"": 1027.5238095238096, ""context_diff_min_count_median"": 561.0, ""contrast_term_anywhere_frac"": 0.4358974358974359, ""contrast_term_in_context_diff_frac"": 0.20512820512820512, ""legal16_context_frac_lt50_mean"": 0.00040064102564102563, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09246175393234217, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 39, ""target_diff_min_count_mean"": 471.3030303030303, ""target_diff_min_count_median"": 10.0}"
0101011,39,0.005119453924914676,0,1,0,1,0,1,1,"{""agent-properties"": 5, ""material-dynamics"": 5, ""physical-interactions"": 2, ""physical-relations"": 12, ""social-relations"": 5}","{""active-passive"": 2, ""antonym"": 24, ""material"": 6, ""negation"": 2, ""other"": 5}","{""all_content_mean_count_mean"": 1922.3926295926294, ""all_content_mean_count_median"": 1488.8333333333333, ""concept_min_count_mean"": 935.6756756756756, ""concept_min_count_median"": 160.0, ""context_diff_min_count_mean"": 1231.4117647058824, ""context_diff_min_count_median"": 619.0, ""contrast_term_anywhere_frac"": 0.3076923076923077, ""contrast_term_in_context_diff_frac"": 0.1794871794871795, ""legal16_context_frac_lt50_mean"": 0.00020032051282051281, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.05407779641525772, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 39, ""target_diff_min_count_mean"": 251.84848484848484, ""target_diff_min_count_median"": 73.0}"
0010101,38,0.004988185875557889,0,0,1,0,1,0,1,"{""agent-properties"": 9, ""material-dynamics"": 11, ""physical-interactions"": 4, ""quantitative-properties"": 4, ""social-relations"": 7}","{""antonym"": 18, ""material"": 11, ""negation"": 2, ""other"": 7}","{""all_content_mean_count_mean"": 1658.6489348370928, ""all_content_mean_count_median"": 1341.3333333333333, ""concept_min_count_mean"": 575.8947368421053, ""concept_min_count_median"": 127.0, ""context_diff_min_count_mean"": 612.6944444444445, ""context_diff_min_count_median"": 68.0, ""contrast_term_anywhere_frac"": 0.5526315789473685, ""contrast_term_in_context_diff_frac"": 0.42105263157894735, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.05780616657164645, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 38, ""target_diff_min_count_mean"": 482.1470588235294, ""target_diff_min_count_median"": 21.0}"
1000110,38,0.004988185875557889,1,0,0,0,1,1,0,"{""agent-properties"": 3, ""material-dynamics"": 18, ""physical-interactions"": 2, ""social-interactions"": 4, ""social-properties"": 5}","{""antonym"": 12, ""material"": 18, ""other"": 3, ""variable swap"": 2, ""variable_swap"": 2}","{""all_content_mean_count_mean"": 1507.233812751576, ""all_content_mean_count_median"": 1324.5, ""concept_min_count_mean"": 201.39473684210526, ""concept_min_count_median"": 146.0, ""context_diff_min_count_mean"": 393.0571428571429, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.34210526315789475, ""contrast_term_in_context_diff_frac"": 0.3157894736842105, ""legal16_context_frac_lt50_mean"": 0.00020559210526315788, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07033394655604204, ""legal40_context_frac_lt50_median"": 0.05263157894736842, ""n"": 38, ""target_diff_min_count_mean"": 93.0, ""target_diff_min_count_median"": 24.0}"
1001001,38,0.004988185875557889,1,0,0,1,0,0,1,"{""agent-properties"": 4, ""material-dynamics"": 8, ""material-properties"": 4, ""social-relations"": 8, ""spatial-relations"": 7}","{""antonym"": 15, ""material"": 8, ""negation"": 1, ""other"": 2, ""variable swap"": 12}","{""all_content_mean_count_mean"": 984.0052213868003, ""all_content_mean_count_median"": 1059.0, ""concept_min_count_mean"": 463.9189189189189, ""concept_min_count_median"": 416.0, ""context_diff_min_count_mean"": 450.17857142857144, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.5, ""contrast_term_in_context_diff_frac"": 0.18421052631578946, ""legal16_context_frac_lt50_mean"": 0.0006167763157894736, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09885400599551471, ""legal40_context_frac_lt50_median"": 0.09090909090909091, ""n"": 38, ""target_diff_min_count_mean"": 263.35483870967744, ""target_diff_min_count_median"": 40.0}"
1111000,38,0.004988185875557889,1,1,1,1,0,0,0,"{""agent-properties"": 8, ""material-properties"": 3, ""physical-dynamics"": 5, ""physical-relations"": 8, ""social-relations"": 5}","{""antonym"": 25, ""game"": 1, ""material"": 4, ""negation"": 2, ""variable swap"": 5}","{""all_content_mean_count_mean"": 1681.6362886382624, ""all_content_mean_count_median"": 947.2, ""concept_min_count_mean"": 1099.388888888889, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 606.96875, ""context_diff_min_count_median"": 71.0, ""contrast_term_anywhere_frac"": 0.42105263157894735, ""contrast_term_in_context_diff_frac"": 0.23684210526315788, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0718770631822523, ""legal40_context_frac_lt50_median"": 0.05555555555555555, ""n"": 38, ""target_diff_min_count_mean"": 467.88461538461536, ""target_diff_min_count_median"": 34.0}"
0001100,37,0.004856917826201103,0,0,0,1,1,0,0,"{""agent-properties"": 6, ""material-dynamics"": 2, ""physical-relations"": 8, ""quantitative-properties"": 5, ""social-relations"": 12}","{""antonym"": 23, ""material"": 2, ""negation"": 3, ""number"": 3, ""other"": 4}","{""all_content_mean_count_mean"": 2024.6742121992122, ""all_content_mean_count_median"": 2134.0, ""concept_min_count_mean"": 1024.6486486486488, ""concept_min_count_median"": 160.0, ""context_diff_min_count_mean"": 1074.0333333333333, ""context_diff_min_count_median"": 416.0, ""contrast_term_anywhere_frac"": 0.40540540540540543, ""contrast_term_in_context_diff_frac"": 0.2702702702702703, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07077487669592933, ""legal40_context_frac_lt50_median"": 0.023809523809523808, ""n"": 37, ""target_diff_min_count_mean"": 971.3548387096774, ""target_diff_min_count_median"": 70.0}"
0000101,36,0.0047256497768443165,0,0,0,0,1,0,1,"{""agent-properties"": 7, ""physical-interactions"": 3, ""social-properties"": 2, ""social-relations"": 12, ""spatial-relations"": 6}","{""antonym"": 17, ""game"": 1, ""negation"": 2, ""other"": 1, ""variable swap"": 14}","{""all_content_mean_count_mean"": 2080.545535714286, ""all_content_mean_count_median"": 1069.875, ""concept_min_count_mean"": 315.8611111111111, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 461.10526315789474, ""context_diff_min_count_median"": 236.0, ""contrast_term_anywhere_frac"": 0.4722222222222222, ""contrast_term_in_context_diff_frac"": 0.1388888888888889, ""legal16_context_frac_lt50_mean"": 0.0003255208333333333, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09523997784553266, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 36, ""target_diff_min_count_mean"": 145.8, ""target_diff_min_count_median"": 24.0}"
0101010,36,0.0047256497768443165,0,1,0,1,0,1,0,"{""agent-properties"": 9, ""physical-dynamics"": 3, ""physical-relations"": 8, ""quantitative-properties"": 3, ""social-relations"": 5}","{""antonym"": 22, ""number"": 2, ""other"": 3, ""variable swap"": 9}","{""all_content_mean_count_mean"": 2830.465667588584, ""all_content_mean_count_median"": 2339.8888888888887, ""concept_min_count_mean"": 1353.4411764705883, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 982.12, ""context_diff_min_count_median"": 619.0, ""contrast_term_anywhere_frac"": 0.5833333333333334, ""contrast_term_in_context_diff_frac"": 0.2222222222222222, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.04165564373897707, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 36, ""target_diff_min_count_mean"": 693.4814814814815, ""target_diff_min_count_median"": 35.0}"
1010101,35,0.004594381727487529,1,0,1,0,1,0,1,"{""agent-properties"": 12, ""material-dynamics"": 8, ""physical-interactions"": 3, ""physical-relations"": 2, ""social-relations"": 5}","{""active-passive"": 2, ""antonym"": 13, ""material"": 8, ""other"": 3, ""variable swap"": 8}","{""all_content_mean_count_mean"": 2498.9374149659866, ""all_content_mean_count_median"": 2900.0, ""concept_min_count_mean"": 507.57142857142856, ""concept_min_count_median"": 323.0, ""context_diff_min_count_mean"": 758.88, ""context_diff_min_count_median"": 92.0, ""contrast_term_anywhere_frac"": 0.42857142857142855, ""contrast_term_in_context_diff_frac"": 0.14285714285714285, ""legal16_context_frac_lt50_mean"": 0.00011160714285714285, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07742807649375538, ""legal40_context_frac_lt50_median"": 0.058823529411764705, ""n"": 35, ""target_diff_min_count_mean"": 534.04, ""target_diff_min_count_median"": 133.0}"
