arm,architecture,seed,role,checkpoint,words,family,score,payload,description,reason,path
roberta_repeat,,,,chck_70M,70000000,COMPS,,,,payload_missing,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_70M.json
roberta_repeat,,,,chck_70M,70000000,Reading,,,,payload_missing,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_70M.json
roberta_repeat,roberta,43022,R,chck_80M,80000000,BLiMP,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_80M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_80M,80000000,Supplement,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_80M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_80M,80000000,EWoK,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_80M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_80M,80000000,COMPS,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_80M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_80M,80000000,Reading,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_80M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_90M,90000000,BLiMP,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_90M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_90M,90000000,Supplement,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_90M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_90M,90000000,EWoK,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_90M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_90M,90000000,COMPS,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_90M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_90M,90000000,Reading,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_90M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_100M,100000000,BLiMP,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_100M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_100M,100000000,Supplement,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_100M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_100M,100000000,EWoK,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_100M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_100M,100000000,COMPS,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_100M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
roberta_repeat,roberta,43022,R,chck_100M,100000000,Reading,,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_100M.json,RoBERTa MAX exact-repeat arm; currently late Entity only unless further scored,task_missing_or_no_score,
