family,rank_abs,feature,feature_group,contribution_to_profile_js_child_minus_adult,sign,child_js_contribution,adult_js_contribution
Entity,28,open_len:8-11,open_class_abstract_shape,0.0022429854096900894,positive_child_block_farther,0.0023803817256428175,0.00013739631595272787
Entity,29,sent_len:1-5,sentence_length,0.00220613244955514,positive_child_block_farther,0.003236541965043127,0.0010304095154879869
Entity,30,format:bracketed_stage_or_note,transcript_or_markup_format,0.0021549053967895764,positive_child_block_farther,0.0022158649704629965,6.095957367342023e-05
Entity,31,func_word:i,function_word_identity,0.002079743099365465,positive_child_block_farther,0.004049602918129521,0.0019698598187640566
Entity,32,func_word:was,function_word_identity,-0.001988914635901648,negative_adult_block_farther,0.000980792691844277,0.002969707327745925
Entity,33,sent_len:21-35,sentence_length,-0.0017509486823794815,negative_adult_block_farther,0.0005028980324704182,0.0022538467148498996
Entity,34,punct:sentence_.,punctuation,-0.0016824596325377746,negative_adult_block_farther,8.337065178297149e-05,0.0017658302843207461
Entity,35,punct:dash,punctuation,-0.001610680315469089,negative_adult_block_farther,0.0016912658971917909,0.00330194621266088
Entity,36,func_word:from,function_word_identity,0.0015426926479139664,positive_child_block_farther,0.006583482604503755,0.005040789956589789
Entity,37,func_word:what,function_word_identity,0.0013663525475542315,positive_child_block_farther,0.0017636026998610818,0.0003972501523068502
Entity,38,open_suffix:ly,open_class_abstract_shape,-0.001224517839425399,negative_adult_block_farther,0.0008726019956780333,0.0020971198351034323
Entity,39,func_word:he,function_word_identity,-0.0011719962767858028,negative_adult_block_farther,0.0010897696576047523,0.002261765934390555
Entity,40,func_cat:wh,function_category,0.0011551739428487472,positive_child_block_farther,0.0036850883342438336,0.0025299143913950863
