sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,input_form,add_special_tokens,n_target_tokens,n_masked,target_truncated_right,input_content_len,min_masked_input_edge_distance,mean_masked_input_edge_distance,min_masked_target_edge_distance,mean_masked_target_edge_distance,masked_target_edge_bins,loss,endpoint,endpoint_path,description
r0027_s01,bnc_spoken,920000027,27,11,160,230,286,row_context,no_special,False,12,3,False,198,55,59.0,0,0.3333333333333333,0_edge_token;1;0_edge_token,4.276688098907471,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0027_s03,bnc_spoken,920000027,27,9,160,413,462,row_context,no_special,False,10,3,False,198,92,93.66666666666667,2,3.3333333333333335,4-7;4-7;2-3,0.16167505085468292,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0027_s04,bnc_spoken,920000027,27,13,160,583,648,row_context,no_special,False,18,3,False,198,49,52.666666666666664,1,5.333333333333333,1;8-15;4-7,0.2299065738916397,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0027_s06,bnc_spoken,920000027,27,12,160,774,830,row_context,no_special,False,12,2,False,198,2,6.5,0,1.0,0_edge_token;2-3,4.668866157531738,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0029_s01,bnc_spoken,920000029,29,10,160,196,240,row_context,no_special,False,11,1,False,199,53,53.0,0,0.0,0_edge_token,2.3207411766052246,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0029_s02,bnc_spoken,920000029,29,8,160,265,297,row_context,no_special,False,10,2,False,199,72,74.0,1,2.5,1;4-7,0.9147034883499146,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0031_s03,bnc_spoken,920000031,31,8,160,284,333,row_context,no_special,False,10,2,False,194,77,77.5,4,4.0,4-7;4-7,9.13396167755127,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0031_s07,bnc_spoken,920000031,31,10,160,760,805,row_context,no_special,False,12,1,False,194,11,11.0,0,0.0,0_edge_token,2.7242395877838135,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0040_s06,bnc_spoken,920000040,40,15,160,596,670,row_context,no_special,False,18,1,False,177,29,29.0,7,7.0,4-7,1.6514685153961182,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0041_s06,bnc_spoken,920000041,41,23,160,520,615,row_context,no_special,False,25,7,False,195,39,49.285714285714285,0,5.714285714285714,2-3;4-7;8-15;8-15;8-15;1;0_edge_token,3.19722318649292,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0042_s09,bnc_spoken,920000042,42,9,160,747,784,row_context,no_special,False,11,2,False,201,7,7.5,3,3.5,4-7;2-3,0.017300920560956,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0043_s06,bnc_spoken,920000043,43,18,160,697,794,row_context,no_special,False,21,1,False,198,15,15.0,6,6.0,4-7,1.0240305662155151,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0044_s00,bnc_spoken,920000044,44,9,160,0,50,row_context,no_special,False,10,1,False,199,0,0.0,0,0.0,0_edge_token,3.758683204650879,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0045_s04,bnc_spoken,920000045,45,8,160,443,483,row_context,no_special,False,9,3,False,196,88,89.66666666666667,1,2.3333333333333335,1;2-3;4-7,3.8921306133270264,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0045_s07,bnc_spoken,920000045,45,10,160,592,645,row_context,no_special,False,14,3,False,196,45,51.0,0,2.3333333333333335,0_edge_token;4-7;1,1.0782197713851929,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0045_s08,bnc_spoken,920000045,45,29,160,679,832,row_context,no_special,False,31,6,False,196,6,15.0,2,7.333333333333333,4-7;8-15;8-15;8-15;4-7;2-3,6.042699813842773,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0046_s07,bnc_spoken,920000046,46,12,160,612,678,row_context,no_special,False,14,1,False,190,47,47.0,4,4.0,4-7,1.402696132659912,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0047_s01,bnc_spoken,920000047,47,9,160,74,128,row_context,no_special,False,10,2,False,196,18,18.5,2,2.5,2-3;2-3,3.0570731163024902,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0047_s02,bnc_spoken,920000047,47,9,160,152,199,row_context,no_special,False,10,2,False,196,33,33.5,1,1.5,1;2-3,2.7682528495788574,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0047_s03,bnc_spoken,920000047,47,12,160,200,254,row_context,no_special,False,15,1,False,196,42,42.0,0,0.0,0_edge_token,2.697510242462158,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0048_s06,bnc_spoken,920000048,48,8,160,551,589,row_context,no_special,False,11,2,False,202,66,68.5,1,2.5,1;4-7,0.8654074668884277,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0049_s06,bnc_spoken,920000049,49,10,160,512,554,row_context,no_special,False,11,1,False,195,72,72.0,0,0.0,0_edge_token,4.584754943847656,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0052_s06,bnc_spoken,920000052,52,26,160,667,784,row_context,no_special,False,30,4,False,202,5,8.75,5,8.75,8-15;8-15;4-7;4-7,0.8859366774559021,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0058_s04,bnc_spoken,920000058,58,12,160,575,637,row_context,no_special,False,23,1,False,211,56,56.0,2,2.0,2-3,7.272681713104248,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0060_s05,bnc_spoken,920000060,60,14,160,534,593,row_context,no_special,False,15,2,False,186,43,44.0,2,3.0,4-7;2-3,0.1589186191558838,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0062_s01,bnc_spoken,920000062,62,15,160,123,195,row_context,no_special,False,16,2,False,188,34,38.5,2,3.0,4-7;2-3,1.2918071746826172,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0064_s01,bnc_spoken,920000064,64,28,160,97,226,row_context,no_special,False,30,9,False,178,21,30.11111111111111,0,6.444444444444445,0_edge_token;1;2-3;4-7;4-7;8-15;8-15;8-15;4-7,4.00949239730835,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0066_s03,bnc_spoken,920000066,66,14,160,451,519,row_context,no_special,False,17,1,False,183,73,73.0,4,4.0,4-7,1.4408352375030518,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0067_s02,bnc_spoken,920000067,67,28,160,135,266,row_context,no_special,False,33,3,False,196,51,55.0,2,9.0,8-15;8-15;2-3,2.017103910446167,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0067_s05,bnc_spoken,920000067,67,14,160,477,546,row_context,no_special,False,17,4,False,196,70,74.25,0,3.75,0_edge_token;2-3;4-7;8-15,4.276902198791504,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0067_s08,bnc_spoken,920000067,67,10,160,718,774,row_context,no_special,False,16,4,False,196,18,19.5,3,4.5,2-3;4-7;4-7;4-7,4.801056861877441,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0069_s09,bnc_spoken,920000069,69,12,160,711,777,row_context,no_special,False,15,2,False,199,16,17.5,4,5.5,4-7;4-7,3.3142471313476562,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0070_s01,bnc_spoken,920000070,70,10,160,114,154,row_context,no_special,False,13,1,False,224,36,36.0,4,4.0,4-7,0.012727460823953152,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0070_s02,bnc_spoken,920000070,70,8,160,193,236,row_context,no_special,False,11,1,False,224,57,57.0,0,0.0,0_edge_token,7.570753574371338,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0073_s01,bnc_spoken,920000073,73,17,160,118,200,row_context,no_special,False,22,4,False,198,36,40.5,5,6.75,4-7;8-15;8-15;4-7,2.2744314670562744,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0073_s07,bnc_spoken,920000073,73,10,160,670,729,row_context,no_special,False,10,1,False,198,24,24.0,1,1.0,1,2.424041748046875,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0075_s00,bnc_spoken,920000075,75,10,160,0,49,row_context,no_special,False,13,2,False,187,8,9.5,1,2.5,4-7;1,2.2435173988342285,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0079_s01,bnc_spoken,920000079,79,22,160,96,194,row_context,no_special,False,24,2,False,191,39,42.5,2,5.5,8-15;2-3,8.131314277648926,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0079_s02,bnc_spoken,920000079,79,30,160,195,336,row_context,no_special,False,38,3,False,191,65,74.33333333333333,1,10.0,16+;8-15;1,1.1214134693145752,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0080_s00,bnc_spoken,920000080,80,29,160,0,135,row_context,no_special,False,33,4,False,191,1,7.0,1,7.0,1;4-7;8-15;8-15,1.8973541259765625,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0081_s06,bnc_spoken,920000081,81,12,160,577,633,row_context,no_special,False,16,2,False,189,46,50.5,2,3.0,4-7;2-3,0.6048388481140137,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0082_s03,bnc_spoken,920000082,82,14,160,198,264,row_context,no_special,False,17,1,False,196,49,49.0,0,0.0,0_edge_token,3.575963020324707,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0082_s05,bnc_spoken,920000082,82,32,160,431,597,row_context,no_special,False,39,7,False,196,54,77.57142857142857,2,7.571428571428571,2-3;4-7;8-15;8-15;8-15;8-15;2-3,5.049365043640137,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0085_s03,bnc_spoken,920000085,85,13,160,371,431,row_context,no_special,False,16,2,False,186,79,80.0,0,1.0,2-3;0_edge_token,4.4273552894592285,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0087_s00,bnc_spoken,920000087,87,10,160,0,59,row_context,no_special,False,12,1,False,185,7,7.0,4,4.0,4-7,0.9684070348739624,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0087_s05,bnc_spoken,920000087,87,12,160,525,580,row_context,no_special,False,14,3,False,185,53,58.333333333333336,2,2.6666666666666665,2-3;4-7;2-3,4.168416500091553,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0088_s00,bnc_spoken,920000088,88,16,160,14,84,row_context,no_special,False,17,1,False,190,12,12.0,7,7.0,4-7,0.0036512629594653845,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0090_s00,bnc_spoken,920000090,90,13,160,0,67,row_context,no_special,False,15,1,False,193,8,8.0,6,6.0,4-7,8.226619720458984,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0091_s02,bnc_spoken,920000091,91,34,160,265,412,row_context,no_special,False,36,2,False,189,60,77.0,0,0.5,1;0_edge_token,2.0001885890960693,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0092_s00,bnc_spoken,920000092,92,23,160,27,133,row_context,no_special,False,25,2,False,184,13,16.5,7,8.5,4-7;8-15,0.14396676421165466,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0097_s02,bnc_spoken,920000097,97,11,160,415,477,row_context,no_special,False,14,2,False,199,98,98.5,2,2.5,2-3;2-3,1.8866807222366333,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0098_s05,bnc_spoken,920000098,98,12,160,352,412,row_context,no_special,False,15,3,False,183,86,87.0,1,2.0,1;2-3;2-3,5.55518102645874,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0098_s07,bnc_spoken,920000098,98,18,160,554,644,row_context,no_special,False,20,4,False,183,37,41.0,5,6.5,4-7;8-15;4-7;4-7,2.844411611557007,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0099_s03,bnc_spoken,920000099,99,21,160,366,478,row_context,no_special,False,25,3,False,194,84,85.66666666666667,1,2.6666666666666665,1;2-3;4-7,4.197727680206299,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0100_s06,bnc_spoken,920000100,100,10,160,732,796,row_context,no_special,False,16,1,False,203,16,16.0,1,1.0,1,14.739471435546875,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0102_s01,bnc_spoken,920000102,102,14,160,205,284,row_context,no_special,False,18,2,False,198,47,48.5,2,3.5,2-3;4-7,0.6450119614601135,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0102_s05,bnc_spoken,920000102,102,45,160,557,762,row_context,no_special,False,55,7,False,198,14,36.142857142857146,4,17.285714285714285,8-15;16+;16+;16+;16+;16+;4-7,2.2071642875671387,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0104_s03,bnc_spoken,920000104,104,27,160,440,579,row_context,no_special,False,41,6,False,211,55,69.16666666666667,0,7.833333333333333,8-15;8-15;16+;4-7;2-3;0_edge_token,3.9365007877349854,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0108_s04,bnc_spoken,920000108,108,45,160,573,801,row_context,no_special,False,52,8,False,192,8,32.25,6,12.875,4-7;4-7;8-15;8-15;16+;16+;16+;8-15,2.9595868587493896,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0109_s01,bnc_spoken,920000109,109,19,160,46,160,row_context,no_special,False,24,1,False,193,18,18.0,4,4.0,4-7,0.2596881687641144,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0109_s02,bnc_spoken,920000109,109,18,160,161,250,row_context,no_special,False,22,4,False,193,38,47.25,0,2.75,0_edge_token;2-3;4-7;2-3,2.5420572757720947,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0110_s02,bnc_spoken,920000110,110,27,160,351,506,row_context,no_special,False,28,6,False,191,78,87.66666666666667,1,6.833333333333333,1;4-7;8-15;8-15;8-15;4-7,2.522873640060425,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0115_s01,bnc_spoken,920000115,115,23,160,81,214,row_context,no_special,False,32,6,False,216,23,36.666666666666664,2,7.0,4-7;8-15;8-15;4-7;2-3;2-3,4.655929088592529,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0117_s03,bnc_spoken,920000117,117,41,160,408,621,row_context,no_special,False,55,6,False,211,57,82.5,0,14.833333333333334,8-15;16+;16+;16+;8-15;0_edge_token,5.786387920379639,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0121_s05,bnc_spoken,920000121,121,9,160,661,720,row_context,no_special,False,12,2,False,215,56,57.5,2,3.5,4-7;2-3,5.952621936798096,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0122_s01,bnc_spoken,920000122,122,45,160,65,285,row_context,no_special,False,54,9,False,198,19,47.888888888888886,0,11.222222222222221,0_edge_token;8-15;16+;16+;16+;16+;8-15;2-3;1,2.6670217514038086,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0124_s02,bnc_spoken,920000124,124,36,160,445,637,row_context,no_special,False,48,8,False,201,48,69.125,0,13.875,0_edge_token;16+;16+;16+;16+;16+;8-15;2-3,4.495284557342529,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0130_s03,bnc_spoken,920000130,130,45,160,414,653,row_context,no_special,False,54,5,False,191,46,63.6,0,15.0,0_edge_token;16+;16+;16+;8-15,4.0235676765441895,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0131_s02,bnc_spoken,920000131,131,45,160,442,682,row_context,no_special,False,54,7,False,193,47,63.714285714285715,4,17.285714285714285,4-7;8-15;16+;16+;16+;16+;8-15,3.7154574394226074,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0137_s03,bnc_spoken,920000137,137,45,160,351,567,row_context,no_special,False,49,13,False,196,72,84.0,2,12.23076923076923,2-3;8-15;8-15;8-15;8-15;16+;16+;16+;8-15;8-15;8-15;4-7;4-7,3.949129343032837,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0139_s03,bnc_spoken,920000139,139,41,160,306,552,row_context,no_special,False,49,5,False,189,76,85.2,6,15.2,8-15;16+;16+;8-15;4-7,2.250810146331787,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0139_s05,bnc_spoken,920000139,139,26,160,623,761,row_context,no_special,False,31,4,False,189,25,35.0,2,7.5,4-7;8-15;8-15;2-3,1.286553144454956,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0140_s03,bnc_spoken,920000140,140,27,160,364,519,row_context,no_special,False,35,1,False,202,93,93.0,2,2.0,2-3,1.1168757677078247,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0141_s01,bnc_spoken,920000141,141,24,160,114,261,row_context,no_special,False,32,8,False,189,27,35.5,1,6.875,1;4-7;4-7;4-7;8-15;8-15;8-15;4-7,3.486372232437134,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0145_s00,bnc_spoken,920000145,145,45,160,0,245,row_context,no_special,False,50,12,False,194,0,24.75,0,8.083333333333334,0_edge_token;1;2-3;4-7;16+;16+;16+;8-15;8-15;4-7;2-3;0_edge_token,4.48280668258667,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0150_s00,bnc_spoken,920000150,150,45,160,0,264,row_context,no_special,False,63,7,False,205,11,30.857142857142858,9,16.571428571428573,8-15;8-15;16+;16+;16+;8-15;8-15,3.8260738849639893,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0155_s00,bnc_spoken,920000155,155,45,160,0,287,row_context,no_special,False,63,10,False,204,8,34.0,1,15.0,8-15;8-15;16+;16+;16+;16+;16+;8-15;2-3;1,4.509934425354004,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,row_context,no_special,False,31,8,False,204,6,17.125,2,8.125,2-3;4-7;4-7;8-15;8-15;8-15;8-15;4-7,3.0260677337646484,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0156_s04,bnc_spoken,920000156,156,8,160,859,894,row_context,no_special,False,8,1,False,196,7,7.0,0,0.0,0_edge_token,0.16148337721824646,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0158_s05,bnc_spoken,920000158,158,24,160,799,940,row_context,no_special,False,32,8,False,188,3,13.875,3,7.75,4-7;4-7;8-15;8-15;8-15;4-7;4-7;2-3,3.5753586292266846,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
