word,child_aoa,subword_len,char_len,logfreq,official_record_model_aoa,official_refit_model_aoa,per_piece_model_aoa,progress_norm_model_aoa
sink,25.39558925497061,1,4,3.135711583607432,7.37353940406502,7.37353940406502,7.37353940406502,7.373537039046311
sister,27.616276000578306,1,6,5.108397011878751,6.829425321133,6.829425321133,6.829425321133,6.8294240638670045
sit,21.993039748466675,1,3,5.566453403781075,7.495268813370813,7.495268813370813,7.495268813370813,7.495273763267378
sky,24.28770977177167,1,3,4.379586159134521,6.9642988173946625,6.9642988173946625,6.9642988173946625,6.964299030656191
sleep,22.902856230719685,1,5,5.225235790546445,6.9062251270174375,6.9062251270174375,6.9062251270174375,6.906225082883018
sleepy,25.38698259489342,1,6,2.8452000392494434,,,,
slipper,27.842979416757387,1,7,2.0021554477197623,,,,
slow,28.72766020830381,1,4,4.005604419049677,,,,
smile,26.807860010476634,1,5,4.074226885303,,,,
snack,23.280577167712412,1,5,2.5340935606398833,,,,
snow,24.687574502270998,1,4,4.455567481756863,7.02637371667503,7.02637371667503,7.02637371667503,7.026369163086566
snowman,27.12153947133698,1,7,2.510005683843019,,,,
soap,22.847457883648175,1,4,3.0958038272782065,,,,
sock,20.713046206995855,1,4,2.2828924596483096,,,,
soft,26.553159844649922,1,4,4.322873585812649,7.554061549259056,7.554061549259056,7.554061549259056,7.5540558815232615
soup,24.801226241774163,1,4,3.7933520757104673,7.787176002616776,7.787176002616776,7.787176002616776,7.787176498772833
spaghetti,24.726416693619992,1,9,2.80970385482871,7.822243395103142,7.822243395103142,7.822243395103142,7.82224546089591
spill,26.8965204314811,1,5,2.6949649615535547,,,,
splash,25.71250883152326,2,6,1.7925924555319468,7.21810447834056,7.21810447834056,7.218123018376145,7.218119662308752
spoon,20.39908980036582,1,5,4.16363738871805,,,,
squirrel,25.031856679343775,1,8,2.460016100942874,,,,
stairs,24.467643662000622,1,6,3.972271085773503,7.0631663953715815,7.0631663953715815,7.0631663953715815,7.0631530641755385
stand,26.243248085091533,1,5,5.123398343270823,7.365245241042524,7.365245241042524,7.365245241042524,7.36525238541337
star,22.531843509244336,1,4,4.605220184738133,7.347226216783236,7.347226216783236,7.347226216783236,7.3472853353693175
stay,26.49521999749948,1,4,5.617516274498793,6.646634247830845,6.646634247830845,6.646634247830845,6.646657879669046
stick,24.602147570761282,1,5,5.429367558538547,,,,
sticky,26.796949707228837,1,6,2.639414408712072,,,,
stop,22.7025658907012,1,4,5.845007114883038,6.780972423463724,6.780972423463724,6.780972423463724,6.780972745121555
store,24.24553978030457,1,5,4.649234917150192,7.071981062471189,7.071981062471189,7.071981062471189,7.071981216465653
story,24.83326348723299,1,5,5.712097806259915,6.790261426592498,6.790261426592498,6.790261426592498,6.790261104446538
stove,27.921580602893854,1,5,3.2697590351827706,7.0778753850954885,7.0778753850954885,7.0778753850954885,7.0778577844954444
strawberry,23.553803863761342,1,10,2.6104373722352094,,,,
street,25.889294579190338,1,6,5.216591993987644,6.90853840035497,6.90853840035497,6.90853840035497,6.908499801432643
stroller,24.699849125295277,3,8,-0.3495574761698683,6.945124067450687,6.945124067450687,6.945320704167192,6.945401140264481
stuck,26.18224202591845,1,5,4.247137177439788,7.548548493448059,7.548548493448059,7.548548493448059,7.548548763416859
sun,22.620513837393432,1,3,5.165956716907853,6.802669583478176,6.802669583478176,6.802669583478176,6.802669371810455
sweater,25.835012184430894,1,7,2.3030849680356966,,,,
sweep,27.056749400673556,1,5,2.4685231705374764,,,,
swim,24.758145909832024,1,4,3.572486077434088,7.271486188090189,7.271486188090189,7.271486188090189,7.271492832086385
table,23.623454640728905,1,5,5.630871222045353,7.086713659573374,7.086713659573374,7.086713659573374,7.08671810076827
take,26.912440144087405,1,4,6.954261885436218,6.359607468965816,6.359607468965816,6.359607468965816,6.359610456046382
talk,26.1666744723998,1,4,5.976109763473348,7.267621084933593,7.267621084933593,7.267621084933593,7.267593223949834
tape,26.896831500589155,1,4,5.141692795841268,,,,
taste,28.750765928594387,1,5,3.9338823397810394,7.297852323878073,7.297852323878073,7.297852323878073,7.297856974034886
teacher,28.36884966091159,1,7,4.5153001815590486,7.249060722942149,7.249060722942149,7.249060722942149,7.249060229120536
telephone,21.409080313239528,1,9,4.16363738871805,,,,
thirsty,26.1532899496978,1,7,2.7914718092412825,,,,
throw,24.69394529214973,1,5,4.5142055506139975,,,,
tiger,23.871222269718412,1,5,4.223982970339451,,,,
tired,25.834664804067693,1,5,4.597188416246434,7.004381441964626,7.004381441964626,7.004381441964626,7.004381652454345
tissue,24.71696112712117,1,6,2.833507418459159,,,,
toast,24.044372357030184,1,5,3.000968540349237,,,,
today,29.606093090564784,1,5,5.716056835531589,6.867208690081197,6.867208690081197,6.867208690081197,6.867206831941516
toe,21.395570001766806,1,3,3.005930098530437,7.592407425551386,7.592407425551386,7.592407425551386,7.592406914670716
tongue,23.45827047984588,1,6,3.6585491043061023,6.859583239562749,6.859583239562749,6.859583239562749,6.859583350810159
tooth,22.288597086318816,1,5,3.2310020046660415,,,,
toothbrush,21.901510940070903,3,10,1.52714266970727,7.558942395678341,7.558942395678341,7.558945951248645,7.558942626240869
touch,26.191196798431903,1,5,4.6578100733122705,7.482446247245908,7.482446247245908,7.482446247245908,7.4824367021025076
towel,23.4306490143011,1,5,2.7411625525524124,7.0251851805035885,7.0251851805035885,7.0251851805035885,7.025185180509136
tractor,25.528018150602165,1,7,2.3800089899588492,,,,
train,21.08687529603096,1,5,5.072702012845789,,,,
trash,24.991016369949445,2,5,1.7757994496493257,7.077905148552965,7.077905148552965,7.077906107682735,7.077907802654668
tree,20.777050994395196,1,4,5.156206417415475,,,,
truck,19.835819314022853,1,5,4.5549815444048045,7.043858471520975,7.043858471520975,7.043858471520975,7.043855896541589
tummy,21.512549094910526,1,5,2.7150258148386355,,,,
turkey,28.421215607049678,1,6,3.5087055893774406,,,,
turtle,22.67777381718684,1,6,3.949415124645209,,,,
tv,22.01967816083774,1,2,4.561270543698074,,,,
uncle,26.177142576410148,1,5,4.866803414082825,6.995908840878046,6.995908840878046,6.995908840878046,6.995909014074899
vacuum,24.71698629098413,1,6,2.186612916741625,,,,
vitamins,29.851211676176195,1,8,2.1753197419481696,7.695973377468083,7.695973377468083,7.695973377468083,7.695973027584043
wait,26.10356767864079,1,4,5.9261390497191515,6.874407168558398,6.874407168558398,6.874407168558398,6.87440279210549
wake,26.83645044802165,1,4,3.8754627501163434,,,,
walk,22.875757281123708,1,4,4.9746971872906265,6.941555808357936,6.941555808357936,6.941555808357936,6.941555933921743
wash,23.84021130656202,1,4,4.07931552320234,7.878279946823446,7.878279946823446,7.878279946823446,7.878279941307739
wet,22.701452718509607,1,3,3.9416788903356568,,,,
white,26.40244979152026,1,5,5.726864034099522,6.772388586582287,6.772388586582287,6.772388586582287,6.7723884499306735
wind,26.109702397075804,1,4,4.406780221015072,,,,
window,24.902760458259664,1,6,4.8933896140384885,7.0667917627393795,7.0667917627393795,7.0667917627393795,7.066791571323135
windy,27.379365497599913,2,5,1.133013715385442,7.617708560829418,7.617708560829418,7.617726305005015,7.61772859705025
wipe,25.97612193275042,1,4,2.873847085563867,,,,
write,28.395648019984414,1,5,5.5861431786687765,6.8873778387807105,6.8873778387807105,6.8873778387807105,6.887382269717582
yard,29.20563666993601,1,4,3.725813901906999,,,,
yellow,23.813112283182036,1,6,5.506976523661272,7.246304668521285,7.246304668521285,7.246304668521285,7.24630535401367
yogurt,22.623235516304867,1,6,2.0547645539673955,,,,
zipper,24.876762898753164,2,6,1.1002775679871708,,,,
zoo,26.57680972803907,1,3,3.9570919687957242,7.809356932000089,7.809356932000089,7.809356932000089,7.809356406911827
