pair_index,pair_id,probe_id,rewrite_pos,token_class,target_token_id,target_piece,source_token_len,unrelated_source_token_len,neutral_source_token_len,true_source_target_count,unrelated_source_target_count,neutral_source_target_count,true_source_contains_target,unrelated_source_contains_target,neutral_source_contains_target
168,compact:frontier_consolidation_fwcompact_medium_001325,rewritecond:168:2:compact:frontier_consolidation_fwcompact_medium_001325,2,nonoverlap,1480, ext,16,16,16,0,0,0,0,0,0
168,compact:frontier_consolidation_fwcompact_medium_001325,rewritecond:168:7:compact:frontier_consolidation_fwcompact_medium_001325,7,nonoverlap,475, just,16,16,16,0,0,0,0,0,0
168,compact:frontier_consolidation_fwcompact_medium_001325,rewritecond:168:1:compact:frontier_consolidation_fwcompact_medium_001325,1,overlap,2125, government,16,16,16,1,0,0,1,0,0
168,compact:frontier_consolidation_fwcompact_medium_001325,rewritecond:168:8:compact:frontier_consolidation_fwcompact_medium_001325,8,overlap,851, ask,16,16,16,1,0,0,1,0,0
169,compact:frontier_consolidation_fwcompact_medium_013478,rewritecond:169:1:compact:frontier_consolidation_fwcompact_medium_013478,1,nonoverlap,4077, uses,21,21,21,0,0,0,0,0,0
169,compact:frontier_consolidation_fwcompact_medium_013478,rewritecond:169:0:compact:frontier_consolidation_fwcompact_medium_013478,0,overlap,14115,NASA,21,21,21,1,0,0,1,0,0
169,compact:frontier_consolidation_fwcompact_medium_013478,rewritecond:169:18:compact:frontier_consolidation_fwcompact_medium_013478,18,overlap,9693, System,21,21,21,1,0,0,1,0,0
170,compact:frontier_consolidation_fwcompact_medium_034682,rewritecond:170:2:compact:frontier_consolidation_fwcompact_medium_034682,2,nonoverlap,9055,fers,20,20,20,0,0,0,0,0,0
170,compact:frontier_consolidation_fwcompact_medium_034682,rewritecond:170:7:compact:frontier_consolidation_fwcompact_medium_034682,7,nonoverlap,1075,ters,20,20,20,0,0,0,0,0,0
170,compact:frontier_consolidation_fwcompact_medium_034682,rewritecond:170:0:compact:frontier_consolidation_fwcompact_medium_034682,0,overlap,4764,Wood,20,20,20,1,0,0,1,0,0
170,compact:frontier_consolidation_fwcompact_medium_034682,rewritecond:170:9:compact:frontier_consolidation_fwcompact_medium_034682,9,overlap,5058, easier,20,20,20,1,0,0,1,0,0
171,compact:frontier_consolidation_fwcompact_medium_025092,rewritecond:171:10:compact:frontier_consolidation_fwcompact_medium_025092,10,nonoverlap,2011, working,25,25,25,0,0,0,0,0,0
171,compact:frontier_consolidation_fwcompact_medium_025092,rewritecond:171:12:compact:frontier_consolidation_fwcompact_medium_025092,12,nonoverlap,2497, reached,25,25,25,0,0,0,0,0,0
171,compact:frontier_consolidation_fwcompact_medium_025092,rewritecond:171:11:compact:frontier_consolidation_fwcompact_medium_025092,11,overlap,13273, couples,25,25,25,1,0,0,1,0,0
171,compact:frontier_consolidation_fwcompact_medium_025092,rewritecond:171:16:compact:frontier_consolidation_fwcompact_medium_025092,16,overlap,3989, percent,25,25,25,1,0,0,1,0,0
172,compact:frontier_consolidation_fwcompact_medium_025559,rewritecond:172:6:compact:frontier_consolidation_fwcompact_medium_025559,6,nonoverlap,2313, cause,21,21,21,0,0,0,0,0,0
172,compact:frontier_consolidation_fwcompact_medium_025559,rewritecond:172:11:compact:frontier_consolidation_fwcompact_medium_025559,11,nonoverlap,6395,ivity,21,21,21,0,0,0,0,0,0
172,compact:frontier_consolidation_fwcompact_medium_025559,rewritecond:172:1:compact:frontier_consolidation_fwcompact_medium_025559,1,overlap,2716, study,21,21,21,1,0,0,1,0,0
172,compact:frontier_consolidation_fwcompact_medium_025559,rewritecond:172:10:compact:frontier_consolidation_fwcompact_medium_025559,10,overlap,6832,uls,21,21,21,1,0,0,1,0,0
173,compact:frontier_consolidation_fwcompact_medium_042994,rewritecond:173:3:compact:frontier_consolidation_fwcompact_medium_042994,3,nonoverlap,706, need,22,22,22,0,0,0,0,0,0
173,compact:frontier_consolidation_fwcompact_medium_042994,rewritecond:173:1:compact:frontier_consolidation_fwcompact_medium_042994,1,overlap,4841, modern,22,22,22,1,0,0,1,0,0
173,compact:frontier_consolidation_fwcompact_medium_042994,rewritecond:173:8:compact:frontier_consolidation_fwcompact_medium_042994,8,overlap,8929, repair,22,22,22,1,0,0,1,0,0
174,compact:frontier_consolidation_fwcompact_medium_042415,rewritecond:174:1:compact:frontier_consolidation_fwcompact_medium_042415,1,nonoverlap,2159, var,24,24,24,0,0,0,0,0,0
174,compact:frontier_consolidation_fwcompact_medium_042415,rewritecond:174:4:compact:frontier_consolidation_fwcompact_medium_042415,4,nonoverlap,12454, affects,24,24,24,0,0,0,0,0,0
174,compact:frontier_consolidation_fwcompact_medium_042415,rewritecond:174:0:compact:frontier_consolidation_fwcompact_medium_042415,0,overlap,1620,One,24,24,24,1,0,0,1,0,0
174,compact:frontier_consolidation_fwcompact_medium_042415,rewritecond:174:12:compact:frontier_consolidation_fwcompact_medium_042415,12,overlap,6169, expression,24,24,24,1,0,0,1,0,0
175,compact:frontier_consolidation_fwcompact_medium_030672,rewritecond:175:0:compact:frontier_consolidation_fwcompact_medium_030672,0,nonoverlap,1620,One,25,25,25,0,0,0,0,0,0
175,compact:frontier_consolidation_fwcompact_medium_030672,rewritecond:175:8:compact:frontier_consolidation_fwcompact_medium_030672,8,nonoverlap,2992, caused,25,25,25,0,0,0,0,0,0
175,compact:frontier_consolidation_fwcompact_medium_030672,rewritecond:175:1:compact:frontier_consolidation_fwcompact_medium_030672,1,overlap,5044, theory,25,25,25,1,0,0,1,0,0
175,compact:frontier_consolidation_fwcompact_medium_030672,rewritecond:175:7:compact:frontier_consolidation_fwcompact_medium_030672,7,overlap,1045, use,25,25,25,1,0,0,1,0,0
176,compact:frontier_consolidation_fwcompact_medium_025008,rewritecond:176:0:compact:frontier_consolidation_fwcompact_medium_025008,0,nonoverlap,3558,Most,22,22,22,0,0,0,0,0,0
176,compact:frontier_consolidation_fwcompact_medium_025008,rewritecond:176:14:compact:frontier_consolidation_fwcompact_medium_025008,14,nonoverlap,394,ers,22,22,22,0,1,0,0,1,0
176,compact:frontier_consolidation_fwcompact_medium_025008,rewritecond:176:3:compact:frontier_consolidation_fwcompact_medium_025008,3,overlap,799, never,22,22,22,1,0,0,1,0,0
176,compact:frontier_consolidation_fwcompact_medium_025008,rewritecond:176:8:compact:frontier_consolidation_fwcompact_medium_025008,8,overlap,10035, digital,22,22,22,1,0,0,1,0,0
177,compact:frontier_consolidation_fwcompact_medium_000673,rewritecond:177:1:compact:frontier_consolidation_fwcompact_medium_000673,1,nonoverlap,13071, creates,23,23,23,0,0,0,0,0,0
177,compact:frontier_consolidation_fwcompact_medium_000673,rewritecond:177:2:compact:frontier_consolidation_fwcompact_medium_000673,2,overlap,6371, balance,23,23,23,1,0,0,1,0,0
177,compact:frontier_consolidation_fwcompact_medium_000673,rewritecond:177:13:compact:frontier_consolidation_fwcompact_medium_000673,13,overlap,496,ity,23,23,23,1,0,0,1,0,0
178,compact:frontier_consolidation_fwcompact_medium_048751,rewritecond:178:1:compact:frontier_consolidation_fwcompact_medium_048751,1,nonoverlap,14008, removes,25,25,25,0,0,0,0,0,0
178,compact:frontier_consolidation_fwcompact_medium_048751,rewritecond:178:7:compact:frontier_consolidation_fwcompact_medium_048751,7,nonoverlap,9851, covering,25,25,25,0,0,0,0,0,0
178,compact:frontier_consolidation_fwcompact_medium_048751,rewritecond:178:3:compact:frontier_consolidation_fwcompact_medium_048751,3,overlap,5338, thin,25,25,25,1,0,0,1,0,0
178,compact:frontier_consolidation_fwcompact_medium_048751,rewritecond:178:11:compact:frontier_consolidation_fwcompact_medium_048751,11,overlap,2873, finish,25,25,25,1,0,0,1,0,0
179,compact:frontier_consolidation_fwcompact_medium_025793,rewritecond:179:2:compact:frontier_consolidation_fwcompact_medium_025793,2,nonoverlap,2735, needs,35,35,35,0,0,0,0,0,0
179,compact:frontier_consolidation_fwcompact_medium_025793,rewritecond:179:4:compact:frontier_consolidation_fwcompact_medium_025793,4,nonoverlap,2891, holding,35,35,35,0,0,0,0,0,0
179,compact:frontier_consolidation_fwcompact_medium_025793,rewritecond:179:0:compact:frontier_consolidation_fwcompact_medium_025793,0,overlap,2651,Su,35,35,35,1,0,0,1,0,0
179,compact:frontier_consolidation_fwcompact_medium_025793,rewritecond:179:13:compact:frontier_consolidation_fwcompact_medium_025793,13,overlap,411,el,35,35,35,1,0,0,1,0,0
180,compact:frontier_consolidation_fwcompact_medium_002925,rewritecond:180:2:compact:frontier_consolidation_fwcompact_medium_002925,2,nonoverlap,4534, create,39,39,39,0,0,0,0,0,0
180,compact:frontier_consolidation_fwcompact_medium_002925,rewritecond:180:14:compact:frontier_consolidation_fwcompact_medium_002925,14,nonoverlap,6267, scientists,39,39,39,0,0,0,0,0,0
180,compact:frontier_consolidation_fwcompact_medium_002925,rewritecond:180:0:compact:frontier_consolidation_fwcompact_medium_002925,0,overlap,2372,Te,39,39,39,1,0,0,1,0,0
180,compact:frontier_consolidation_fwcompact_medium_002925,rewritecond:180:12:compact:frontier_consolidation_fwcompact_medium_002925,12,overlap,6560,ams,39,39,39,2,0,0,1,0,0
181,compact:frontier_consolidation_fwcompact_medium_000269,rewritecond:181:4:compact:frontier_consolidation_fwcompact_medium_000269,4,nonoverlap,5497, medicine,34,34,34,0,0,0,0,0,0
181,compact:frontier_consolidation_fwcompact_medium_000269,rewritecond:181:17:compact:frontier_consolidation_fwcompact_medium_000269,17,nonoverlap,14181,-free,34,34,34,0,0,0,0,0,0
181,compact:frontier_consolidation_fwcompact_medium_000269,rewritecond:181:0:compact:frontier_consolidation_fwcompact_medium_000269,0,overlap,14275,Using,34,34,34,1,0,0,1,0,0
181,compact:frontier_consolidation_fwcompact_medium_000269,rewritecond:181:18:compact:frontier_consolidation_fwcompact_medium_000269,18,overlap,10081, delivery,34,34,34,1,0,0,1,0,0
182,compact:frontier_consolidation_fwcompact_medium_021034,rewritecond:182:0:compact:frontier_consolidation_fwcompact_medium_021034,0,nonoverlap,14356,Sleep,33,33,33,0,0,0,0,0,0
182,compact:frontier_consolidation_fwcompact_medium_021034,rewritecond:182:16:compact:frontier_consolidation_fwcompact_medium_021034,16,nonoverlap,391, your,33,33,33,0,0,0,0,0,0
182,compact:frontier_consolidation_fwcompact_medium_021034,rewritecond:182:2:compact:frontier_consolidation_fwcompact_medium_021034,2,overlap,1195, enough,33,33,33,1,0,0,1,0,0
182,compact:frontier_consolidation_fwcompact_medium_021034,rewritecond:182:18:compact:frontier_consolidation_fwcompact_medium_021034,18,overlap,3801, clock,33,33,33,1,0,0,1,0,0
183,compact:frontier_consolidation_fwcompact_medium_041157,rewritecond:183:3:compact:frontier_consolidation_fwcompact_medium_041157,3,nonoverlap,2747,ills,38,38,38,0,0,0,0,0,0
183,compact:frontier_consolidation_fwcompact_medium_041157,rewritecond:183:13:compact:frontier_consolidation_fwcompact_medium_041157,13,nonoverlap,5611, faster,38,38,38,0,0,0,0,0,0
183,compact:frontier_consolidation_fwcompact_medium_041157,rewritecond:183:0:compact:frontier_consolidation_fwcompact_medium_041157,0,overlap,10893,Dark,38,38,38,1,0,0,1,0,0
183,compact:frontier_consolidation_fwcompact_medium_041157,rewritecond:183:10:compact:frontier_consolidation_fwcompact_medium_041157,10,overlap,6808, expand,38,38,38,1,0,0,1,0,0
184,compact:frontier_consolidation_fwcompact_medium_015567,rewritecond:184:0:compact:frontier_consolidation_fwcompact_medium_015567,0,nonoverlap,4041,Sal,46,46,46,0,0,0,0,0,0
184,compact:frontier_consolidation_fwcompact_medium_015567,rewritecond:184:12:compact:frontier_consolidation_fwcompact_medium_015567,12,nonoverlap,1487, making,46,46,46,0,0,0,0,0,0
184,compact:frontier_consolidation_fwcompact_medium_015567,rewritecond:184:2:compact:frontier_consolidation_fwcompact_medium_015567,2,overlap,1049, ca,46,46,46,2,0,0,1,0,0
184,compact:frontier_consolidation_fwcompact_medium_015567,rewritecond:184:22:compact:frontier_consolidation_fwcompact_medium_015567,22,overlap,7769,tes,46,46,46,1,0,0,1,0,0
185,compact:frontier_consolidation_fwcompact_medium_002376,rewritecond:185:2:compact:frontier_consolidation_fwcompact_medium_002376,2,nonoverlap,1185, says,41,41,41,0,0,0,0,0,0
185,compact:frontier_consolidation_fwcompact_medium_002376,rewritecond:185:15:compact:frontier_consolidation_fwcompact_medium_002376,15,nonoverlap,7925, sticking,41,41,41,0,0,0,0,0,0
185,compact:frontier_consolidation_fwcompact_medium_002376,rewritecond:185:1:compact:frontier_consolidation_fwcompact_medium_002376,1,overlap,4613,olt,41,41,41,1,0,0,1,0,0
185,compact:frontier_consolidation_fwcompact_medium_002376,rewritecond:185:18:compact:frontier_consolidation_fwcompact_medium_002376,18,overlap,2321, program,41,41,41,1,0,0,1,0,0
186,compact:frontier_consolidation_fwcompact_medium_040065,rewritecond:186:15:compact:frontier_consolidation_fwcompact_medium_040065,15,nonoverlap,9846, vari,47,47,47,0,0,0,0,0,0
186,compact:frontier_consolidation_fwcompact_medium_040065,rewritecond:186:28:compact:frontier_consolidation_fwcompact_medium_040065,28,nonoverlap,2735, needs,47,47,47,0,0,0,0,0,0
186,compact:frontier_consolidation_fwcompact_medium_040065,rewritecond:186:1:compact:frontier_consolidation_fwcompact_medium_040065,1,overlap,2716, study,47,47,47,1,0,0,1,0,0
186,compact:frontier_consolidation_fwcompact_medium_040065,rewritecond:186:25:compact:frontier_consolidation_fwcompact_medium_040065,25,overlap,3358, mem,47,47,47,1,0,0,1,0,0
187,compact:frontier_consolidation_fwcompact_medium_001946,rewritecond:187:0:compact:frontier_consolidation_fwcompact_medium_001946,0,nonoverlap,8525,Tour,42,42,42,0,0,0,0,0,0
187,compact:frontier_consolidation_fwcompact_medium_001946,rewritecond:187:23:compact:frontier_consolidation_fwcompact_medium_001946,23,nonoverlap,3679, sticks,42,42,42,0,0,0,0,0,0
187,compact:frontier_consolidation_fwcompact_medium_001946,rewritecond:187:4:compact:frontier_consolidation_fwcompact_medium_001946,4,overlap,5130, active,42,42,42,1,0,0,1,0,0
187,compact:frontier_consolidation_fwcompact_medium_001946,rewritecond:187:26:compact:frontier_consolidation_fwcompact_medium_001946,26,overlap,212,ing,42,42,42,1,0,0,1,0,0
188,compact:frontier_consolidation_fwcompact_medium_055370,rewritecond:188:4:compact:frontier_consolidation_fwcompact_medium_055370,4,nonoverlap,2591, usually,53,53,53,0,0,0,0,0,0
188,compact:frontier_consolidation_fwcompact_medium_055370,rewritecond:188:28:compact:frontier_consolidation_fwcompact_medium_055370,28,nonoverlap,1108,ures,53,53,53,0,0,0,0,0,0
188,compact:frontier_consolidation_fwcompact_medium_055370,rewritecond:188:1:compact:frontier_consolidation_fwcompact_medium_055370,1,overlap,533, time,53,53,53,1,0,0,1,0,0
188,compact:frontier_consolidation_fwcompact_medium_055370,rewritecond:188:27:compact:frontier_consolidation_fwcompact_medium_055370,27,overlap,2593, clos,53,53,53,1,0,0,1,0,0
189,compact:frontier_consolidation_fwcompact_medium_041115,rewritecond:189:7:compact:frontier_consolidation_fwcompact_medium_041115,7,nonoverlap,3979, groups,48,48,48,0,0,0,0,0,0
189,compact:frontier_consolidation_fwcompact_medium_041115,rewritecond:189:14:compact:frontier_consolidation_fwcompact_medium_041115,14,nonoverlap,5415, improve,48,48,48,0,0,0,0,0,0
189,compact:frontier_consolidation_fwcompact_medium_041115,rewritecond:189:0:compact:frontier_consolidation_fwcompact_medium_041115,0,overlap,5806,Profess,48,48,48,1,0,0,1,0,0
189,compact:frontier_consolidation_fwcompact_medium_041115,rewritecond:189:18:compact:frontier_consolidation_fwcompact_medium_041115,18,overlap,9277,comes,48,48,48,1,0,0,1,0,0
190,compact:frontier_consolidation_fwcompact_medium_021596,rewritecond:190:0:compact:frontier_consolidation_fwcompact_medium_021596,0,nonoverlap,5173,Sun,45,45,45,0,0,0,0,0,0
190,compact:frontier_consolidation_fwcompact_medium_021596,rewritecond:190:21:compact:frontier_consolidation_fwcompact_medium_021596,21,nonoverlap,4267, lack,45,45,45,0,0,0,0,0,0
190,compact:frontier_consolidation_fwcompact_medium_021596,rewritecond:190:3:compact:frontier_consolidation_fwcompact_medium_021596,3,overlap,3631, skin,45,45,45,1,0,0,1,0,0
190,compact:frontier_consolidation_fwcompact_medium_021596,rewritecond:190:20:compact:frontier_consolidation_fwcompact_medium_021596,20,overlap,764, may,45,45,45,1,0,0,1,0,0
191,compact:frontier_consolidation_fwcompact_medium_014881,rewritecond:191:2:compact:frontier_consolidation_fwcompact_medium_014881,2,nonoverlap,2205, compet,57,56,57,0,0,0,0,0,0
191,compact:frontier_consolidation_fwcompact_medium_014881,rewritecond:191:20:compact:frontier_consolidation_fwcompact_medium_014881,20,nonoverlap,6959, via,57,56,57,0,0,0,0,0,0
191,compact:frontier_consolidation_fwcompact_medium_014881,rewritecond:191:0:compact:frontier_consolidation_fwcompact_medium_014881,0,overlap,4193,Ro,57,56,57,2,0,0,1,0,0
191,compact:frontier_consolidation_fwcompact_medium_014881,rewritecond:191:24:compact:frontier_consolidation_fwcompact_medium_014881,24,overlap,5472, wheels,57,56,57,1,0,0,1,0,0
192,compact:frontier_consolidation_fwcompact_medium_013383,rewritecond:192:0:compact:frontier_consolidation_fwcompact_medium_013383,0,nonoverlap,3519,Coll,48,48,48,0,1,0,0,1,0
192,compact:frontier_consolidation_fwcompact_medium_013383,rewritecond:192:21:compact:frontier_consolidation_fwcompact_medium_013383,21,nonoverlap,559, down,48,48,48,0,0,0,0,0,0
192,compact:frontier_consolidation_fwcompact_medium_013383,rewritecond:192:2:compact:frontier_consolidation_fwcompact_medium_013383,2,overlap,2196, ice,48,48,48,2,0,0,1,0,0
192,compact:frontier_consolidation_fwcompact_medium_013383,rewritecond:192:19:compact:frontier_consolidation_fwcompact_medium_013383,19,overlap,7260, negative,48,48,48,1,0,0,1,0,0
193,compact:frontier_consolidation_fwcompact_medium_043008,rewritecond:193:0:compact:frontier_consolidation_fwcompact_medium_043008,0,nonoverlap,2134,Sw,45,45,45,0,0,0,0,0,0
193,compact:frontier_consolidation_fwcompact_medium_043008,rewritecond:193:20:compact:frontier_consolidation_fwcompact_medium_043008,20,nonoverlap,9076, occurs,45,45,45,0,0,0,0,0,0
193,compact:frontier_consolidation_fwcompact_medium_043008,rewritecond:193:4:compact:frontier_consolidation_fwcompact_medium_043008,4,overlap,1410, during,45,45,45,2,0,0,1,0,0
193,compact:frontier_consolidation_fwcompact_medium_043008,rewritecond:193:19:compact:frontier_consolidation_fwcompact_medium_043008,19,overlap,10338, lightning,45,45,45,2,0,0,1,0,0
194,compact:frontier_consolidation_fwcompact_medium_011139,rewritecond:194:0:compact:frontier_consolidation_fwcompact_medium_011139,0,nonoverlap,2598,Em,58,58,58,0,0,0,0,0,0
194,compact:frontier_consolidation_fwcompact_medium_011139,rewritecond:194:30:compact:frontier_consolidation_fwcompact_medium_011139,30,nonoverlap,691,ance,58,58,58,0,0,0,0,0,0
194,compact:frontier_consolidation_fwcompact_medium_011139,rewritecond:194:4:compact:frontier_consolidation_fwcompact_medium_011139,4,overlap,764, may,58,58,58,1,0,0,1,0,0
194,compact:frontier_consolidation_fwcompact_medium_011139,rewritecond:194:27:compact:frontier_consolidation_fwcompact_medium_011139,27,overlap,2173, support,58,58,58,1,0,0,1,0,0
195,compact:frontier_consolidation_fwcompact_medium_038429,rewritecond:195:3:compact:frontier_consolidation_fwcompact_medium_038429,3,nonoverlap,10857, assigned,51,51,51,0,0,0,0,0,0
195,compact:frontier_consolidation_fwcompact_medium_038429,rewritecond:195:26:compact:frontier_consolidation_fwcompact_medium_038429,26,nonoverlap,8247, maintain,51,51,51,0,0,0,0,0,0
195,compact:frontier_consolidation_fwcompact_medium_038429,rewritecond:195:2:compact:frontier_consolidation_fwcompact_medium_038429,2,overlap,4759,ification,51,51,51,1,0,0,1,0,0
195,compact:frontier_consolidation_fwcompact_medium_038429,rewritecond:195:23:compact:frontier_consolidation_fwcompact_medium_038429,23,overlap,9930, upd,51,51,51,1,0,0,1,0,0
196,compact:frontier_consolidation_fwcompact_medium_042431,rewritecond:196:4:compact:frontier_consolidation_fwcompact_medium_042431,4,nonoverlap,6325, breaking,70,69,70,0,0,0,0,0,0
196,compact:frontier_consolidation_fwcompact_medium_042431,rewritecond:196:33:compact:frontier_consolidation_fwcompact_medium_042431,33,nonoverlap,10818, pollution,70,69,70,0,0,0,0,0,0
196,compact:frontier_consolidation_fwcompact_medium_042431,rewritecond:196:1:compact:frontier_consolidation_fwcompact_medium_042431,1,overlap,8110,PA,70,69,70,1,0,0,1,0,0
196,compact:frontier_consolidation_fwcompact_medium_042431,rewritecond:196:32:compact:frontier_consolidation_fwcompact_medium_042431,32,overlap,594,age,70,69,70,1,0,0,1,0,0
197,compact:frontier_consolidation_fwcompact_medium_053661,rewritecond:197:1:compact:frontier_consolidation_fwcompact_medium_053661,1,nonoverlap,827,atch,51,51,51,0,0,0,0,0,0
197,compact:frontier_consolidation_fwcompact_medium_053661,rewritecond:197:20:compact:frontier_consolidation_fwcompact_medium_053661,20,nonoverlap,2765, quickly,51,51,51,0,0,0,0,0,0
197,compact:frontier_consolidation_fwcompact_medium_053661,rewritecond:197:4:compact:frontier_consolidation_fwcompact_medium_053661,4,overlap,543, ro,51,51,51,1,0,0,1,0,0
197,compact:frontier_consolidation_fwcompact_medium_053661,rewritecond:197:19:compact:frontier_consolidation_fwcompact_medium_053661,19,overlap,4532, escape,51,51,51,1,0,0,1,0,0
198,compact:frontier_consolidation_fwcompact_medium_017490,rewritecond:198:8:compact:frontier_consolidation_fwcompact_medium_017490,8,nonoverlap,2327, health,51,51,51,0,2,0,0,1,0
198,compact:frontier_consolidation_fwcompact_medium_017490,rewritecond:198:25:compact:frontier_consolidation_fwcompact_medium_017490,25,nonoverlap,2381, due,51,51,51,0,0,0,0,0,0
198,compact:frontier_consolidation_fwcompact_medium_017490,rewritecond:198:0:compact:frontier_consolidation_fwcompact_medium_017490,0,overlap,7860,Poor,51,51,51,1,0,0,1,0,0
198,compact:frontier_consolidation_fwcompact_medium_017490,rewritecond:198:27:compact:frontier_consolidation_fwcompact_medium_017490,27,overlap,7348, income,51,51,51,1,0,0,1,0,0
199,compact:frontier_consolidation_fwcompact_medium_000288,rewritecond:199:2:compact:frontier_consolidation_fwcompact_medium_000288,2,nonoverlap,4516, stated,52,52,52,0,0,0,0,0,0
199,compact:frontier_consolidation_fwcompact_medium_000288,rewritecond:199:24:compact:frontier_consolidation_fwcompact_medium_000288,24,nonoverlap,1810, body,52,52,52,0,0,0,0,0,0
199,compact:frontier_consolidation_fwcompact_medium_000288,rewritecond:199:1:compact:frontier_consolidation_fwcompact_medium_000288,1,overlap,1985,ox,52,52,52,1,0,0,1,0,0
199,compact:frontier_consolidation_fwcompact_medium_000288,rewritecond:199:25:compact:frontier_consolidation_fwcompact_medium_000288,25,overlap,13178, particles,52,52,52,1,0,0,1,0,0
200,compact:frontier_consolidation_fwcompact_medium_008455,rewritecond:200:5:compact:frontier_consolidation_fwcompact_medium_008455,5,nonoverlap,8929, repair,67,67,67,0,0,0,0,0,0
200,compact:frontier_consolidation_fwcompact_medium_008455,rewritecond:200:25:compact:frontier_consolidation_fwcompact_medium_008455,25,nonoverlap,6233, ensure,67,67,67,0,0,0,0,0,0
200,compact:frontier_consolidation_fwcompact_medium_008455,rewritecond:200:0:compact:frontier_consolidation_fwcompact_medium_008455,0,overlap,4968,Rem,67,67,67,1,0,0,1,0,0
200,compact:frontier_consolidation_fwcompact_medium_008455,rewritecond:200:32:compact:frontier_consolidation_fwcompact_medium_008455,32,overlap,550, good,67,67,67,1,0,0,1,0,0
201,compact:frontier_consolidation_fwcompact_medium_050489,rewritecond:201:2:compact:frontier_consolidation_fwcompact_medium_050489,2,nonoverlap,6716, checked,57,56,57,0,0,0,0,0,0
201,compact:frontier_consolidation_fwcompact_medium_050489,rewritecond:201:27:compact:frontier_consolidation_fwcompact_medium_050489,27,nonoverlap,6084,oses,57,56,57,0,0,0,0,0,0
201,compact:frontier_consolidation_fwcompact_medium_050489,rewritecond:201:1:compact:frontier_consolidation_fwcompact_medium_050489,1,overlap,2716, study,57,56,57,1,0,0,1,0,0
201,compact:frontier_consolidation_fwcompact_medium_050489,rewritecond:201:25:compact:frontier_consolidation_fwcompact_medium_050489,25,overlap,1776,ism,57,56,57,2,0,0,1,0,0
202,compact:frontier_consolidation_fwcompact_medium_051808,rewritecond:202:3:compact:frontier_consolidation_fwcompact_medium_051808,3,nonoverlap,887, mother,52,52,52,0,0,0,0,0,0
202,compact:frontier_consolidation_fwcompact_medium_051808,rewritecond:202:21:compact:frontier_consolidation_fwcompact_medium_051808,21,nonoverlap,768, also,52,52,52,0,0,0,0,0,0
202,compact:frontier_consolidation_fwcompact_medium_051808,rewritecond:202:0:compact:frontier_consolidation_fwcompact_medium_051808,0,overlap,2301,However,52,52,52,1,0,0,1,0,0
202,compact:frontier_consolidation_fwcompact_medium_051808,rewritecond:202:24:compact:frontier_consolidation_fwcompact_medium_051808,24,overlap,5057, studies,52,52,52,1,0,0,1,0,0
203,compact:frontier_consolidation_fwcompact_medium_038520,rewritecond:203:3:compact:frontier_consolidation_fwcompact_medium_038520,3,nonoverlap,4088, older,72,69,72,0,0,0,0,0,0
203,compact:frontier_consolidation_fwcompact_medium_038520,rewritecond:203:24:compact:frontier_consolidation_fwcompact_medium_038520,24,nonoverlap,1292,ier,72,69,72,0,0,0,0,0,0
203,compact:frontier_consolidation_fwcompact_medium_038520,rewritecond:203:0:compact:frontier_consolidation_fwcompact_medium_038520,0,overlap,12569,Ga,72,69,72,1,0,0,1,0,0
203,compact:frontier_consolidation_fwcompact_medium_038520,rewritecond:203:26:compact:frontier_consolidation_fwcompact_medium_038520,26,overlap,7986,ashes,72,69,72,1,0,0,1,0,0
204,compact:frontier_consolidation_fwcompact_medium_048299,rewritecond:204:5:compact:frontier_consolidation_fwcompact_medium_048299,5,nonoverlap,2992, caused,64,61,64,0,0,0,0,0,0
204,compact:frontier_consolidation_fwcompact_medium_048299,rewritecond:204:26:compact:frontier_consolidation_fwcompact_medium_048299,26,nonoverlap,5277,CT,64,61,64,0,0,0,0,0,0
204,compact:frontier_consolidation_fwcompact_medium_048299,rewritecond:204:1:compact:frontier_consolidation_fwcompact_medium_048299,1,overlap,8589,ultural,64,61,64,1,0,0,1,0,0
204,compact:frontier_consolidation_fwcompact_medium_048299,rewritecond:204:34:compact:frontier_consolidation_fwcompact_medium_048299,34,overlap,5246, society,64,61,64,1,0,0,1,0,0
205,compact:frontier_consolidation_fwcompact_medium_002323,rewritecond:205:1:compact:frontier_consolidation_fwcompact_medium_002323,1,nonoverlap,650,ans,16,16,16,0,0,0,0,0,0
205,compact:frontier_consolidation_fwcompact_medium_002323,rewritecond:205:8:compact:frontier_consolidation_fwcompact_medium_002323,8,nonoverlap,14544, invention,16,16,16,0,0,0,0,0,0
205,compact:frontier_consolidation_fwcompact_medium_002323,rewritecond:205:6:compact:frontier_consolidation_fwcompact_medium_002323,6,overlap,901, years,16,16,16,1,0,0,1,0,0
205,compact:frontier_consolidation_fwcompact_medium_002323,rewritecond:205:7:compact:frontier_consolidation_fwcompact_medium_002323,7,overlap,644, after,16,16,16,1,0,0,1,0,0
206,compact:frontier_consolidation_fwcompact_medium_048671,rewritecond:206:8:compact:frontier_consolidation_fwcompact_medium_048671,8,nonoverlap,3078,ests,20,20,20,0,0,0,0,0,0
206,compact:frontier_consolidation_fwcompact_medium_048671,rewritecond:206:14:compact:frontier_consolidation_fwcompact_medium_048671,14,nonoverlap,3984,ively,20,20,20,0,0,0,0,0,0
