arm,step,stage_length,rows_or_chunks,charged_words,active_tokens,visible_words,hidden_words,hidden_tokens_total,boundary_hidden_tokens,pad_slots,masked_tokens,masked_per_active,active_per_word,log_loss,log_lr,cumulative_word_exposure
row256_baseline_log_order,385,256,256,39323,53770,38779,544,952,25,11766,8165,0.15185047424214246,1.3673931287033034,3.9518479260212795,0.000976297927285499,15226097
row256_baseline_log_order,386,256,256,39276,54163,38920,356,636,21,11373,8130,0.15010246847478906,1.3790355433343517,4.028819406281832,0.000976096545798425,15265373
row256_baseline_log_order,387,256,256,39850,54781,39252,598,1274,43,10755,8386,0.1530822730508753,1.3746800501882057,3.8626318747235913,0.0009758943333687746,15305223
row256_baseline_log_order,388,256,256,39742,54270,39215,527,897,39,11266,8096,0.14918002579694123,1.3655578481203765,3.9228953612533957,0.0009756912903494738,15344965
row256_baseline_log_order,389,256,256,39260,53777,38763,497,927,30,11759,8011,0.14896703051490415,1.3697656647987775,3.9407927127176716,0.0009754874170948985,15384225
row256_baseline_log_order,390,256,256,39498,54514,39123,375,669,29,11022,8115,0.1488608430861797,1.380171147906223,3.893111130754961,0.0009752827139608736,15423723
row256_baseline_log_order,391,256,256,39194,53277,38869,325,568,28,12259,8022,0.15057154119038235,1.3593152013063223,3.9832802357681967,0.0009750771813046722,15462917
row256_baseline_log_order,392,256,256,39605,54113,38932,673,1385,18,11423,8273,0.15288378023765084,1.3663173841686655,3.8414900508365566,0.0009748708194850154,15502522
row256_baseline_log_order,393,256,256,39755,54177,39222,533,981,34,11359,8062,0.14880853498717167,1.362771978367501,3.9051452484476274,0.0009746636288620714,15542277
row256_baseline_log_order,394,256,256,39431,54429,38948,483,843,26,11107,8064,0.14815631372981314,1.3803606299611981,3.8137587466469363,0.0009744556097974548,15581708
row256_baseline_log_order,395,256,256,39642,54192,39168,474,872,19,11344,8373,0.15450620017714792,1.367034962918117,3.9748285612609524,0.0009742467626542261,15621350
row256_baseline_log_order,396,256,256,39840,54997,39270,570,997,28,10539,8423,0.1531538083895485,1.3804467871485944,3.8248241930212865,0.0009740370877968916,15661190
row256_baseline_log_order,397,256,256,39673,54353,39265,408,744,26,11183,8038,0.14788512133644877,1.3700249539989413,3.9091325288804857,0.0009738265855914012,15700863
row256_baseline_log_order,398,256,256,39782,55121,39200,582,1041,37,10415,8166,0.1481468043032601,1.3855763913327637,3.791561853526534,0.0009736152564051499,15740645
row256_baseline_log_order,399,256,256,39784,55033,39285,499,921,41,10503,8251,0.14992822488325186,1.3832947918761311,3.7083795873949184,0.0009734031006069752,15780429
row256_baseline_log_order,400,256,256,39540,53590,39072,468,916,22,11946,8157,0.15221123343907444,1.355336368234699,3.936864992618502,0.0009731901185671578,15819969
row256_baseline_log_order,401,256,256,39481,54408,38847,634,1179,24,11128,8122,0.14927951771798265,1.3780805957295914,3.8644038702401877,0.0009729763106574202,15859450
row256_baseline_log_order,402,256,256,39475,54123,38694,781,1621,55,11413,8024,0.1482549008739353,1.3710702976567448,3.9643749500200496,0.0009727616772509265,15898925
row256_baseline_log_order,403,256,256,39623,54918,39127,496,909,27,10618,8371,0.15242725518045086,1.3860131741665194,3.8511018390482348,0.0009725462187222814,15938548
row256_baseline_log_order,404,256,256,39329,54171,38694,635,1092,32,11365,8201,0.15139096564582527,1.3773805588751302,3.723392447877578,0.00097232993544753,15977877
row256_baseline_log_order,405,256,256,39451,54378,38886,565,1023,43,11158,8400,0.154474235904226,1.3783681022027325,3.778509888194856,0.0009721128278041562,16017328
row256_baseline_log_order,406,256,256,39581,53885,39119,462,849,27,11651,8205,0.1522687204231233,1.3613855132513075,3.8294246127298877,0.0009718948961710834,16056909
row256_baseline_log_order,407,256,256,39490,54683,38848,642,1169,29,10853,8270,0.15123530164767843,1.3847303114712586,3.7573631006399983,0.0009716761409286727,16096399
row256_baseline_log_order,408,256,256,39481,54199,39046,435,778,21,11337,8182,0.15096219487444418,1.372786910159317,3.911509254630869,0.000971456562458723,16135880
row256_baseline_log_order,409,256,256,39604,54089,39101,503,908,37,11447,8300,0.15345079406163914,1.3657458842541157,3.8186601992974802,0.0009712361611444695,16175484
row256_baseline_log_order,410,256,256,39670,54066,39341,329,600,28,11470,7945,0.14695002404468613,1.3628938744643306,3.842634632213825,0.0009710149373705843,16215154
row256_baseline_log_order,411,256,256,39518,53938,39042,476,880,33,11598,8079,0.14978308428195336,1.3648970089579433,3.85943737949589,0.000970792891523174,16254672
row256_baseline_log_order,412,256,256,39453,53861,38910,543,965,25,11675,8145,0.15122259148549044,1.3651940283375155,3.7300706119607607,0.0009705700239897808,16294125
row256_baseline_log_order,413,256,256,39340,53775,38970,370,637,30,11761,8175,0.15202231520223153,1.3669293340111845,3.824694877327035,0.0009703463351593806,16333465
row256_baseline_log_order,414,256,256,39408,54221,38761,647,1137,28,11315,7987,0.14730454989764113,1.37588814453918,3.7194410710127612,0.0009701218254223827,16372873
row256_baseline_log_order,415,256,256,39330,54661,38703,627,1150,44,10875,8317,0.15215601617240812,1.3898042206966692,3.740010753680669,0.0009698964951706293,16412203
row256_baseline_log_order,416,256,256,39406,53642,38925,481,854,28,11894,8008,0.1492860072331382,1.3612647820128914,3.9058278165497144,0.0009696703447973947,16451609
row256_baseline_log_order,417,256,256,39756,54622,39220,536,947,19,10914,8253,0.1510929662040936,1.3739309789717276,4.034333872878882,0.0009694433746973845,16491365
row256_baseline_log_order,418,256,256,39851,54054,39448,403,680,18,11482,8050,0.14892514892514894,1.3564025996838223,3.8973804044427336,0.0009692155852667351,16531216
row256_baseline_log_order,419,256,256,39857,54838,39370,487,925,22,10698,8024,0.1463218935774463,1.3758687307122965,3.862767708414454,0.0009689869769030124,16571073
row256_baseline_log_order,420,256,256,39688,53891,39174,514,933,55,11645,8182,0.15182498005232783,1.3578663575891958,3.8423357302155887,0.0009687575500052124,16610761
row256_baseline_log_order,421,256,256,39683,54472,39079,604,1119,26,11064,8120,0.1490674107798502,1.3726784769296676,3.7271131051878625,0.0009685273049737591,16650444
row256_baseline_log_order,422,256,256,39425,54184,38753,672,1259,23,11352,8151,0.15043186180422266,1.3743563728598605,3.734256041911377,0.0009682962422105046,16689869
row256_baseline_log_order,423,256,256,39337,54100,38824,513,918,28,11436,8122,0.1501293900184843,1.3752955232986754,3.775757455320905,0.0009680643621187282,16729206
row256_baseline_log_order,424,256,256,39587,54368,39034,553,1082,21,11168,7915,0.14558195997645673,1.3733801500492586,3.782981741947986,0.0009678316651031359,16768793
row256_baseline_log_order,425,256,256,39632,54636,38903,729,1428,35,10900,8164,0.14942528735632185,1.3785829632620106,3.808545377574558,0.0009675981515698591,16808425
row256_baseline_log_order,426,256,256,39313,53535,38762,551,964,22,12001,8136,0.1519753432333987,1.3617632844097372,3.7840470478539387,0.0009673638219264547,16847738
row256_baseline_log_order,427,256,256,39637,54673,39082,555,971,35,10863,8158,0.14921442028057724,1.3793425334914349,3.699456822261357,0.0009671286765819036,16887375
row256_baseline_log_order,428,256,256,39493,53704,38989,504,929,20,11832,8174,0.15220467749143454,1.3598359202896715,3.9131418264434306,0.0009668927159466105,16926868
row256_baseline_log_order,429,256,256,39715,54522,39341,374,682,27,11014,8150,0.1494809434723598,1.3728314238952537,3.849152291157494,0.0009666559404324034,16966583
row256_baseline_log_order,430,256,256,39733,54432,39165,568,974,19,11104,8118,0.14914021164021163,1.3699443787280094,3.794670499495962,0.0009664183504525318,17006316
row256_baseline_log_order,431,256,256,39713,54517,39154,559,949,24,11019,8191,0.15024671203477813,1.372774658172387,3.8611537144306656,0.0009661799464216674,17046029
row256_baseline_log_order,432,256,256,39006,53366,38569,437,981,26,12170,7964,0.14923359442341566,1.368148489975901,3.7448192314548385,0.0009659407287559023,17085035
row256_baseline_log_order,433,256,256,39730,54309,39381,349,592,25,11227,8331,0.15339998895210738,1.3669519254971054,3.67025143166376,0.0009657006978727487,17124765
row256_baseline_log_order,434,256,256,39177,54390,38582,595,1001,23,11146,8374,0.1539621253906968,1.3883145723255992,3.7909006850087956,0.0009654598541911384,17163942
row256_baseline_log_order,435,256,256,39804,54264,39394,410,745,31,11272,8023,0.14785124576146247,1.3632800723545373,3.7468810319217023,0.0009652181981314214,17203746
row256_baseline_log_order,436,256,256,39809,55300,39247,562,1033,32,10236,8313,0.1503254972875226,1.38913311060313,3.7128055542510268,0.0009649757301153658,17243555
row256_baseline_log_order,437,256,256,39440,53862,38935,505,957,20,11674,8132,0.15097842634881734,1.3656693711967545,3.7563341549916975,0.0009647324505661568,17282995
row256_baseline_log_order,438,256,256,39210,53628,38725,485,908,35,11908,8108,0.15118967703438502,1.3677123182861515,3.8121567028875587,0.0009644883599083958,17322205
row256_baseline_log_order,439,256,256,39493,54385,38917,576,1092,35,11151,8152,0.14989427231773467,1.3770794824399262,3.787627177921666,0.0009642434585681001,17361698
row256_baseline_log_order,440,256,256,39432,53604,38858,574,1210,32,11932,8095,0.1510148496380867,1.359403530127815,3.8054749985695473,0.000963997746972702,17401130
row256_baseline_log_order,441,256,256,39959,55259,39261,698,1263,25,10277,8445,0.1528257840351798,1.3828924647763958,3.7535677977043047,0.0009637512255510475,17441089
row256_baseline_log_order,442,256,256,39698,54489,39212,486,830,23,11047,8304,0.1523977316522601,1.372588039699733,3.8216895891177627,0.0009635038947333963,17480787
row256_baseline_log_order,443,256,256,39563,53850,39153,410,827,30,11686,8023,0.1489879294336119,1.361120238606779,3.9349759810437113,0.0009632557549514207,17520350
row256_baseline_log_order,444,256,256,39423,53582,38811,612,1352,26,11954,7976,0.14885595909073943,1.3591558227430687,3.798256686302939,0.0009630068066382052,17559773
row256_baseline_log_order,445,256,256,39513,54393,38917,596,1036,29,11143,7910,0.1454231242990826,1.3765849214182675,3.646138475999217,0.000962757050228245,17599286
row256_baseline_log_order,446,256,256,39102,53587,38664,438,783,18,11949,8021,0.14968182581596282,1.3704414096465654,3.7578645578837873,0.0009625064861574459,17638388
row256_baseline_log_order,447,256,256,39738,54822,39108,630,1132,38,10714,8329,0.15192805807887344,1.3795862902008154,3.764584361927208,0.0009622551148631233,17678126
row256_baseline_log_order,448,256,256,39467,54357,38943,524,931,25,11179,8200,0.15085453575436467,1.3772772189424076,3.783380115671856,0.0009620029367840016,17717593
row256_baseline_log_order,449,256,256,39469,53774,39041,428,767,24,11762,8143,0.1514300591363856,1.3624363424459702,3.808502573207484,0.000961749952360213,17757062
row256_baseline_log_order,450,256,256,39021,52911,38710,311,550,10,12625,7802,0.1474551605526261,1.3559621742138848,3.85927634678019,0.0009614961620332973,17796083
row256_baseline_log_order,451,256,256,39634,54462,38917,717,1495,30,11074,8307,0.1525283684036576,1.374123227531917,3.7423674538489413,0.0009612415662462006,17835717
row256_baseline_log_order,452,256,256,39721,54974,39198,523,934,36,10562,8146,0.14817913922945392,1.384003423881574,3.6181902273146727,0.0009609861654432752,17875438
row256_baseline_log_order,453,256,256,39651,54740,39150,501,901,19,10796,8354,0.1526123492875411,1.380545257370558,3.718359502531394,0.0009607299600702781,17915089
row256_baseline_log_order,454,256,256,39923,54778,39260,663,1217,42,10758,8060,0.1471393625177991,1.3720912757057335,3.7328357243952026,0.0009604729505743704,17955012
row256_baseline_log_order,455,256,256,39921,54898,39364,557,1101,44,10638,8215,0.14964115268315786,1.3751659527566944,3.73569690750201,0.0009602151374041171,17994933
row256_baseline_log_order,456,256,256,39492,54566,39020,472,868,17,10970,8073,0.14794927244071399,1.381697558999291,3.713657492792741,0.0009599565210094856,18034425
row256_baseline_log_order,457,256,256,39318,53600,38947,371,637,20,11936,8025,0.14972014925373134,1.3632432982349052,3.991743697436799,0.0009596971018418451,18073743
row256_baseline_log_order,458,256,256,39322,54284,38783,539,943,31,11252,8202,0.15109424508142363,1.3804994659478154,3.7065082154196087,0.0009594368803539662,18113065
row256_baseline_log_order,459,256,256,39534,54003,38955,579,1300,30,11533,7936,0.14695479880747367,1.3659887691607224,3.7409334180335847,0.0009591758570000194,18152599
row256_baseline_log_order,460,256,256,39828,54779,39332,496,853,24,10757,8448,0.1542196827251319,1.375389173445817,3.539372241180955,0.0009589140322355752,18192427
row256_baseline_log_order,461,256,256,39401,54001,38953,448,846,26,11535,8092,0.14984907686894688,1.3705489708383036,3.767808185169382,0.0009586514065176022,18231828
row256_baseline_log_order,462,256,256,39871,55042,39354,517,896,24,10494,8195,0.1488863050034519,1.380502119334855,3.668141098295937,0.0009583879803044677,18271699
row256_baseline_log_order,463,256,256,39832,54507,39329,503,838,23,11029,8325,0.15273267653695854,1.368422373970677,3.7321521165635856,0.0009581237540559353,18311531
row256_baseline_log_order,464,256,256,39564,54052,39015,549,1127,27,11484,8179,0.15131725005550212,1.3661914872105956,3.8083077220669557,0.0009578587282331657,18351095
row256_baseline_log_order,465,256,256,39827,54211,39274,553,953,23,11325,8262,0.15240449355296895,1.361162025761418,3.6623333508729994,0.0009575929032987147,18390922
row256_baseline_log_order,466,256,256,39513,53472,39044,469,772,26,12064,7974,0.14912477558348294,1.3532761369675803,3.7644397271794725,0.0009573262797165325,18430435
row256_baseline_log_order,467,256,256,39471,54417,38945,526,997,42,11119,8059,0.1480971020085635,1.3786577487269134,3.686639692221553,0.0009570588579519639,18469906
row256_baseline_log_order,468,256,256,39049,53858,38574,475,844,26,11678,8094,0.15028408035946378,1.379241465850598,3.554243614092149,0.0009567906384717464,18508955
row256_baseline_log_order,469,256,256,39387,54282,38741,646,1278,26,11254,8321,0.1532920673519767,1.3781704623352884,3.7666380465596556,0.0009565216217440096,18548342
row256_baseline_log_order,470,256,256,39742,54479,39321,421,766,27,11057,8209,0.15068191413205087,1.370816768154597,3.8433531707903548,0.000956251808238275,18588084
row256_baseline_log_order,471,256,256,39412,54016,38906,506,910,27,11520,7943,0.14704902251184834,1.3705470415102,3.659309294396979,0.0009559811984254545,18627496
row256_baseline_log_order,472,256,256,39391,53654,38826,565,991,26,11882,8130,0.1515264472359936,1.3620877865502272,3.7005279699374833,0.0009557097927778496,18666887
row256_baseline_log_order,473,256,256,39373,54340,39009,364,613,25,11196,8151,0.15,1.3801335940873187,3.719636051132114,0.0009554375917691511,18706260
row256_baseline_log_order,474,256,256,39152,52947,38705,447,777,18,12589,7948,0.15011237652747086,1.352344707805476,3.641414858884528,0.0009551645958744379,18745412
row256_baseline_log_order,475,256,256,39830,55210,39273,557,1091,43,10326,8354,0.15131316790436516,1.3861410996736128,3.632117595174879,0.0009548908055701761,18785242
row256_baseline_log_order,476,256,256,39336,53810,38814,522,893,32,11726,7851,0.1459022486526668,1.3679581045352858,3.7728631253789726,0.0009546162213342188,18824578
row256_baseline_log_order,477,256,256,39424,54063,38932,492,926,34,11473,8175,0.15121247433549748,1.3713220373376624,3.587473268800555,0.0009543408436458039,18864002
row256_baseline_log_order,478,256,256,39252,53154,38776,476,842,30,12382,8063,0.15169131203672348,1.354173035768878,3.7123474080642724,0.0009540646729855547,18903254
row256_baseline_log_order,479,256,256,39077,54411,38441,636,1130,34,11125,8207,0.15083347117310839,1.3924047393607493,3.6716518341674287,0.0009537877098354786,18942331
row256_baseline_log_order,480,256,256,39737,54903,39268,469,877,21,10633,8338,0.15186783964446388,1.3816594106248585,3.5315560699510016,0.0009535099546789656,18982068
row256_baseline_log_order,481,256,256,39516,54443,39034,482,1126,52,11093,8137,0.14945906728137684,1.3777457232513413,3.828582201042705,0.0009532314080007888,19021584
row256_baseline_log_order,482,256,256,39785,54479,39271,514,950,30,11057,7996,0.14677215073698122,1.3693351765740858,3.7341830115606927,0.000952952070287102,19061369
row256_baseline_log_order,483,256,256,39684,53789,39125,559,973,31,11747,8261,0.15358158731339122,1.3554329200685415,3.7766555734876133,0.00095267194202544,19101053
row256_baseline_log_order,484,256,256,39569,54147,39085,484,895,30,11389,8040,0.14848468059172254,1.3684197225100458,3.751798270679825,0.000952391023704717,19140622
row256_baseline_log_order,485,256,256,39715,53341,39288,427,749,25,12195,8064,0.15117826812395718,1.3430945486591968,3.6972530349083836,0.0009521093158152271,19180337
row256_baseline_log_order,486,256,256,39385,53701,38941,444,794,22,11835,8087,0.15059309882497532,1.3634886378062714,3.6816407094945776,0.0009518268188486411,19219722
row256_baseline_log_order,487,256,256,39457,53529,38860,597,1134,31,12007,8106,0.1514319340918007,1.3566414071014015,3.6956570855252924,0.000951543533298008,19259179
row256_baseline_log_order,488,256,256,39498,54014,38988,510,982,33,11522,7920,0.1466286518310068,1.3675122791027394,3.729206561078929,0.0009512594596577526,19298677
row256_baseline_log_order,489,256,256,39493,53659,38994,499,895,26,11877,7951,0.14817644756704373,1.3586964778568353,3.848320130506652,0.0009509745984236755,19338170
row256_baseline_log_order,490,256,256,39619,54173,39105,514,952,21,11363,8227,0.15186532036254222,1.3673489992175472,3.801171654438906,0.0009506889500929517,19377789
row256_baseline_log_order,491,256,256,39307,54166,38778,529,962,33,11370,8113,0.14978030498836908,1.378024270486173,3.727849364618654,0.0009504025151641298,19417096
row256_baseline_log_order,492,256,256,39395,53822,38828,567,1129,42,11714,7954,0.14778343428337853,1.3662139865465162,3.749749934520439,0.0009501152941371318,19456491
row256_baseline_log_order,493,256,256,39598,54201,39110,488,858,30,11335,8032,0.1481891478017011,1.3687812515783626,3.7566174950851385,0.000949827287513251,19496089
row256_baseline_log_order,494,256,256,39627,54847,38808,819,1551,39,10689,8134,0.14830346235892575,1.3840815605521488,3.5530693803338886,0.0009495384957951526,19535716
row256_baseline_log_order,495,256,256,39376,54712,38713,663,1170,42,10824,8197,0.14982088024564996,1.3894758228362454,3.5394701451023165,0.0009492489194868713,19575092
row256_baseline_log_order,496,256,256,39664,54464,39185,479,788,32,11072,8252,0.1515129259694477,1.373134328358209,3.7200750235325493,0.0009489585590938116,19614756
row256_baseline_log_order,497,256,256,39509,54210,39081,428,860,20,11326,8084,0.14912377790075632,1.3720924346351464,3.761701986613927,0.0009486674151227463,19654265
row256_baseline_log_order,498,256,256,39771,54482,39155,616,1082,22,11054,8236,0.1511691934950993,1.369892635337306,3.6229660702365414,0.0009483754880818161,19694036
row256_baseline_log_order,499,256,256,39186,52546,38893,293,503,12,12990,7723,0.14697598294827388,1.3409380901342316,3.7812703701092394,0.0009480827784805278,19733222
row256_baseline_log_order,500,256,256,39052,53046,38680,372,658,37,12490,7740,0.14591109602986088,1.3583427225238145,3.7126298511983196,0.0009477892868297547,19772274
row256_baseline_log_order,501,256,256,39427,53455,39049,378,680,13,12081,8114,0.1517912262650828,1.3557967890024603,3.787799008350405,0.0009474950136417346,19811701
row256_baseline_log_order,502,256,256,39363,54563,38880,483,939,28,10973,8332,0.15270421347799792,1.3861494296674541,3.6701022812339246,0.0009471999594300695,19851064
row256_baseline_log_order,503,256,256,39338,53965,38947,391,677,26,11571,8207,0.15208005188548132,1.3718287660786008,3.7546786443896947,0.0009469041247097247,19890402
row256_baseline_log_order,504,256,256,39244,53944,38868,376,660,26,11592,8073,0.14965519798309357,1.374579553562328,3.8175744897560544,0.0009466075099970271,19929646
row256_baseline_log_order,505,256,256,39242,54148,38794,448,982,35,11388,8028,0.14826032355765678,1.3798481219101983,3.5440374540344184,0.0009463101158096657,19968888
row256_baseline_log_order,506,256,256,39823,54194,39338,485,854,23,11342,8182,0.15097612281802414,1.360871857971524,3.7650966224096942,0.0009460119426666896,20008711
row256_baseline_log_order,507,256,256,39461,54274,38903,558,1086,23,11262,8117,0.14955595681173306,1.3753832898304654,3.5616310800959123,0.0009457129910885074,20048172
row256_baseline_log_order,508,256,256,39691,54247,39044,647,1167,26,11289,8357,0.15405460209781185,1.3667330125217303,3.702938849694623,0.0009454132615968863,20087863
row256_baseline_log_order,509,256,256,39953,54733,39430,523,917,24,10803,8313,0.15188277638718872,1.3699346732410582,3.575876757368117,0.0009451127547149512,20127816
row256_baseline_log_order,510,256,256,39636,54451,39136,500,928,22,11085,8268,0.15184294136012194,1.373776364920779,3.842253357244103,0.0009448114709671842,20167452
row256_baseline_log_order,511,256,256,39387,53443,38897,490,908,32,12093,7987,0.1494489456055985,1.3568690176961942,3.877902448110173,0.0009445094108794228,20206839
row256_baseline_log_order,512,256,256,39549,53785,39183,366,656,24,11751,7954,0.14788509807567166,1.3599585324534122,3.7652720555546955,0.0009442065749788595,20246388
row256_baseline_log_order,513,256,256,39641,54620,39021,620,1131,22,10916,8021,0.1468509703405346,1.377866350495699,3.5722622245999736,0.0009439029637940413,20286029
row256_baseline_log_order,514,256,256,39458,53823,38956,502,900,30,11713,8068,0.14989874217342028,1.3640579857063206,3.7177387497244228,0.0009435985778548676,20325487
row256_baseline_log_order,515,256,256,39811,53986,39338,473,1070,58,11550,8308,0.15389174971288852,1.3560573710783452,3.7853730928455915,0.0009432934176925905,20365298
row256_baseline_log_order,516,256,256,39717,54917,39097,620,1133,33,10619,8090,0.14731321812917675,1.3827076566709469,3.6565196721014486,0.0009429874838398133,20405015
row256_baseline_log_order,517,256,256,39638,54876,39108,530,940,23,10660,8187,0.14919090312705008,1.384429083202987,3.6742127372098228,0.0009426807768304897,20444653
row256_baseline_log_order,518,256,256,39364,53662,38770,594,1349,21,11874,8073,0.15044165331146808,1.3632252819835382,3.8171977101685934,0.0009423732971999226,20484017
row256_baseline_log_order,519,256,256,39516,54400,38980,536,1001,34,11136,8194,0.150625,1.3766575564328374,3.4748307062353425,0.0009420650454847636,20523533
row256_baseline_log_order,520,256,256,39388,53594,38861,527,913,22,11942,8188,0.15277829607791918,1.3606682238245151,3.7234228138057093,0.0009417560222230115,20562921
row256_baseline_log_order,521,256,256,39606,53972,39064,542,998,28,11564,8152,0.15104128066404804,1.3627228197747816,3.793532084699234,0.000941446227954012,20602527
row256_baseline_log_order,522,256,256,39917,54628,39530,387,668,25,10908,8181,0.1497583656732811,1.3685397199188316,3.593627811425357,0.0009411356632184565,20642444
row256_baseline_log_order,523,256,256,39659,54483,39253,406,685,23,11053,8089,0.14846832957069178,1.3737865301696968,3.6245584964516397,0.0009408243285583808,20682103
row256_baseline_log_order,524,256,256,40010,54511,39556,454,818,24,11025,8107,0.14872227623782355,1.3624343914021495,3.615483999164093,0.0009405122245171649,20722113
row256_baseline_log_order,525,256,256,39615,54409,39018,597,1159,42,11127,8162,0.15001194655296,1.3734444023728385,3.6129666357115187,0.000940199351639531,20761728
row256_baseline_log_order,526,256,256,39455,54531,38961,494,854,24,11005,8276,0.15176688489116283,1.3821061969332151,3.629636673088406,0.000939885710471544,20801183
row256_baseline_log_order,527,256,256,39602,54315,39213,389,683,22,11221,8094,0.14901960784313725,1.3715216403211958,3.68697317841909,0.0009395713015606089,20840785
row256_baseline_log_order,528,256,256,39475,54605,38901,574,1010,33,10931,8222,0.15057229191465982,1.3832805573147562,3.5420134305026054,0.0009392561254554713,20880260
row256_baseline_log_order,529,256,256,39163,53024,38620,543,1056,35,12512,8100,0.15276101388050695,1.3539310063069734,3.6747213277110347,0.0009389401827062152,20919423
row256_baseline_log_order,530,256,256,39624,54510,38962,662,1394,30,11026,8259,0.1515134837644469,1.3756814052089643,3.4849367376418274,0.0009386234738642631,20959047
row256_baseline_log_order,531,256,256,39564,53977,38843,721,1482,30,11559,8085,0.14978601997146934,1.3642958244869072,3.6619096023769533,0.0009383059994823746,20998611
row256_baseline_log_order,532,256,256,40005,55677,39448,557,1019,31,9859,8444,0.15166047021211632,1.3917510311211099,3.449923754444285,0.000937987760114645,21038616
row256_baseline_log_order,533,256,256,39561,54643,39074,487,858,18,10893,8254,0.1510531998609154,1.3812340436288264,3.5765601342256463,0.0009376687563165052,21078177
row256_baseline_log_order,534,256,256,39658,54349,39189,469,814,33,11187,8184,0.1505823474212957,1.370442281506884,3.6696780511594125,0.0009373489886447201,21117835
row256_baseline_log_order,535,256,256,39473,53544,39046,427,788,15,11992,7818,0.146010757507844,1.3564715121728776,3.683293941625398,0.0009370284576573876,21157308
row256_baseline_log_order,536,256,256,39558,54123,38903,655,1131,30,11413,8281,0.153003344234429,1.3681935386015471,3.5914445644616357,0.0009367071639139381,21196866
row256_baseline_log_order,537,256,256,39841,54558,39379,462,828,20,10978,8180,0.14993218226474578,1.3693933385206194,3.7152747468726854,0.0009363851079751334,21236707
row256_baseline_log_order,538,256,256,39553,53591,39214,339,615,28,11945,7910,0.1475994103487526,1.3549161884054306,3.6235119593580514,0.0009360622904030649,21276260
row256_baseline_log_order,539,256,256,39222,54012,38735,487,887,33,11524,8076,0.149522328371473,1.377084289429402,3.623036595427677,0.0009357387117611542,21315482
row256_baseline_log_order,540,256,256,39555,54264,39157,398,652,15,11272,8080,0.14890166592952972,1.371861964353432,3.613698217420295,0.0009354143726141507,21355037
row256_baseline_log_order,541,256,256,39364,54356,38896,468,846,26,11180,8105,0.14910957392008242,1.3808556041052737,3.4024795772263037,0.0009350892735281308,21394401
row256_baseline_log_order,542,256,256,39861,54235,39475,386,695,26,11301,7925,0.14612335207891583,1.3606030957577582,3.6126485792695537,0.000934763415070498,21434262
row256_baseline_log_order,543,256,256,39686,54725,39018,668,1290,22,10811,8250,0.1507537688442211,1.3789497555813133,3.5850445378910414,0.0009344367978099808,21473948
row256_baseline_log_order,544,256,256,39248,52616,38775,473,860,31,12920,7976,0.15158887030561047,1.3406033428454953,3.6315742509594653,0.0009341094223166318,21513196
row256_baseline_log_order,545,256,256,39433,54000,38943,490,1072,34,11536,8160,0.1511111111111111,1.3694114066898284,3.7014122171144863,0.0009337812891618274,21552629
row256_baseline_log_order,546,256,256,39459,53853,39021,438,718,19,11683,8009,0.14871966278573154,1.3647836995362275,3.5546359134116323,0.0009334523989182661,21592088
row256_baseline_log_order,547,256,256,39486,53225,39045,441,844,19,12311,7818,0.1468858619069986,1.3479461074811325,3.66355525907515,0.0009331227521599679,21631574
row256_baseline_log_order,548,256,256,39368,53903,38836,532,963,33,11633,7863,0.14587314249670705,1.369208494208494,3.598736347746458,0.000932792349462273,21670942
row256_baseline_log_order,549,256,256,40014,54148,39585,429,749,17,11388,8170,0.15088276575312107,1.3532263707702303,3.6840188561921603,0.0009324611914018411,21710956
row256_baseline_log_order,550,256,256,39268,53376,38840,428,751,22,12160,8049,0.15079811151079137,1.359274727513497,3.6289226768297915,0.00093212927855665,21750224
row256_baseline_log_order,551,256,256,39733,53991,39346,387,748,12,11545,8226,0.15235872645440907,1.358845292326278,3.589630888031835,0.0009317966115059955,21789957
row256_baseline_log_order,552,256,256,39774,54864,39206,568,1049,32,10672,8478,0.1545275590551181,1.379393573691356,3.598251039533577,0.0009314631908304889,21829731
row256_baseline_log_order,553,256,256,39632,54689,39014,618,1110,13,10847,7976,0.1458428568816398,1.3799202664513524,3.4964632576961097,0.0009311290171120575,21869363
row256_baseline_log_order,554,256,256,39835,54632,39348,487,828,23,10904,7979,0.1460499341045541,1.3714572612024603,3.5930121929846637,0.0009307940909339421,21909198
row256_baseline_log_order,555,256,256,39640,54235,39154,486,943,23,11301,8014,0.14776435880888725,1.368188698284561,3.5086904658859495,0.0009304584128806978,21948838
row256_baseline_log_order,556,256,256,39535,53580,39103,432,860,28,11956,8105,0.15126913027248973,1.355254837485772,3.6494906323990066,0.0009301219835381913,21988373
row256_baseline_log_order,557,256,256,39479,53855,38963,516,977,32,11681,8071,0.14986537925912172,1.3641429620811063,3.483324034154053,0.0009297848034936007,22027852
row256_baseline_log_order,558,256,256,39472,54191,39002,470,832,32,11345,8366,0.15437987857762359,1.3728972436157276,3.520174325438683,0.0009294468733354141,22067324
row256_baseline_log_order,559,256,256,39636,54238,39192,444,772,27,11298,7943,0.1464471403812825,1.368402462407912,3.5299730798871876,0.0009291081936534293,22106960
row256_baseline_log_order,560,256,256,39745,54239,39312,433,735,19,11297,8139,0.15005807629196705,1.3646748018618695,3.656896995112532,0.0009287687650387519,22146705
row256_baseline_log_order,561,256,256,39509,54264,38950,559,1008,20,11272,8098,0.14923337756155095,1.3734592118251538,3.5685448859703044,0.0009284285880837946,22186214
