case_id,source,target_token,prefix_tokens,later_tokens,target_idx,wwm_lp_full,wwm_lp_deleted,wwm_lp_shuffled,wwm_lp_same_near,wwm_lp_cross_near,wwm_delta_deleted,wwm_delta_shuffled,wwm_delta_same_near,wwm_delta_cross_near,wwm_spec_same_vs_cross,wwm_spec_deleted_vs_cross,cpc_same_lp_full,cpc_same_lp_deleted,cpc_same_lp_shuffled,cpc_same_lp_same_near,cpc_same_lp_cross_near,cpc_same_delta_deleted,cpc_same_delta_shuffled,cpc_same_delta_same_near,cpc_same_delta_cross_near,cpc_same_spec_same_vs_cross,cpc_same_spec_deleted_vs_cross,cpc_cross_lp_full,cpc_cross_lp_deleted,cpc_cross_lp_shuffled,cpc_cross_lp_same_near,cpc_cross_lp_cross_near,cpc_cross_delta_deleted,cpc_cross_delta_shuffled,cpc_cross_delta_same_near,cpc_cross_delta_cross_near,cpc_cross_spec_same_vs_cross,cpc_cross_spec_deleted_vs_cross,same_minus_wwm_delta_deleted,same_minus_wwm_delta_shuffled,same_minus_wwm_delta_same_near,same_minus_wwm_delta_cross_near,same_minus_wwm_spec_same_vs_cross,same_minus_wwm_spec_deleted_vs_cross,cross_minus_wwm_delta_deleted,cross_minus_wwm_delta_shuffled,cross_minus_wwm_delta_same_near,cross_minus_wwm_delta_cross_near,cross_minus_wwm_spec_same_vs_cross,cross_minus_wwm_spec_deleted_vs_cross,wwm_sensitivity_score
58,bnc_spoken.train.txt,Ġdetail,93,91,23,-11.155274391174316,-11.155649185180664,-11.155686378479004,-11.155285835266113,-11.15715217590332,0.00037479400634765625,0.0004119873046875,1.1444091796875e-05,0.0018777847290039062,-0.0018663406372070312,-0.00150299072265625,-11.196266174316406,-11.196268081665039,-11.196266174316406,-11.196267127990723,-11.336821556091309,1.9073486328125e-06,0.0,9.5367431640625e-07,0.14055538177490234,-0.14055442810058594,-0.14055347442626953,-11.266759872436523,-11.266759872436523,-11.266759872436523,-11.266759872436523,-11.266759872436523,0.0,0.0,0.0,0.0,0.0,0.0,-0.00037288665771484375,-0.0004119873046875,-1.049041748046875e-05,0.13867759704589844,-0.1386880874633789,-0.13905048370361328,-0.00037479400634765625,-0.0004119873046875,-1.1444091796875e-05,-0.0018777847290039062,0.0018663406372070312,0.00150299072265625,0.0004119873046875
59,childes.train.txt,Ġblocks,120,120,30,-9.904353141784668,-9.904353141784668,-9.904353141784668,-9.904348373413086,-9.904353141784668,0.0,0.0,-4.76837158203125e-06,0.0,-4.76837158203125e-06,0.0,-9.857568740844727,-9.857551574707031,-9.857569694519043,-9.857561111450195,-9.857529640197754,-1.71661376953125e-05,9.5367431640625e-07,-7.62939453125e-06,-3.910064697265625e-05,3.147125244140625e-05,2.193450927734375e-05,-10.029268264770508,-10.029268264770508,-10.029268264770508,-10.029268264770508,-10.029268264770508,0.0,0.0,0.0,0.0,0.0,0.0,-1.71661376953125e-05,9.5367431640625e-07,-2.86102294921875e-06,-3.910064697265625e-05,3.62396240234375e-05,2.193450927734375e-05,0.0,0.0,4.76837158203125e-06,0.0,4.76837158203125e-06,0.0,4.76837158203125e-06
60,bnc_spoken.train.txt,ĠTony,91,101,25,-10.65484619140625,-10.654300689697266,-10.654836654663086,-10.65430736541748,-10.655647277832031,-0.000545501708984375,-9.5367431640625e-06,-0.0005388259887695312,0.00080108642578125,-0.0013399124145507812,-0.001346588134765625,-10.109292984008789,-10.109291076660156,-10.109292984008789,-10.109293937683105,-11.449895858764648,-1.9073486328125e-06,0.0,9.5367431640625e-07,1.3406028747558594,-1.340601921081543,-1.3406047821044922,-10.384008407592773,-10.384007453918457,-10.384008407592773,-10.384008407592773,-10.384008407592773,-9.5367431640625e-07,0.0,0.0,0.0,0.0,-9.5367431640625e-07,0.0005435943603515625,9.5367431640625e-06,0.0005397796630859375,1.3398017883300781,-1.3392620086669922,-1.3392581939697266,0.0005445480346679688,9.5367431640625e-06,0.0005388259887695312,-0.00080108642578125,0.0013399124145507812,0.0013456344604492188,0.000545501708984375
61,bnc_spoken.train.txt,Ġknow,97,98,24,-5.83382511138916,-5.833524703979492,-5.8339948654174805,-5.8339948654174805,-5.833528995513916,-0.00030040740966796875,0.0001697540283203125,0.0001697540283203125,-0.0002961158752441406,0.0004658699035644531,-4.291534423828125e-06,-5.755059242248535,-5.755059719085693,-5.755059242248535,-5.755059242248535,-6.482435703277588,4.76837158203125e-07,0.0,0.0,0.7273764610290527,-0.7273764610290527,-0.7273759841918945,-5.878658771514893,-5.878658771514893,-5.878658294677734,-5.878658771514893,-5.878658771514893,0.0,-4.76837158203125e-07,0.0,0.0,0.0,0.0,0.0003008842468261719,-0.0001697540283203125,-0.0001697540283203125,0.7276725769042969,-0.7278423309326172,-0.7273716926574707,0.00030040740966796875,-0.00017023086547851562,-0.0001697540283203125,0.0002961158752441406,-0.0004658699035644531,4.291534423828125e-06,0.00030040740966796875
62,childes.train.txt,Ġlittle,120,119,30,-7.2002129554748535,-7.200213432312012,-7.200212478637695,-7.200212478637695,-7.2002129554748535,4.76837158203125e-07,-4.76837158203125e-07,-4.76837158203125e-07,0.0,-4.76837158203125e-07,4.76837158203125e-07,-7.281278610229492,-7.281288146972656,-7.281279563903809,-7.281280517578125,-7.281296730041504,9.5367431640625e-06,9.5367431640625e-07,1.9073486328125e-06,1.811981201171875e-05,-1.621246337890625e-05,-8.58306884765625e-06,-7.061378479003906,-7.06137752532959,-7.061378002166748,-7.061378002166748,-7.061378002166748,-9.5367431640625e-07,-4.76837158203125e-07,-4.76837158203125e-07,-4.76837158203125e-07,0.0,-4.76837158203125e-07,9.059906005859375e-06,1.430511474609375e-06,2.384185791015625e-06,1.811981201171875e-05,-1.5735626220703125e-05,-9.059906005859375e-06,-1.430511474609375e-06,0.0,0.0,-4.76837158203125e-07,4.76837158203125e-07,-9.5367431640625e-07,4.76837158203125e-07
63,bnc_spoken.train.txt,Ġexperience,101,108,27,-9.872970581054688,-9.873139381408691,-9.87303352355957,-9.873072624206543,-9.873428344726562,0.00016880035400390625,6.29425048828125e-05,0.00010204315185546875,0.000457763671875,-0.00035572052001953125,-0.00028896331787109375,-9.502284049987793,-9.50228500366211,-9.502284049987793,-9.50228214263916,-10.604462623596191,9.5367431640625e-07,0.0,-1.9073486328125e-06,1.1021785736083984,-1.1021804809570312,-1.102177619934082,-9.68825912475586,-9.68825912475586,-9.68825912475586,-9.688260078430176,-9.68825912475586,0.0,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07,0.0,-0.0001678466796875,-6.29425048828125e-05,-0.00010395050048828125,1.1017208099365234,-1.1018247604370117,-1.101888656616211,-0.00016880035400390625,-6.29425048828125e-05,-0.0001010894775390625,-0.000457763671875,0.0003566741943359375,0.00028896331787109375,0.00016880035400390625
64,bnc_spoken.train.txt,ĠHol,93,102,25,-13.27224349975586,-13.271862030029297,-13.271915435791016,-13.272424697875977,-13.275354385375977,-0.0003814697265625,-0.00032806396484375,0.0001811981201171875,0.0031108856201171875,-0.0029296875,-0.0034923553466796875,-13.003944396972656,-13.003944396972656,-13.003944396972656,-13.003944396972656,-13.983988761901855,0.0,0.0,0.0,0.9800443649291992,-0.9800443649291992,-0.9800443649291992,-13.342521667480469,-13.342521667480469,-13.342521667480469,-13.342521667480469,-13.342521667480469,0.0,0.0,0.0,0.0,0.0,0.0,0.0003814697265625,0.00032806396484375,-0.0001811981201171875,0.976933479309082,-0.9771146774291992,-0.9765520095825195,0.0003814697265625,0.00032806396484375,-0.0001811981201171875,-0.0031108856201171875,0.0029296875,0.0034923553466796875,0.0003814697265625
65,childes.train.txt,Ġcoffee,120,120,30,-8.424736022949219,-8.424028396606445,-8.424736976623535,-8.424736022949219,-8.423946380615234,-0.0007076263427734375,9.5367431640625e-07,0.0,-0.000789642333984375,0.000789642333984375,8.20159912109375e-05,-8.145336151123047,-8.145323753356934,-8.145336151123047,-8.145332336425781,-8.145312309265137,-1.239776611328125e-05,0.0,-3.814697265625e-06,-2.384185791015625e-05,2.002716064453125e-05,1.1444091796875e-05,-8.407743453979492,-8.407743453979492,-8.407743453979492,-8.407743453979492,-8.407743453979492,0.0,0.0,0.0,0.0,0.0,0.0,0.0006952285766601562,-9.5367431640625e-07,-3.814697265625e-06,0.0007658004760742188,-0.0007696151733398438,-7.05718994140625e-05,0.0007076263427734375,-9.5367431640625e-07,0.0,0.000789642333984375,-0.000789642333984375,-8.20159912109375e-05,0.0007076263427734375
66,bnc_spoken.train.txt,Ġwouldn,112,110,30,-8.008557319641113,-8.008273124694824,-8.008254051208496,-8.008246421813965,-8.008556365966797,-0.0002841949462890625,-0.0003032684326171875,-0.0003108978271484375,-9.5367431640625e-07,-0.00030994415283203125,-0.00028324127197265625,-7.830156326293945,-7.830158710479736,-7.830155849456787,-7.830158233642578,-9.291790962219238,2.384185791015625e-06,-4.76837158203125e-07,1.9073486328125e-06,1.461634635925293,-1.4616327285766602,-1.461632251739502,-8.254858016967773,-8.254858016967773,-8.254858016967773,-8.254858016967773,-8.254858016967773,0.0,0.0,0.0,0.0,0.0,0.0,0.0002865791320800781,0.0003027915954589844,0.00031280517578125,1.4616355895996094,-1.4613227844238281,-1.4613490104675293,0.0002841949462890625,0.0003032684326171875,0.0003108978271484375,9.5367431640625e-07,0.00030994415283203125,0.00028324127197265625,0.0003108978271484375
67,childes.train.txt,Ġtake,115,118,30,-7.084607124328613,-7.084606647491455,-7.084606647491455,-7.084607124328613,-7.084606647491455,-4.76837158203125e-07,-4.76837158203125e-07,0.0,-4.76837158203125e-07,4.76837158203125e-07,0.0,-6.801577091217041,-6.801578998565674,-6.801577568054199,-6.801575660705566,-6.801582336425781,1.9073486328125e-06,4.76837158203125e-07,-1.430511474609375e-06,5.245208740234375e-06,-6.67572021484375e-06,-3.337860107421875e-06,-7.053060531616211,-7.053060531616211,-7.053060054779053,-7.053060531616211,-7.053060531616211,0.0,-4.76837158203125e-07,0.0,0.0,0.0,0.0,2.384185791015625e-06,9.5367431640625e-07,-1.430511474609375e-06,5.7220458984375e-06,-7.152557373046875e-06,-3.337860107421875e-06,4.76837158203125e-07,0.0,0.0,4.76837158203125e-07,-4.76837158203125e-07,0.0,4.76837158203125e-07
68,bnc_spoken.train.txt,ĠIraq,98,101,25,-8.658596992492676,-8.658394813537598,-8.658462524414062,-8.65865707397461,-8.659339904785156,-0.000202178955078125,-0.00013446807861328125,6.008148193359375e-05,0.0007429122924804688,-0.000682830810546875,-0.0009450912475585938,-8.509946823120117,-8.509946823120117,-8.509946823120117,-8.5099458694458,-9.854219436645508,0.0,0.0,-9.5367431640625e-07,1.3442726135253906,-1.344273567199707,-1.3442726135253906,-8.908161163330078,-8.908161163330078,-8.908161163330078,-8.908161163330078,-8.908161163330078,0.0,0.0,0.0,0.0,0.0,0.0,0.000202178955078125,0.00013446807861328125,-6.103515625e-05,1.3435297012329102,-1.3435907363891602,-1.343327522277832,0.000202178955078125,0.00013446807861328125,-6.008148193359375e-05,-0.0007429122924804688,0.000682830810546875,0.0009450912475585938,0.000202178955078125
69,bnc_spoken.train.txt,Ġwhole,91,93,24,-8.165514945983887,-8.165444374084473,-8.165487289428711,-8.165483474731445,-8.166075706481934,-7.05718994140625e-05,-2.765655517578125e-05,-3.147125244140625e-05,0.000560760498046875,-0.0005922317504882812,-0.0006313323974609375,-7.8936920166015625,-7.893692970275879,-7.8936920166015625,-7.8936920166015625,-9.727808952331543,9.5367431640625e-07,0.0,0.0,1.8341169357299805,-1.8341169357299805,-1.834115982055664,-8.119985580444336,-8.119985580444336,-8.11998462677002,-8.119985580444336,-8.119985580444336,0.0,-9.5367431640625e-07,0.0,0.0,0.0,0.0,7.152557373046875e-05,2.765655517578125e-05,3.147125244140625e-05,1.8335561752319336,-1.8335247039794922,-1.8334846496582031,7.05718994140625e-05,2.6702880859375e-05,3.147125244140625e-05,-0.000560760498046875,0.0005922317504882812,0.0006313323974609375,7.05718994140625e-05
70,bnc_spoken.train.txt,ĠBalt,95,95,23,-13.022876739501953,-13.023209571838379,-13.02290153503418,-13.022895812988281,-13.022970199584961,0.00033283233642578125,2.47955322265625e-05,1.9073486328125e-05,9.34600830078125e-05,-7.43865966796875e-05,0.00023937225341796875,-13.06944465637207,-13.069445610046387,-13.069443702697754,-13.06944465637207,-13.748744010925293,9.5367431640625e-07,-9.5367431640625e-07,0.0,0.6792993545532227,-0.6792993545532227,-0.6792984008789062,-13.122393608093262,-13.122393608093262,-13.122394561767578,-13.122393608093262,-13.122393608093262,0.0,9.5367431640625e-07,0.0,0.0,0.0,0.0,-0.000331878662109375,-2.574920654296875e-05,-1.9073486328125e-05,0.6792058944702148,-0.679224967956543,-0.6795377731323242,-0.00033283233642578125,-2.384185791015625e-05,-1.9073486328125e-05,-9.34600830078125e-05,7.43865966796875e-05,-0.00023937225341796875,0.00033283233642578125
71,bnc_spoken.train.txt,Ġprinciples,103,99,26,-12.134443283081055,-12.134466171264648,-12.134442329406738,-12.134446144104004,-12.134678840637207,2.288818359375e-05,-9.5367431640625e-07,2.86102294921875e-06,0.00023555755615234375,-0.000232696533203125,-0.00021266937255859375,-12.126852035522461,-12.126852035522461,-12.126852035522461,-12.126852035522461,-13.361908912658691,0.0,0.0,0.0,1.2350568771362305,-1.2350568771362305,-1.2350568771362305,-12.275386810302734,-12.275385856628418,-12.275385856628418,-12.275386810302734,-12.275386810302734,-9.5367431640625e-07,-9.5367431640625e-07,0.0,0.0,0.0,-9.5367431640625e-07,-2.288818359375e-05,9.5367431640625e-07,-2.86102294921875e-06,1.2348213195800781,-1.2348241806030273,-1.2348442077636719,-2.384185791015625e-05,0.0,-2.86102294921875e-06,-0.00023555755615234375,0.000232696533203125,0.0002117156982421875,2.288818359375e-05
72,bnc_spoken.train.txt,Ġins,98,98,25,-10.066073417663574,-10.066051483154297,-10.066072463989258,-10.066367149353027,-10.066205978393555,-2.193450927734375e-05,-9.5367431640625e-07,0.000293731689453125,0.00013256072998046875,0.00016117095947265625,-0.0001544952392578125,-9.901860237121582,-9.901859283447266,-9.901859283447266,-9.901857376098633,-11.228324890136719,-9.5367431640625e-07,-9.5367431640625e-07,-2.86102294921875e-06,1.3264646530151367,-1.326467514038086,-1.3264656066894531,-10.341429710388184,-10.341429710388184,-10.341429710388184,-10.3414306640625,-10.341429710388184,0.0,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07,0.0,2.09808349609375e-05,0.0,-0.00029659271240234375,1.3263320922851562,-1.3266286849975586,-1.3263111114501953,2.193450927734375e-05,9.5367431640625e-07,-0.00029277801513671875,-0.00013256072998046875,-0.00016021728515625,0.0001544952392578125,0.000293731689453125
73,bnc_spoken.train.txt,Ġturn,103,102,26,-7.888124465942383,-7.888121604919434,-7.888125419616699,-7.888123035430908,-7.888121604919434,-2.86102294921875e-06,9.5367431640625e-07,-1.430511474609375e-06,-2.86102294921875e-06,1.430511474609375e-06,0.0,-8.3121976852417,-8.312196731567383,-8.312196731567383,-8.312199592590332,-7.716653347015381,-9.5367431640625e-07,-9.5367431640625e-07,1.9073486328125e-06,-0.5955443382263184,0.5955462455749512,0.595543384552002,-7.924102306365967,-7.924102306365967,-7.924102306365967,-7.924102306365967,-7.924102306365967,0.0,0.0,0.0,0.0,0.0,0.0,1.9073486328125e-06,-1.9073486328125e-06,3.337860107421875e-06,-0.5955414772033691,0.5955448150634766,0.595543384552002,2.86102294921875e-06,-9.5367431640625e-07,1.430511474609375e-06,2.86102294921875e-06,-1.430511474609375e-06,0.0,2.86102294921875e-06
74,bnc_spoken.train.txt,Ġproced,101,109,27,-11.97147274017334,-11.971490859985352,-11.971505165100098,-11.971251487731934,-11.973855018615723,1.811981201171875e-05,3.24249267578125e-05,-0.00022125244140625,0.0023822784423828125,-0.0026035308837890625,-0.0023641586303710938,-11.796271324157715,-11.796268463134766,-11.796271324157715,-11.796271324157715,-13.328882217407227,-2.86102294921875e-06,0.0,0.0,1.5326108932495117,-1.5326108932495117,-1.532613754272461,-10.613229751586914,-10.613229751586914,-10.613229751586914,-10.613229751586914,-10.613229751586914,0.0,0.0,0.0,0.0,0.0,0.0,-2.09808349609375e-05,-3.24249267578125e-05,0.00022125244140625,1.530228614807129,-1.5300073623657227,-1.5302495956420898,-1.811981201171875e-05,-3.24249267578125e-05,0.00022125244140625,-0.0023822784423828125,0.0026035308837890625,0.0023641586303710938,0.00022125244140625
75,bnc_spoken.train.txt,Ġanimal,102,105,28,-9.635763168334961,-9.63551139831543,-9.635749816894531,-9.635775566101074,-9.635775566101074,-0.00025177001953125,-1.33514404296875e-05,1.239776611328125e-05,1.239776611328125e-05,0.0,-0.00026416778564453125,-9.846452713012695,-9.846453666687012,-9.846452713012695,-9.846450805664062,-9.457466125488281,9.5367431640625e-07,0.0,-1.9073486328125e-06,-0.38898658752441406,0.38898468017578125,0.38898754119873047,-9.587085723876953,-9.587084770202637,-9.587085723876953,-9.587084770202637,-9.587085723876953,-9.5367431640625e-07,0.0,-9.5367431640625e-07,0.0,-9.5367431640625e-07,-9.5367431640625e-07,0.00025272369384765625,1.33514404296875e-05,-1.430511474609375e-05,-0.38899898529052734,0.38898468017578125,0.389251708984375,0.00025081634521484375,1.33514404296875e-05,-1.33514404296875e-05,-1.239776611328125e-05,-9.5367431640625e-07,0.000263214111328125,0.00025177001953125
76,bnc_spoken.train.txt,Ġnature,96,98,24,-10.138823509216309,-10.137777328491211,-10.138824462890625,-10.137768745422363,-10.137930870056152,-0.0010461807250976562,9.5367431640625e-07,-0.0010547637939453125,-0.00089263916015625,-0.0001621246337890625,-0.00015354156494140625,-9.510284423828125,-9.510284423828125,-9.510284423828125,-9.510285377502441,-11.113188743591309,0.0,0.0,9.5367431640625e-07,1.6029043197631836,-1.6029033660888672,-1.6029043197631836,-9.97592830657959,-9.97592830657959,-9.97592830657959,-9.97592830657959,-9.97592830657959,0.0,0.0,0.0,0.0,0.0,0.0,0.0010461807250976562,-9.5367431640625e-07,0.0010557174682617188,1.6037969589233398,-1.6027412414550781,-1.6027507781982422,0.0010461807250976562,-9.5367431640625e-07,0.0010547637939453125,0.00089263916015625,0.0001621246337890625,0.00015354156494140625,0.0010547637939453125
77,childes.train.txt,Ġtired,120,120,32,-10.038761138916016,-10.038761138916016,-10.038761138916016,-10.038761138916016,-10.038761138916016,0.0,0.0,0.0,0.0,0.0,0.0,-9.462663650512695,-9.462698936462402,-9.462663650512695,-9.462690353393555,-9.462629318237305,3.528594970703125e-05,0.0,2.6702880859375e-05,-3.4332275390625e-05,6.103515625e-05,6.961822509765625e-05,-10.022687911987305,-10.022687911987305,-10.022687911987305,-10.022687911987305,-10.022687911987305,0.0,0.0,0.0,0.0,0.0,0.0,3.528594970703125e-05,0.0,2.6702880859375e-05,-3.4332275390625e-05,6.103515625e-05,6.961822509765625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,bnc_spoken.train.txt,Ġfact,102,106,27,-7.979199409484863,-7.979207515716553,-7.979229927062988,-7.979204177856445,-7.979378700256348,8.106231689453125e-06,3.0517578125e-05,4.76837158203125e-06,0.000179290771484375,-0.00017452239990234375,-0.00017118453979492188,-7.644201278686523,-7.64420223236084,-7.644201755523682,-7.644201278686523,-9.223522186279297,9.5367431640625e-07,4.76837158203125e-07,0.0,1.5793209075927734,-1.5793209075927734,-1.579319953918457,-8.005659103393555,-8.005659103393555,-8.005659103393555,-8.005659103393555,-8.005659103393555,0.0,0.0,0.0,0.0,0.0,0.0,-7.152557373046875e-06,-3.0040740966796875e-05,-4.76837158203125e-06,1.579141616821289,-1.579146385192871,-1.579148769378662,-8.106231689453125e-06,-3.0517578125e-05,-4.76837158203125e-06,-0.000179290771484375,0.00017452239990234375,0.00017118453979492188,3.0517578125e-05
79,bnc_spoken.train.txt,Ġreference,98,96,24,-10.913617134094238,-10.91362190246582,-10.913614273071289,-10.913874626159668,-10.9144287109375,4.76837158203125e-06,-2.86102294921875e-06,0.0002574920654296875,0.0008115768432617188,-0.0005540847778320312,-0.0008068084716796875,-10.67348575592041,-10.673486709594727,-10.67348575592041,-10.673484802246094,-10.977729797363281,9.5367431640625e-07,0.0,-9.5367431640625e-07,0.3042440414428711,-0.3042449951171875,-0.3042430877685547,-10.967111587524414,-10.967111587524414,-10.967111587524414,-10.967111587524414,-10.967111587524414,0.0,0.0,0.0,0.0,0.0,0.0,-3.814697265625e-06,2.86102294921875e-06,-0.00025844573974609375,0.3034324645996094,-0.30369091033935547,-0.303436279296875,-4.76837158203125e-06,2.86102294921875e-06,-0.0002574920654296875,-0.0008115768432617188,0.0005540847778320312,0.0008068084716796875,0.0002574920654296875
80,bnc_spoken.train.txt,Ġdoing,98,105,26,-7.152134895324707,-7.152134895324707,-7.151843547821045,-7.151843070983887,-7.152132034301758,0.0,-0.0002913475036621094,-0.0002918243408203125,-2.86102294921875e-06,-0.00028896331787109375,2.86102294921875e-06,-7.120242595672607,-7.120244026184082,-7.120243072509766,-7.120244026184082,-7.416542053222656,1.430511474609375e-06,4.76837158203125e-07,1.430511474609375e-06,0.29629945755004883,-0.2962980270385742,-0.2962980270385742,-7.0283355712890625,-7.028335094451904,-7.0283355712890625,-7.0283355712890625,-7.0283355712890625,-4.76837158203125e-07,0.0,0.0,0.0,0.0,-4.76837158203125e-07,1.430511474609375e-06,0.0002918243408203125,0.0002932548522949219,0.29630231857299805,-0.2960090637207031,-0.29630088806152344,-4.76837158203125e-07,0.0002913475036621094,0.0002918243408203125,2.86102294921875e-06,0.00028896331787109375,-3.337860107421875e-06,0.0002918243408203125
81,childes.train.txt,CHI,120,120,30,-4.179666042327881,-4.179773330688477,-4.179665565490723,-4.179666042327881,-4.1797566413879395,0.00010728836059570312,-4.76837158203125e-07,0.0,9.059906005859375e-05,-9.059906005859375e-05,1.6689300537109375e-05,-2.7784619331359863,-2.778454065322876,-2.7784619331359863,-2.778463840484619,-2.7784433364868164,-7.867813110351562e-06,0.0,1.9073486328125e-06,-1.8596649169921875e-05,2.0503997802734375e-05,1.0728836059570312e-05,-4.11128568649292,-4.111285209655762,-4.111285209655762,-4.11128568649292,-4.11128568649292,-4.76837158203125e-07,-4.76837158203125e-07,0.0,0.0,0.0,-4.76837158203125e-07,-0.00011515617370605469,4.76837158203125e-07,1.9073486328125e-06,-0.00010919570922851562,0.00011110305786132812,-5.9604644775390625e-06,-0.00010776519775390625,0.0,0.0,-9.059906005859375e-05,9.059906005859375e-05,-1.71661376953125e-05,0.00010728836059570312
82,bnc_spoken.train.txt,Ġwant,107,96,28,-6.754511833190918,-6.754512786865234,-6.754511833190918,-6.754508972167969,-6.754512786865234,9.5367431640625e-07,0.0,-2.86102294921875e-06,9.5367431640625e-07,-3.814697265625e-06,0.0,-6.79734992980957,-6.79734992980957,-6.797350883483887,-6.7973504066467285,-6.759366989135742,0.0,9.5367431640625e-07,4.76837158203125e-07,-0.037982940673828125,0.03798341751098633,0.037982940673828125,-6.820015907287598,-6.820015907287598,-6.820015907287598,-6.820015907287598,-6.820015907287598,0.0,0.0,0.0,0.0,0.0,0.0,-9.5367431640625e-07,9.5367431640625e-07,3.337860107421875e-06,-0.03798389434814453,0.03798723220825195,0.037982940673828125,-9.5367431640625e-07,0.0,2.86102294921875e-06,-9.5367431640625e-07,3.814697265625e-06,0.0,2.86102294921875e-06
83,bnc_spoken.train.txt,Ġclever,102,92,23,-11.776731491088867,-11.776853561401367,-11.776729583740234,-11.776654243469238,-11.77859878540039,0.0001220703125,-1.9073486328125e-06,-7.724761962890625e-05,0.0018672943115234375,-0.0019445419311523438,-0.0017452239990234375,-11.594544410705566,-11.594545364379883,-11.594545364379883,-11.594545364379883,-11.871329307556152,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.27678489685058594,-0.27678394317626953,-0.27678394317626953,-11.440019607543945,-11.440018653869629,-11.440019607543945,-11.440019607543945,-11.440019607543945,-9.5367431640625e-07,0.0,0.0,0.0,0.0,-9.5367431640625e-07,-0.00012111663818359375,2.86102294921875e-06,7.82012939453125e-05,0.2749176025390625,-0.2748394012451172,-0.2750387191772461,-0.00012302398681640625,1.9073486328125e-06,7.724761962890625e-05,-0.0018672943115234375,0.0019445419311523438,0.0017442703247070312,0.0001220703125
84,childes.train.txt,Ġwhat,120,119,29,-5.237668037414551,-5.237668037414551,-5.237668037414551,-5.237667560577393,-5.238459587097168,0.0,0.0,-4.76837158203125e-07,0.0007915496826171875,-0.0007920265197753906,-0.0007915496826171875,-4.566454887390137,-4.566463470458984,-4.566455364227295,-4.566452980041504,-4.566493988037109,8.58306884765625e-06,4.76837158203125e-07,-1.9073486328125e-06,3.910064697265625e-05,-4.100799560546875e-05,-3.0517578125e-05,-5.2196574211120605,-5.219657897949219,-5.219656944274902,-5.2196574211120605,-5.219657897949219,4.76837158203125e-07,-4.76837158203125e-07,0.0,4.76837158203125e-07,-4.76837158203125e-07,0.0,8.58306884765625e-06,4.76837158203125e-07,-1.430511474609375e-06,-0.0007524490356445312,0.0007510185241699219,0.0007610321044921875,4.76837158203125e-07,-4.76837158203125e-07,4.76837158203125e-07,-0.0007910728454589844,0.0007915496826171875,0.0007915496826171875,4.76837158203125e-07
85,bnc_spoken.train.txt,Ġhopefully,103,109,28,-10.044522285461426,-10.044696807861328,-10.044466018676758,-10.044452667236328,-10.044540405273438,0.00017452239990234375,-5.626678466796875e-05,-6.961822509765625e-05,1.811981201171875e-05,-8.7738037109375e-05,0.000156402587890625,-9.449319839477539,-9.449319839477539,-9.449319839477539,-9.449318885803223,-10.899982452392578,0.0,0.0,-9.5367431640625e-07,1.450662612915039,-1.4506635665893555,-1.450662612915039,-9.703210830688477,-9.703210830688477,-9.703210830688477,-9.703210830688477,-9.703210830688477,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017452239990234375,5.626678466796875e-05,6.866455078125e-05,1.4506444931030273,-1.450575828552246,-1.4508190155029297,-0.00017452239990234375,5.626678466796875e-05,6.961822509765625e-05,-1.811981201171875e-05,8.7738037109375e-05,-0.000156402587890625,0.00017452239990234375
86,bnc_spoken.train.txt,Ġlike,89,88,23,-6.067155361175537,-6.067248821258545,-6.067147731781006,-6.067181587219238,-6.067348957061768,9.34600830078125e-05,-7.62939453125e-06,2.6226043701171875e-05,0.00019359588623046875,-0.00016736984252929688,-0.00010013580322265625,-6.251577377319336,-6.251575469970703,-6.251576900482178,-6.251575469970703,-6.184577941894531,-1.9073486328125e-06,-4.76837158203125e-07,-1.9073486328125e-06,-0.06699943542480469,0.06699752807617188,0.06699752807617188,-6.143174171447754,-6.143174171447754,-6.143174171447754,-6.143174171447754,-6.143174171447754,0.0,0.0,0.0,0.0,0.0,0.0,-9.5367431640625e-05,7.152557373046875e-06,-2.8133392333984375e-05,-0.06719303131103516,0.06716489791870117,0.06709766387939453,-9.34600830078125e-05,7.62939453125e-06,-2.6226043701171875e-05,-0.00019359588623046875,0.00016736984252929688,0.00010013580322265625,9.34600830078125e-05
