event_index,pair_id,category,word,word_index,n_pieces,ordered_selected_count_4passes,scrambled_selected_count_4passes,either_arm_selected_count_4passes,neither_arm_selected,ordered_never_selected,scrambled_never_selected
2181,compact:frontier_consolidation_fwcompact_medium_001456,source_absent_content,treated,2,1,1,0,1,False,False,True
2182,compact:frontier_consolidation_fwcompact_medium_042908,source_absent_content,online.,18,2,1,1,2,False,False,False
2183,compact:frontier_consolidation_fwcompact_medium_003435,function_other,The,0,1,2,0,2,False,False,True
2184,compact:frontier_consolidation_fwcompact_medium_002960,source_absent_content,comes,3,1,0,0,0,True,True,True
2185,compact:frontier_consolidation_fwcompact_medium_030187,function_other,the,4,1,1,0,1,False,False,True
2186,compact:frontier_consolidation_fwcompact_medium_056385,function_other,so,4,1,1,2,3,False,False,False
2187,compact:frontier_consolidation_fwcompact_medium_037657,function_other,much,4,1,0,0,0,True,True,True
2188,compact:frontier_consolidation_fwcompact_medium_041109,retained_content,General,0,1,0,1,1,False,True,False
2189,compact:frontier_consolidation_fwcompact_medium_044344,retained_content,communication,9,1,2,2,4,False,False,False
2190,compact:frontier_consolidation_fwcompact_medium_055572,function_other,one,10,1,0,0,0,True,True,True
2191,compact:frontier_consolidation_fwcompact_medium_035874,retained_content,oscillation,10,4,1,1,2,False,False,False
2192,compact:frontier_consolidation_fwcompact_medium_038410,function_other,of,5,1,1,1,2,False,False,False
2193,compact:frontier_consolidation_fwcompact_medium_025279,function_other,the,6,1,0,1,1,False,True,False
2194,compact:frontier_consolidation_fwcompact_medium_019650,source_absent_content,politician,10,1,1,1,2,False,False,False
2195,compact:frontier_consolidation_fwcompact_medium_043799,function_other,and,13,1,0,2,2,False,True,False
2196,compact:frontier_consolidation_fwcompact_medium_017907,source_absent_content,come,7,1,0,0,0,True,True,True
2197,compact:frontier_consolidation_fwcompact_medium_056908,source_absent_content,says,1,1,1,0,1,False,False,True
2198,compact:frontier_consolidation_fwcompact_medium_033008,source_absent_content,pair's,9,2,0,2,2,False,True,False
2199,compact:frontier_consolidation_fwcompact_medium_018830,function_other,be,6,1,0,0,0,True,True,True
2200,compact:frontier_consolidation_fwcompact_medium_006685,source_absent_content,show,21,1,0,0,0,True,True,True
2201,compact:frontier_consolidation_fwcompact_medium_042324,source_absent_content,makes,6,1,0,1,1,False,True,False
2202,compact:frontier_consolidation_fwcompact_medium_057305,source_absent_content,found,2,1,0,0,0,True,True,True
2203,compact:frontier_consolidation_fwcompact_medium_042382,source_absent_content,cause,12,1,0,3,3,False,True,False
2204,compact:frontier_consolidation_fwcompact_medium_020833,source_absent_content,knew,6,1,0,0,0,True,True,True
2205,compact:frontier_consolidation_fwcompact_medium_034795,retained_content,measurement,10,2,1,0,1,False,False,True
2206,compact:frontier_consolidation_fwcompact_medium_019924,retained_content,years,17,1,0,0,0,True,True,True
2207,compact:frontier_consolidation_fwcompact_medium_047397,function_other,no,9,1,0,0,0,True,True,True
2208,compact:frontier_consolidation_fwcompact_medium_055124,retained_content,"ocular,",3,3,0,1,1,False,True,False
2209,compact:frontier_consolidation_fwcompact_medium_054198,retained_content,ankle,22,2,0,1,1,False,True,False
2210,compact:frontier_consolidation_fwcompact_medium_032206,retained_content,problems.,18,2,1,0,1,False,False,True
2211,compact:frontier_consolidation_fwcompact_medium_026215,function_other,and,13,1,1,1,2,False,False,False
2212,compact:frontier_consolidation_fwcompact_medium_020705,retained_content,sports,5,1,0,0,0,True,True,True
2213,compact:frontier_consolidation_fwcompact_medium_035500,source_absent_content,help,2,1,1,2,3,False,False,False
2214,compact:frontier_consolidation_fwcompact_medium_032989,function_other,in,6,1,0,0,0,True,True,True
2215,compact:frontier_consolidation_fwcompact_medium_049750,source_absent_content,corners,2,1,1,0,1,False,False,True
2216,compact:frontier_consolidation_fwcompact_medium_036534,retained_content,Field,9,1,0,0,0,True,True,True
2217,compact:frontier_consolidation_fwcompact_medium_012105,retained_content,code.,13,2,0,1,1,False,True,False
2218,compact:frontier_consolidation_fwcompact_medium_028641,function_other,can,11,1,0,0,0,True,True,True
2219,compact:frontier_consolidation_fwcompact_medium_023901,retained_content,friends,1,1,0,0,0,True,True,True
2220,compact:frontier_consolidation_fwcompact_medium_011568,source_absent_content,practicing,13,1,2,0,2,False,False,True
2221,compact:frontier_consolidation_fwcompact_medium_043833,source_absent_content,fight,7,1,0,0,0,True,True,True
2222,compact:frontier_consolidation_fwcompact_medium_023825,source_absent_content,opposed,2,1,1,0,1,False,False,True
2223,compact:frontier_consolidation_fwcompact_medium_019960,function_other,all,5,1,0,3,3,False,True,False
2224,compact:frontier_consolidation_fwcompact_medium_031204,function_other,and,10,1,1,1,2,False,False,False
2225,compact:frontier_consolidation_fwcompact_medium_056217,source_absent_content,use,1,1,1,1,2,False,False,False
2226,compact:frontier_consolidation_fwcompact_medium_040037,source_absent_content,command's,16,2,0,1,1,False,True,False
2227,compact:frontier_consolidation_fwcompact_medium_047530,source_absent_content,localize,10,2,0,2,2,False,True,False
2228,compact:frontier_consolidation_fwcompact_medium_015236,retained_content,strategies.,9,3,1,0,1,False,False,True
2229,compact:frontier_consolidation_fwcompact_medium_008273,source_absent_content,blow,7,1,2,2,4,False,False,False
2230,compact:frontier_consolidation_fwcompact_medium_020678,retained_content,compound,5,1,1,1,2,False,False,False
2231,compact:frontier_consolidation_fwcompact_medium_040295,retained_content,asbestos,6,4,0,0,0,True,True,True
2232,compact:frontier_consolidation_fwcompact_medium_056136,source_absent_content,urged,5,1,1,1,2,False,False,False
2233,compact:frontier_consolidation_fwcompact_medium_039338,source_absent_content,come,15,1,0,0,0,True,True,True
2234,compact:frontier_consolidation_fwcompact_medium_050637,function_other,some,12,1,0,0,0,True,True,True
2235,compact:frontier_consolidation_fwcompact_medium_020853,retained_content,48,13,3,2,1,3,False,False,False
2236,compact:frontier_consolidation_fwcompact_medium_024022,source_absent_content,live,2,1,2,1,3,False,False,False
2237,compact:frontier_consolidation_fwcompact_medium_034894,retained_content,general,5,1,1,0,1,False,False,True
2238,compact:frontier_consolidation_fwcompact_medium_038848,source_absent_content,move,9,1,0,1,1,False,True,False
2239,compact:frontier_consolidation_fwcompact_medium_014766,retained_content,island,2,1,1,1,2,False,False,False
2240,compact:frontier_consolidation_fwcompact_medium_012844,source_absent_content,move.,11,2,1,0,1,False,False,True
2241,compact:frontier_consolidation_fwcompact_medium_001286,function_other,an,2,1,0,0,0,True,True,True
2242,compact:frontier_consolidation_fwcompact_medium_006373,function_other,The,0,1,1,1,2,False,False,False
2243,compact:frontier_consolidation_fwcompact_medium_028021,function_other,all,4,1,1,0,1,False,False,True
2244,compact:frontier_consolidation_fwcompact_medium_054692,function_other,than,6,1,1,1,2,False,False,False
2245,compact:frontier_consolidation_fwcompact_medium_044072,source_absent_content,regain,5,2,0,2,2,False,True,False
2246,compact:frontier_consolidation_fwcompact_medium_034977,source_absent_content,send,3,1,1,1,2,False,False,False
2247,compact:frontier_consolidation_fwcompact_medium_017627,source_absent_content,"later,",10,2,0,1,1,False,True,False
2248,compact:frontier_consolidation_fwcompact_medium_043556,function_other,by,6,1,1,0,1,False,False,True
2249,compact:frontier_consolidation_fwcompact_medium_003845,retained_content,dog,10,1,1,1,2,False,False,False
2250,compact:frontier_consolidation_fwcompact_medium_048406,retained_content,solstice,15,3,1,0,1,False,False,True
2251,compact:frontier_consolidation_fwcompact_medium_051421,retained_content,Millions,0,2,0,0,0,True,True,True
2252,compact:frontier_consolidation_fwcompact_medium_053524,retained_content,Flat,0,2,0,0,0,True,True,True
2253,compact:frontier_consolidation_fwcompact_medium_039718,retained_content,oil.,10,2,0,0,0,True,True,True
2254,compact:frontier_consolidation_fwcompact_medium_009260,retained_content,"nematodes,",4,4,1,1,2,False,False,False
2255,compact:frontier_consolidation_fwcompact_medium_051148,source_absent_content,requiring,9,1,0,0,0,True,True,True
2256,compact:frontier_consolidation_fwcompact_medium_040608,retained_content,folate,6,2,1,1,2,False,False,False
2257,compact:frontier_consolidation_fwcompact_medium_033464,retained_content,slurred,12,2,0,1,1,False,True,False
2258,compact:frontier_consolidation_fwcompact_medium_005969,retained_content,adult,17,1,1,1,2,False,False,False
2259,compact:frontier_consolidation_fwcompact_medium_041738,retained_content,decades.,10,2,1,1,2,False,False,False
2260,compact:frontier_consolidation_fwcompact_medium_043475,retained_content,Dark,0,1,1,2,3,False,False,False
2261,compact:frontier_consolidation_fwcompact_medium_002062,retained_content,SQL,10,3,0,2,2,False,True,False
2262,compact:frontier_consolidation_fwcompact_medium_045423,function_other,the,14,1,0,1,1,False,True,False
2263,compact:frontier_consolidation_fwcompact_medium_023544,retained_content,California,4,1,2,1,3,False,False,False
2264,compact:frontier_consolidation_fwcompact_medium_016235,function_other,than,4,1,1,0,1,False,False,True
2265,compact:frontier_consolidation_fwcompact_medium_016560,source_absent_content,chatted,1,2,2,0,2,False,False,True
2266,compact:frontier_consolidation_fwcompact_medium_008716,source_absent_content,returning,6,1,0,0,0,True,True,True
2267,compact:frontier_consolidation_fwcompact_medium_008904,source_absent_content,smells,6,1,0,0,0,True,True,True
2268,compact:frontier_consolidation_fwcompact_medium_018589,retained_content,Lead,7,1,0,4,4,False,True,False
2269,compact:frontier_consolidation_fwcompact_medium_038074,retained_content,majority,4,1,0,1,1,False,True,False
2270,compact:frontier_consolidation_fwcompact_medium_009936,source_absent_content,carilloned,6,3,1,1,2,False,False,False
2271,compact:frontier_consolidation_fwcompact_medium_044276,retained_content,exploits,2,2,0,0,0,True,True,True
2272,compact:frontier_consolidation_fwcompact_medium_053950,function_other,and,10,1,2,1,3,False,False,False
2273,compact:frontier_consolidation_fwcompact_medium_060230,source_absent_content,burned,7,1,0,1,1,False,True,False
2274,compact:frontier_consolidation_fwcompact_medium_013184,source_absent_content,needs,6,1,1,0,1,False,False,True
2275,compact:frontier_consolidation_fwcompact_medium_011531,retained_content,used.,7,2,1,1,2,False,False,False
2276,compact:frontier_consolidation_fwcompact_medium_021115,source_absent_content,everyone,21,1,0,0,0,True,True,True
2277,compact:frontier_consolidation_fwcompact_medium_019319,function_other,but,9,1,0,0,0,True,True,True
2278,compact:frontier_consolidation_fwcompact_medium_040472,retained_content,water,3,1,0,0,0,True,True,True
2279,compact:frontier_consolidation_fwcompact_medium_059734,function_other,This,0,1,2,0,2,False,False,True
2280,compact:frontier_consolidation_fwcompact_medium_044727,function_other,the,6,1,0,2,2,False,True,False
2281,compact:frontier_consolidation_fwcompact_medium_041457,function_other,along,9,1,1,0,1,False,False,True
2282,compact:frontier_consolidation_fwcompact_medium_015438,retained_content,Children,0,1,1,0,1,False,False,True
2283,compact:frontier_consolidation_fwcompact_medium_033166,function_other,had,3,1,0,1,1,False,True,False
2284,compact:frontier_consolidation_fwcompact_medium_004290,retained_content,levels,9,1,0,1,1,False,True,False
2285,compact:frontier_consolidation_fwcompact_medium_030945,source_absent_content,Calories,0,2,0,2,2,False,True,False
2286,compact:frontier_consolidation_fwcompact_medium_028082,function_other,in,3,1,0,0,0,True,True,True
2287,compact:frontier_consolidation_fwcompact_medium_000301,source_absent_content,grow,18,1,0,0,0,True,True,True
2288,compact:frontier_consolidation_fwcompact_medium_050389,function_other,We,0,1,1,1,2,False,False,False
2289,compact:frontier_consolidation_fwcompact_medium_009408,retained_content,"birds,",4,2,1,0,1,False,False,True
2290,compact:frontier_consolidation_fwcompact_medium_049524,retained_content,18,1,3,0,0,0,True,True,True
2291,compact:frontier_consolidation_fwcompact_medium_009539,function_other,"2,",27,3,0,1,1,False,True,False
2292,compact:frontier_consolidation_fwcompact_medium_060163,retained_content,sunscreens,9,4,0,0,0,True,True,True
2293,compact:frontier_consolidation_fwcompact_medium_061132,function_other,but,4,1,1,1,2,False,False,False
2294,compact:frontier_consolidation_fwcompact_medium_052212,retained_content,baking,5,2,1,1,2,False,False,False
2295,compact:frontier_consolidation_fwcompact_medium_003582,source_absent_content,export.,14,3,1,1,2,False,False,False
2296,compact:frontier_consolidation_fwcompact_medium_023649,retained_content,"eye,",10,2,1,1,2,False,False,False
2297,compact:frontier_consolidation_fwcompact_medium_000694,retained_content,popular,6,1,0,0,0,True,True,True
2298,compact:frontier_consolidation_fwcompact_medium_005042,function_other,by,9,1,1,0,1,False,False,True
2299,compact:frontier_consolidation_fwcompact_medium_059107,source_absent_content,show,2,1,0,2,2,False,True,False
2300,compact:frontier_consolidation_fwcompact_medium_049794,retained_content,sources,9,1,1,0,1,False,False,True
2301,compact:frontier_consolidation_fwcompact_medium_018341,source_absent_content,linked,4,1,0,1,1,False,True,False
2302,compact:frontier_consolidation_fwcompact_medium_056673,source_absent_content,failed,2,1,1,0,1,False,False,True
2303,compact:frontier_consolidation_fwcompact_medium_058520,function_other,The,0,1,0,0,0,True,True,True
2304,compact:frontier_consolidation_fwcompact_medium_037864,retained_content,"geologic,",12,4,0,1,1,False,True,False
2305,compact:frontier_consolidation_fwcompact_medium_015559,retained_content,salt,1,1,1,1,2,False,False,False
2306,compact:frontier_consolidation_fwcompact_medium_000084,retained_content,damage,7,1,1,0,1,False,False,True
2307,compact:frontier_consolidation_fwcompact_medium_030875,retained_content,United,4,1,1,0,1,False,False,True
2308,compact:frontier_consolidation_fwcompact_medium_019017,source_absent_content,baby,12,1,1,1,2,False,False,False
2309,compact:frontier_consolidation_fwcompact_medium_016361,retained_content,celibate,1,3,0,1,1,False,True,False
2310,compact:frontier_consolidation_fwcompact_medium_031226,source_absent_content,create,11,1,1,2,3,False,False,False
2311,compact:frontier_consolidation_fwcompact_medium_046178,retained_content,aluminum,3,3,0,1,1,False,True,False
2312,compact:frontier_consolidation_fwcompact_medium_054198,retained_content,Dr,0,1,0,0,0,True,True,True
2313,compact:frontier_consolidation_fwcompact_medium_018561,source_absent_content,ensure,7,1,2,0,2,False,False,True
2314,compact:frontier_consolidation_fwcompact_medium_017085,retained_content,minutes,3,1,0,1,1,False,True,False
2315,compact:frontier_consolidation_fwcompact_medium_016495,function_other,that,8,1,1,0,1,False,False,True
2316,compact:frontier_consolidation_fwcompact_medium_026729,retained_content,Artisans,0,3,2,0,2,False,False,True
2317,compact:frontier_consolidation_fwcompact_medium_057015,source_absent_content,alloys,5,3,0,0,0,True,True,True
2318,compact:frontier_consolidation_fwcompact_medium_019515,source_absent_content,wrote,7,1,0,1,1,False,True,False
2319,compact:frontier_consolidation_fwcompact_medium_006474,source_absent_content,sure,2,1,0,0,0,True,True,True
2320,compact:frontier_consolidation_fwcompact_medium_050250,retained_content,"years,",2,2,1,0,1,False,False,True
2321,compact:frontier_consolidation_fwcompact_medium_032403,function_other,the,12,1,0,1,1,False,True,False
2322,compact:frontier_consolidation_fwcompact_medium_007493,retained_content,Atlantic,6,1,0,2,2,False,True,False
2323,compact:frontier_consolidation_fwcompact_medium_041549,source_absent_content,shown,6,1,1,1,2,False,False,False
2324,compact:frontier_consolidation_fwcompact_medium_030924,retained_content,companies,1,1,0,1,1,False,True,False
2325,compact:frontier_consolidation_fwcompact_medium_031213,function_other,for,20,1,1,0,1,False,False,True
2326,compact:frontier_consolidation_fwcompact_medium_044292,retained_content,greater,7,1,0,0,0,True,True,True
2327,compact:frontier_consolidation_fwcompact_medium_011863,retained_content,Men,0,1,2,1,3,False,False,False
2328,compact:frontier_consolidation_fwcompact_medium_028441,source_absent_content,top,3,1,1,1,2,False,False,False
2329,compact:frontier_consolidation_fwcompact_medium_006486,retained_content,Rocks,0,2,0,0,0,True,True,True
2330,compact:frontier_consolidation_fwcompact_medium_020093,function_other,to,4,1,0,0,0,True,True,True
2331,compact:frontier_consolidation_fwcompact_medium_000339,source_absent_content,outputs,2,2,0,0,0,True,True,True
2332,compact:frontier_consolidation_fwcompact_medium_049676,function_other,these,11,1,0,2,2,False,True,False
2333,compact:frontier_consolidation_fwcompact_medium_003607,retained_content,appear,5,1,1,1,2,False,False,False
2334,compact:frontier_consolidation_fwcompact_medium_016199,retained_content,"Secondly,",0,3,0,1,1,False,True,False
2335,compact:frontier_consolidation_fwcompact_medium_009184,source_absent_content,learned,14,1,2,1,3,False,False,False
2336,compact:frontier_consolidation_fwcompact_medium_030315,function_other,are,1,1,0,0,0,True,True,True
2337,compact:frontier_consolidation_fwcompact_medium_001027,retained_content,animation,7,1,1,0,1,False,False,True
2338,compact:frontier_consolidation_fwcompact_medium_052762,source_absent_content,cut,2,1,1,0,1,False,False,True
2339,compact:frontier_consolidation_fwcompact_medium_020522,source_absent_content,differs,2,2,0,1,1,False,True,False
2340,compact:frontier_consolidation_fwcompact_medium_045211,function_other,is,3,1,0,0,0,True,True,True
2341,compact:frontier_consolidation_fwcompact_medium_030966,source_absent_content,Kelp's,0,3,0,1,1,False,True,False
2342,compact:frontier_consolidation_fwcompact_medium_056332,source_absent_content,chose,5,1,1,1,2,False,False,False
2343,compact:frontier_consolidation_fwcompact_medium_042118,source_absent_content,score,9,1,0,0,0,True,True,True
2344,compact:frontier_consolidation_fwcompact_medium_043601,retained_content,side,9,1,1,1,2,False,False,False
2345,compact:frontier_consolidation_fwcompact_medium_039259,retained_content,cut.,23,2,2,0,2,False,False,True
2346,compact:frontier_consolidation_fwcompact_medium_030105,retained_content,ESD,7,3,1,0,1,False,False,True
2347,compact:frontier_consolidation_fwcompact_medium_012442,retained_content,damages,4,2,0,0,0,True,True,True
2348,compact:frontier_consolidation_fwcompact_medium_034616,retained_content,"SDR,",1,4,0,0,0,True,True,True
2349,compact:frontier_consolidation_fwcompact_medium_021004,source_absent_content,mistake,2,1,1,0,1,False,False,True
2350,compact:frontier_consolidation_fwcompact_medium_057246,function_other,is,1,1,2,2,4,False,False,False
2351,compact:frontier_consolidation_fwcompact_medium_019287,function_other,on,3,1,0,1,1,False,True,False
2352,compact:frontier_consolidation_fwcompact_medium_028527,source_absent_content,cans,9,2,2,0,2,False,False,True
2353,compact:frontier_consolidation_fwcompact_medium_007234,source_absent_content,hunt,1,1,0,0,0,True,True,True
2354,compact:frontier_consolidation_fwcompact_medium_018376,function_other,"1,",16,3,1,0,1,False,False,True
2355,compact:frontier_consolidation_fwcompact_medium_033422,source_absent_content,combining,6,2,2,1,3,False,False,False
2356,compact:frontier_consolidation_fwcompact_medium_004933,source_absent_content,simultaneously.,5,2,0,2,2,False,True,False
2357,compact:frontier_consolidation_fwcompact_medium_047251,function_other,that,12,1,0,1,1,False,True,False
2358,compact:frontier_consolidation_fwcompact_medium_033288,function_other,in,9,1,1,0,1,False,False,True
2359,compact:frontier_consolidation_fwcompact_medium_049035,retained_content,evidence,8,1,0,0,0,True,True,True
2360,compact:frontier_consolidation_fwcompact_medium_038891,source_absent_content,caused,4,1,1,1,2,False,False,False
2361,compact:frontier_consolidation_fwcompact_medium_040179,retained_content,graphs.,10,3,1,1,2,False,False,False
2362,compact:frontier_consolidation_fwcompact_medium_027218,source_absent_content,coaters,4,2,1,0,1,False,False,True
2363,compact:frontier_consolidation_fwcompact_medium_016087,source_absent_content,gave,5,1,0,0,0,True,True,True
2364,compact:frontier_consolidation_fwcompact_medium_057535,function_other,a,3,1,0,0,0,True,True,True
2365,compact:frontier_consolidation_fwcompact_medium_056238,source_absent_content,Iraqi,3,1,2,1,3,False,False,False
2366,compact:frontier_consolidation_fwcompact_medium_021631,retained_content,papillomavirus,7,6,0,0,0,True,True,True
2367,compact:frontier_consolidation_fwcompact_medium_012167,source_absent_content,lack,5,1,1,1,2,False,False,False
2368,compact:frontier_consolidation_fwcompact_medium_047944,retained_content,cave,1,1,2,0,2,False,False,True
2369,compact:frontier_consolidation_fwcompact_medium_039889,source_absent_content,relationship,3,1,0,0,0,True,True,True
2370,compact:frontier_consolidation_fwcompact_medium_032988,function_other,from,7,1,0,0,0,True,True,True
2371,compact:frontier_consolidation_fwcompact_medium_042008,retained_content,access,2,1,0,0,0,True,True,True
2372,compact:frontier_consolidation_fwcompact_medium_040150,function_other,on,20,1,0,0,0,True,True,True
2373,compact:frontier_consolidation_fwcompact_medium_029736,source_absent_content,told,1,1,0,0,0,True,True,True
2374,compact:frontier_consolidation_fwcompact_medium_047154,retained_content,railway,21,1,0,0,0,True,True,True
2375,compact:frontier_consolidation_fwcompact_medium_059346,source_absent_content,starting,11,1,0,0,0,True,True,True
2376,compact:frontier_consolidation_fwcompact_medium_033977,source_absent_content,helps,2,1,1,0,1,False,False,True
2377,compact:frontier_consolidation_fwcompact_medium_008027,function_other,on,10,1,1,0,1,False,False,True
2378,compact:frontier_consolidation_fwcompact_medium_024740,retained_content,assistant,3,1,0,0,0,True,True,True
2379,compact:frontier_consolidation_fwcompact_medium_031790,retained_content,silent,6,1,0,1,1,False,True,False
2380,compact:frontier_consolidation_fwcompact_medium_009127,retained_content,dissolve,3,2,2,1,3,False,False,False
2381,compact:frontier_consolidation_fwcompact_medium_007211,retained_content,"available,",6,2,0,2,2,False,True,False
2382,compact:frontier_consolidation_fwcompact_medium_042867,retained_content,sulfate,7,3,0,1,1,False,True,False
2383,compact:frontier_consolidation_fwcompact_medium_000234,function_other,having,13,1,1,0,1,False,False,True
2384,compact:frontier_consolidation_fwcompact_medium_000834,source_absent_content,thinking,11,1,0,1,1,False,True,False
2385,compact:frontier_consolidation_fwcompact_medium_043116,retained_content,adult,12,1,0,1,1,False,True,False
2386,compact:frontier_consolidation_fwcompact_medium_005440,retained_content,climate,11,1,1,0,1,False,False,True
2387,compact:frontier_consolidation_fwcompact_medium_053788,function_other,also,7,1,0,1,1,False,True,False
2388,compact:frontier_consolidation_fwcompact_medium_060374,retained_content,access,5,1,1,2,3,False,False,False
2389,compact:frontier_consolidation_fwcompact_medium_021349,retained_content,cord,13,1,2,0,2,False,False,True
2390,compact:frontier_consolidation_fwcompact_medium_051098,function_other,G,1,1,0,0,0,True,True,True
2391,compact:frontier_consolidation_fwcompact_medium_050581,source_absent_content,outcomes,8,2,1,0,1,False,False,True
2392,compact:frontier_consolidation_fwcompact_medium_005217,source_absent_content,references,7,1,1,0,1,False,False,True
2393,compact:frontier_consolidation_fwcompact_medium_012417,source_absent_content,equipment;,3,2,2,0,2,False,False,True
2394,compact:frontier_consolidation_fwcompact_medium_042023,source_absent_content,shows,2,1,0,0,0,True,True,True
2395,compact:frontier_consolidation_fwcompact_medium_021604,function_other,to,11,1,0,1,1,False,True,False
2396,compact:frontier_consolidation_fwcompact_medium_033912,function_other,in,7,1,0,0,0,True,True,True
2397,compact:frontier_consolidation_fwcompact_medium_014558,function_other,that.,6,2,0,0,0,True,True,True
2398,compact:frontier_consolidation_fwcompact_medium_058360,source_absent_content,cavities.,11,3,0,1,1,False,True,False
2399,compact:frontier_consolidation_fwcompact_medium_031938,retained_content,branch,7,1,0,2,2,False,True,False
2400,compact:frontier_consolidation_fwcompact_medium_049979,retained_content,presentation,12,1,1,0,1,False,False,True
2401,compact:frontier_consolidation_fwcompact_medium_028501,retained_content,TRPV1,2,4,0,1,1,False,True,False
2402,compact:frontier_consolidation_fwcompact_medium_060266,source_absent_content,use,11,1,2,0,2,False,False,True
2403,compact:frontier_consolidation_fwcompact_medium_053378,retained_content,growing,13,1,2,0,2,False,False,True
2404,compact:frontier_consolidation_fwcompact_medium_032685,source_absent_content,"ppm,",8,4,0,0,0,True,True,True
2405,compact:frontier_consolidation_fwcompact_medium_007183,retained_content,"Ives,",0,3,0,0,0,True,True,True
2406,compact:frontier_consolidation_fwcompact_medium_007116,function_other,of,1,1,1,1,2,False,False,False
2407,compact:frontier_consolidation_fwcompact_medium_030097,function_other,as,7,1,3,0,3,False,False,True
2408,compact:frontier_consolidation_fwcompact_medium_049940,function_other,of,5,1,0,0,0,True,True,True
2409,compact:frontier_consolidation_fwcompact_medium_003108,function_other,when,4,1,0,0,0,True,True,True
2410,compact:frontier_consolidation_fwcompact_medium_033147,source_absent_content,drive,11,1,1,0,1,False,False,True
2411,compact:frontier_consolidation_fwcompact_medium_049479,source_absent_content,say,3,1,1,1,2,False,False,False
2412,compact:frontier_consolidation_fwcompact_medium_037227,function_other,This,0,1,0,0,0,True,True,True
2413,compact:frontier_consolidation_fwcompact_medium_056441,retained_content,2004,2,5,0,1,1,False,True,False
2414,compact:frontier_consolidation_fwcompact_medium_056687,function_other,to,7,1,0,1,1,False,True,False
2415,compact:frontier_consolidation_fwcompact_medium_017331,source_absent_content,daily,3,1,3,1,4,False,False,False
2416,compact:frontier_consolidation_fwcompact_medium_006947,function_other,it.,9,2,1,0,1,False,False,True
2417,compact:frontier_consolidation_fwcompact_medium_024355,retained_content,Eben-Emael,3,5,0,0,0,True,True,True
2418,compact:frontier_consolidation_fwcompact_medium_021935,retained_content,client,6,1,0,0,0,True,True,True
2419,compact:frontier_consolidation_fwcompact_medium_048503,retained_content,humans,12,1,1,0,1,False,False,True
2420,compact:frontier_consolidation_fwcompact_medium_030187,retained_content,estimates,1,2,0,0,0,True,True,True
2421,compact:frontier_consolidation_fwcompact_medium_054198,function_other,and,15,1,0,0,0,True,True,True
2422,compact:frontier_consolidation_fwcompact_medium_045047,function_other,a,2,1,0,0,0,True,True,True
2423,compact:frontier_consolidation_fwcompact_medium_047253,source_absent_content,inside,3,1,1,0,1,False,False,True
2424,compact:frontier_consolidation_fwcompact_medium_045831,retained_content,obesity,5,3,1,1,2,False,False,False
2425,compact:frontier_consolidation_fwcompact_medium_025452,source_absent_content,network's,12,2,0,1,1,False,True,False
2426,compact:frontier_consolidation_fwcompact_medium_036558,source_absent_content,quickly,9,1,0,2,2,False,True,False
2427,compact:frontier_consolidation_fwcompact_medium_056443,retained_content,time,4,1,1,1,2,False,False,False
2428,compact:frontier_consolidation_fwcompact_medium_017058,source_absent_content,mission,4,1,1,1,2,False,False,False
2429,compact:frontier_consolidation_fwcompact_medium_033088,retained_content,supports,2,1,1,1,2,False,False,False
2430,compact:frontier_consolidation_fwcompact_medium_035792,function_other,and,16,1,0,1,1,False,True,False
2431,compact:frontier_consolidation_fwcompact_medium_060729,source_absent_content,GCSE/iGCSE,0,8,0,1,1,False,True,False
2432,compact:frontier_consolidation_fwcompact_medium_012135,function_other,a,19,1,1,1,2,False,False,False
2433,compact:frontier_consolidation_fwcompact_medium_015004,function_other,and,7,1,0,1,1,False,True,False
2434,compact:frontier_consolidation_fwcompact_medium_015468,source_absent_content,depend,9,1,2,2,4,False,False,False
2435,compact:frontier_consolidation_fwcompact_medium_000154,source_absent_content,"clouds,",12,2,0,1,1,False,True,False
2436,compact:frontier_consolidation_fwcompact_medium_022073,retained_content,conventional,8,2,1,1,2,False,False,False
2437,compact:frontier_consolidation_fwcompact_medium_027093,retained_content,Urban,5,2,1,0,1,False,False,True
2438,compact:frontier_consolidation_fwcompact_medium_058029,function_other,The,0,1,1,1,2,False,False,False
2439,compact:frontier_consolidation_fwcompact_medium_019960,retained_content,"Augustine,",1,3,0,0,0,True,True,True
2440,compact:frontier_consolidation_fwcompact_medium_012992,function_other,same,7,1,2,2,4,False,False,False
2441,compact:frontier_consolidation_fwcompact_medium_056214,source_absent_content,"nationally,",9,3,0,1,1,False,True,False
2442,compact:frontier_consolidation_fwcompact_medium_035819,retained_content,cultural,21,1,0,1,1,False,True,False
2443,compact:frontier_consolidation_fwcompact_medium_017237,function_other,while,8,1,0,2,2,False,True,False
2444,compact:frontier_consolidation_fwcompact_medium_019790,function_other,are,1,1,0,1,1,False,True,False
2445,compact:frontier_consolidation_fwcompact_medium_004474,retained_content,Aspirin,0,3,0,1,1,False,True,False
2446,compact:frontier_consolidation_fwcompact_medium_000302,function_other,their,13,1,0,2,2,False,True,False
2447,compact:frontier_consolidation_fwcompact_medium_027188,source_absent_content,treats,2,2,1,1,2,False,False,False
2448,compact:frontier_consolidation_fwcompact_medium_021650,function_other,This,0,1,0,0,0,True,True,True
2449,compact:frontier_consolidation_fwcompact_medium_056438,function_other,only,1,1,0,0,0,True,True,True
