column,subtask,subgroup,group_level,group_id,n_items,rise_gains,rise_losses,rise_unchanged,rise_net,rise_net_pct,rise_gain_pct,rise_loss_pct,rise_churn_pct,fall_gains,fall_losses,fall_unchanged,fall_net,fall_net_pct,fall_gain_pct,fall_loss_pct,fall_churn_pct
Entity,ambiref_5_ops,ambiref,column+subtask+subgroup,Entity||ambiref_5_ops||ambiref,123,1,2,120,-1,-0.8130081300813009,0.8130081300813009,1.6260162601626018,2.4390243902439024,1,1,121,0,0.0,0.8130081300813009,0.8130081300813009,1.6260162601626018
Entity,regular_4_ops,regular,column+subtask+subgroup,Entity||regular_4_ops||regular,388,12,12,364,0,0.0,3.0927835051546393,3.0927835051546393,6.185567010309279,5,7,376,-2,-0.5154639175257731,1.2886597938144329,1.804123711340206,3.0927835051546393
Entity,regular_1_ops,regular,column+subtask+subgroup,Entity||regular_1_ops||regular,409,8,6,395,2,0.4889975550122249,1.9559902200488997,1.466992665036675,3.4229828850855744,6,7,396,-1,-0.24449877750611246,1.466992665036675,1.7114914425427872,3.1784841075794623
Entity,ambiref_2_ops,ambiref,column+subtask+subgroup,Entity||ambiref_2_ops||ambiref,413,11,9,393,2,0.48426150121065376,2.663438256658596,2.1791767554479415,4.842615012106537,6,7,400,-1,-0.24213075060532688,1.4527845036319613,1.694915254237288,3.14769975786925
Entity,ambiref_0_ops,ambiref,column+subtask+subgroup,Entity||ambiref_0_ops||ambiref,508,11,9,488,2,0.39370078740157477,2.1653543307086616,1.7716535433070866,3.937007874015748,7,6,495,1,0.19685039370078738,1.3779527559055118,1.1811023622047243,2.559055118110236
Entity,move_contents_0_ops,move_contents,column+subtask+subgroup,Entity||move_contents_0_ops||move_contents,516,13,13,490,0,0.0,2.5193798449612403,2.5193798449612403,5.038759689922481,10,8,498,2,0.3875968992248062,1.937984496124031,1.550387596899225,3.488372093023256
COMPS,wugs_dist_in_between,random,column+subtask+subgroup,COMPS||wugs_dist_in_between||random,3474,233,81,3160,152,4.375359815774323,6.706966033390904,2.33160621761658,9.038572251007485,108,104,3262,4,0.11514104778353484,3.1088082901554404,2.993667242371906,6.102475532527346
COMPS,wugs_dist_before,overlap,column+subtask+subgroup,COMPS||wugs_dist_before||overlap,3474,96,237,3141,-141,-4.058721934369603,2.763385146804836,6.822107081174439,9.585492227979273,111,96,3267,15,0.4317789291882556,3.1951640759930915,2.763385146804836,5.958549222797927
COMPS,wugs_dist_in_between,taxonomic,column+subtask+subgroup,COMPS||wugs_dist_in_between||taxonomic,3474,219,98,3157,121,3.4830166954519286,6.303972366148532,2.8209556706966032,9.124928036845136,84,103,3287,-19,-0.5469199769717904,2.4179620034542317,2.964881980426022,5.382843983880253
COMPS,wugs_dist_in_between,overlap,column+subtask+subgroup,COMPS||wugs_dist_in_between||overlap,3474,208,97,3169,111,3.1951640759930915,5.987334484743812,2.79217040875072,8.779504893494531,78,99,3297,-21,-0.6044905008635579,2.2452504317789295,2.849740932642487,5.094991364421416
COMPS,wugs_dist_in_between,co-occurrence,column+subtask+subgroup,COMPS||wugs_dist_in_between||co-occurrence,3474,215,112,3147,103,2.964881980426022,6.188831318364997,3.2239493379389748,9.412780656303973,121,88,3265,33,0.9499136442141624,3.4830166954519286,2.533103051237766,6.016119746689695
COMPS,wugs_dist_before,co-occurrence,column+subtask+subgroup,COMPS||wugs_dist_before||co-occurrence,3474,132,231,3111,-99,-2.849740932642487,3.7996545768566494,6.649395509499137,10.449050086355786,103,99,3272,4,0.11514104778353484,2.964881980426022,2.849740932642487,5.814622913068509
COMPS,wugs_dist_before,taxonomic,column+subtask+subgroup,COMPS||wugs_dist_before||taxonomic,3474,113,203,3158,-90,-2.5906735751295336,3.2527345998848585,5.8434081750143925,9.096142774899253,101,88,3285,13,0.37420840529648824,2.9073114565342544,2.533103051237766,5.4404145077720205
COMPS,wugs_dist_before,random,column+subtask+subgroup,COMPS||wugs_dist_before||random,3474,125,195,3154,-70,-2.0149683362118593,3.598157743235463,5.613126079447324,9.211283822682786,100,92,3282,8,0.2302820955670697,2.8785261945883707,2.648244099021301,5.526770293609672
COMPS,wugs,random,column+subtask+subgroup,COMPS||wugs||random,3474,114,62,3298,52,1.496833621185953,3.281519861830743,1.7846862406447899,5.066206102475532,51,70,3353,-19,-0.5469199769717904,1.468048359240069,2.0149683362118593,3.4830166954519286
COMPS,wugs,co-occurrence,column+subtask+subgroup,COMPS||wugs||co-occurrence,3474,100,80,3294,20,0.5757052389176741,2.8785261945883707,2.3028209556706964,5.181347150259067,85,70,3319,15,0.4317789291882556,2.4467472654001154,2.0149683362118593,4.461715601611975
COMPS,base,taxonomic,column+subtask+subgroup,COMPS||base||taxonomic,12335,366,407,11562,-41,-0.3323875152006486,2.9671665991082286,3.299554114308877,6.266720713417105,307,246,11782,61,0.4945277665180381,2.4888528577219295,1.9943250912038912,4.483177948925821
COMPS,wugs,taxonomic,column+subtask+subgroup,COMPS||wugs||taxonomic,3474,107,103,3264,4,0.11514104778353484,3.0800230282095566,2.964881980426022,6.0449050086355784,99,83,3292,16,0.4605641911341394,2.849740932642487,2.3891767415083476,5.238917674150835
COMPS,wugs,overlap,column+subtask+subgroup,COMPS||wugs||overlap,3474,94,96,3284,-2,-0.05757052389176742,2.7058146229130684,2.763385146804836,5.469199769717904,66,76,3332,-10,-0.28785261945883706,1.8998272884283247,2.1876799078871616,4.087507196315487
COMPS,base,overlap,column+subtask+subgroup,COMPS||base||overlap,12335,359,392,11584,-33,-0.26753141467369274,2.910417511147142,3.1779489258208353,6.088366436967977,291,262,11782,29,0.23510336441021484,2.3591406566680178,2.124037292257803,4.483177948925821
COMPS,base,co-occurrence,column+subtask+subgroup,COMPS||base||co-occurrence,12335,398,373,11564,25,0.20267531414673692,3.2265910012160517,3.023915687069315,6.250506688285366,296,284,11755,12,0.09728415079043373,2.399675719497365,2.3023915687069314,4.702067288204296
COMPS,base,random,column+subtask+subgroup,COMPS||base||random,12335,345,326,11664,19,0.15403323875152006,2.7969193352249695,2.6428860964734495,5.439805431698419,296,276,11763,20,0.16214025131738954,2.399675719497365,2.2375354681799755,4.637211187677341
GlobalPIQA,global_piqa_parallel,time,column+subtask+subgroup,GlobalPIQA||global_piqa_parallel||time,4,1,0,3,1,25.0,25.0,0.0,25.0,0,1,3,-1,-25.0,0.0,25.0,25.0
GlobalPIQA,global_piqa_parallel,object_properties_interactions,column+subtask+subgroup,GlobalPIQA||global_piqa_parallel||object_properties_interactions,36,0,0,36,0,0.0,0.0,0.0,0.0,0,3,33,-3,-8.333333333333332,0.0,8.333333333333332,8.333333333333332
GlobalPIQA,global_piqa_parallel,"object_properties_interactions, affordances",column+subtask+subgroup,"GlobalPIQA||global_piqa_parallel||object_properties_interactions, affordances",21,0,1,20,-1,-4.761904761904762,0.0,4.761904761904762,4.761904761904762,1,0,20,1,4.761904761904762,4.761904761904762,0.0,4.761904761904762
GlobalPIQA,global_piqa_nonparallel,global_piqa_nonparallel,column+subtask+subgroup,GlobalPIQA||global_piqa_nonparallel||global_piqa_nonparallel,100,2,2,96,0,0.0,2.0,2.0,4.0,1,1,98,0,0.0,1.0,1.0,2.0
GlobalPIQA,global_piqa_parallel,counting,column+subtask+subgroup,GlobalPIQA||global_piqa_parallel||counting,7,0,0,7,0,0.0,0.0,0.0,0.0,0,0,7,0,0.0,0.0,0.0,0.0
GlobalPIQA,global_piqa_parallel,object_properties,column+subtask+subgroup,GlobalPIQA||global_piqa_parallel||object_properties,2,0,0,2,0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0.0,0.0,0.0
GlobalPIQA,global_piqa_parallel,"object_properties_interactions, spatial",column+subtask+subgroup,"GlobalPIQA||global_piqa_parallel||object_properties_interactions, spatial",3,0,0,3,0,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0.0,0.0,0.0
GlobalPIQA,global_piqa_parallel,spatial,column+subtask+subgroup,GlobalPIQA||global_piqa_parallel||spatial,22,0,0,22,0,0.0,0.0,0.0,0.0,0,0,22,0,0.0,0.0,0.0,0.0
GlobalPIQA,global_piqa_parallel,"spatial, counting",column+subtask+subgroup,"GlobalPIQA||global_piqa_parallel||spatial, counting",1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
GlobalPIQA,global_piqa_parallel,"time, counting",column+subtask+subgroup,"GlobalPIQA||global_piqa_parallel||time, counting",7,0,0,7,0,0.0,0.0,0.0,0.0,0,0,7,0,0.0,0.0,0.0,0.0
